popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
60,181972,False,0.701,0.83,11,-5.132,0,0.0507,0.362,6.77e-05,0.0831,0.475,122.037,4,1.0
74,146160,False,0.732,0.221,6,-12.623,1,0.056,0.897,2.62e-05,0.11,0.677,105.165,4,1.0
3,234000,False,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,4,1.0
68,191098,False,0.616,0.691,9,-6.497,1,0.0621,0.156,0.0,0.177,0.207,124.957,4,1.0
2,220013,False,0.576,0.593,9,-6.024,0,0.0305,0.0459,0.000834,0.237,0.366,157.993,4,1.0
0,183014,False,0.72,0.819,1,-4.588,1,0.0362,0.0411,0.0,0.0606,0.898,131.99,4,1.0
65,222320,False,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,4,1.0
0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,1.0
5,215937,False,0.675,0.817,5,-3.789,0,0.0497,0.00711,0.0,0.0839,0.446,105.964,4,1.0
0,220013,False,0.576,0.593,9,-6.024,0,0.0305,0.0459,0.000834,0.237,0.366,157.993,4,1.0
0,220013,False,0.576,0.593,9,-6.024,0,0.0305,0.0459,0.000834,0.237,0.366,157.993,4,1.0
2,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,1.0
0,214071,False,0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,4,1.0
0,220013,False,0.576,0.593,9,-6.024,0,0.0305,0.0459,0.000834,0.237,0.366,157.993,4,1.0
0,220013,False,0.576,0.593,9,-6.024,0,0.0305,0.0459,0.000834,0.237,0.366,157.993,4,1.0
0,182626,True,0.572,0.75,1,-5.042,0,0.0604,0.0946,0.0,0.378,0.475,144.081,4,1.0
0,182626,True,0.572,0.75,1,-5.042,0,0.0604,0.0946,0.0,0.378,0.475,144.081,4,1.0
0,191786,False,0.538,0.642,10,-4.412,1,0.127,0.104,0.0,0.112,0.47,161.803,4,1.0
0,209426,False,0.594,0.689,6,-6.107,0,0.148,0.259,5.49e-06,0.129,0.209,168.112,4,1.0
1,242904,False,0.716,0.655,2,-5.999,1,0.0444,0.00857,0.162,0.0572,0.207,125.012,4,1.0
1,253279,False,0.271,0.648,8,-5.664,1,0.051,0.248,0.0,0.121,0.261,189.218,4,1.0
4,176933,False,0.51,0.816,5,-5.331,0,0.0352,0.13,8.66e-06,0.224,0.588,149.929,4,1.0
2,253279,False,0.271,0.648,8,-5.664,1,0.051,0.248,0.0,0.121,0.261,189.218,4,1.0
0,212706,False,0.681,0.802,8,-5.836,0,0.0347,0.0271,0.0496,0.127,0.791,120.053,4,1.0
0,226573,False,0.66,0.804,1,-6.133,0,0.0485,0.0402,0.0,0.129,0.359,109.0,4,1.0
0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,1.0
0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,1.0
0,240867,False,0.476,0.518,1,-8.1,1,0.0401,0.553,1.27e-06,0.111,0.179,96.155,4,1.0
0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,1.0
0,169920,False,0.802,0.78,0,-6.564,1,0.0367,0.0075,0.824,0.147,0.623,125.027,4,1.0
0,169920,False,0.802,0.78,0,-6.564,1,0.0367,0.0075,0.824,0.147,0.623,125.027,4,1.0
0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,1.0
0,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,1.0
0,177249,False,0.648,0.86,7,-4.974,1,0.11,0.00636,0.0289,0.135,0.625,128.03,4,1.0
80,220013,False,0.576,0.593,9,-6.024,0,0.0306,0.0467,0.000767,0.237,0.373,157.993,4,1.0
63,194490,False,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,4,1.0
69,188066,False,0.64,0.789,8,-4.891,1,0.0644,0.0875,0.0,0.147,0.762,75.018,4,1.0
75,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,1.0
69,160790,False,0.633,0.242,3,-8.523,0,0.0761,0.515,0.0,0.0839,0.694,98.219,4,1.0
73,149508,True,0.618,0.678,8,-6.307,0,0.0646,0.00361,0.0,0.0693,0.394,122.212,4,1.0
0,199179,True,0.66,0.695,9,-7.076,0,0.113,0.313,7.17e-06,0.0752,0.204,101.997,4,1.0
74,198515,True,0.579,0.37,10,-8.9,1,0.0383,0.496,0.0,0.221,0.216,119.799,4,1.0
0,208000,False,0.688,0.719,5,-3.402,1,0.0354,0.0415,5.63e-05,0.0921,0.406,110.014,4,1.0
0,205946,False,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67e-05,0.135,0.159,199.892,4,1.0
0,205946,False,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67e-05,0.135,0.159,199.892,4,1.0
0,168648,False,0.725,0.681,5,-6.8,0,0.103,0.0201,0.301,0.0995,0.453,110.938,4,1.0
3,242904,False,0.716,0.655,2,-5.999,1,0.0444,0.00857,0.162,0.0572,0.207,125.012,4,1.0
0,185194,False,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,4,1.0
0,164474,False,0.487,0.504,2,-8.878,1,0.0624,0.644,0.0,0.27,0.478,83.911,4,1.0
0,136200,False,0.839,0.701,9,-6.029,1,0.0944,0.0165,0.00365,0.0513,0.273,99.984,4,1.0
0,141066,False,0.856,0.329,4,-11.697,1,0.099,0.851,0.63,0.125,0.448,120.007,4,1.0
0,152774,False,0.656,0.31,8,-10.118,1,0.0808,0.971,0.468,0.131,0.197,77.012,4,1.0
0,156067,False,0.722,0.338,1,-10.432,0,0.073,0.502,0.857,0.104,0.183,79.997,4,1.0
0,169174,False,0.653,0.569,1,-5.018,0,0.0349,0.716,7.4e-06,0.135,0.44,150.216,4,1.0
0,161512,False,0.615,0.387,5,-11.857,0,0.0292,0.636,0.912,0.12,0.099,109.994,4,1.0
0,128552,False,0.692,0.369,5,-9.061,1,0.0988,0.931,0.000778,0.105,0.166,77.512,4,1.0
0,153239,False,0.681,0.329,0,-12.988,1,0.0386,0.899,0.731,0.176,0.187,116.019,4,1.0
1,195428,False,0.78,0.856,8,-6.264,0,0.267,0.0233,0.0,0.0916,0.605,104.904,4,1.0
0,169174,False,0.653,0.569,1,-5.018,0,0.0349,0.716,7.4e-06,0.135,0.44,150.216,4,1.0
0,149685,False,0.656,0.175,5,-9.971,0,0.0446,0.728,0.112,0.155,0.259,85.068,4,1.0
2,212500,True,0.843,0.802,1,-4.167,0,0.228,0.158,5e-06,0.0642,0.618,95.881,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
1,159006,False,0.777,0.716,10,-7.342,0,0.256,0.734,8.3e-05,0.116,0.829,120.052,4,1.0
0,154902,False,0.688,0.463,5,-9.278,0,0.0448,0.945,0.0199,0.104,0.209,75.996,4,1.0
0,341875,False,0.789,0.694,6,-5.781,0,0.0726,0.099,0.0,0.0962,0.549,96.032,4,1.0
0,195456,False,0.648,0.473,0,-14.604,1,0.0285,0.598,0.917,0.136,0.363,112.998,4,1.0
1,196558,False,0.65,0.625,0,-10.122,0,0.0359,0.00536,0.00046,0.119,0.293,118.965,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
3,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
4,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,170277,False,0.744,0.458,0,-8.632,1,0.03,0.425,2.66e-06,0.0872,0.621,131.825,4,1.0
1,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
1,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
0,163613,False,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,4,1.0
1,211360,False,0.609,0.83,11,-3.229,0,0.0552,0.117,0.0,0.18,0.478,128.986,4,1.0
74,165714,True,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,4,1.0
81,203569,False,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,3,1.0
74,250285,False,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4,1.0
75,247626,False,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,4,1.0
53,209160,False,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,1.0
56,175721,False,0.587,0.963,0,0.366,0,0.0552,0.0656,0.0,0.27,0.491,127.842,4,1.0
78,168387,False,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,4,1.0
67,158027,False,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,4,1.0
72,226733,True,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,4,1.0
80,193400,False,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,1.0
70,198973,True,0.809,0.547,9,-7.304,1,0.0609,0.46,0.0,0.0543,0.717,95.012,4,1.0
82,248413,False,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4,1.0
66,154274,False,0.682,0.363,2,-10.837,1,0.0261,0.699,3e-05,0.363,0.203,94.978,4,1.0
0,210901,True,0.693,0.565,1,-3.854,0,0.0378,0.396,0.0,0.0409,0.588,185.916,3,1.0
52,215000,False,0.643,0.648,1,-8.07,1,0.0644,0.0997,0.00414,0.365,0.357,96.032,4,1.0
2,232933,True,0.488,0.71,9,-5.864,1,0.0455,0.0585,1.81e-05,0.382,0.5,134.781,4,1.0
0,204693,False,0.723,0.924,1,-3.518,1,0.0516,0.0332,5.63e-06,0.0496,0.527,108.009,4,1.0
0,207331,True,0.497,0.353,7,-9.641,1,0.108,0.125,0.0,0.0785,0.169,143.916,4,1.0
0,204693,False,0.723,0.924,1,-3.518,1,0.0516,0.0332,5.63e-06,0.0496,0.527,108.009,4,1.0
0,271426,False,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,4,1.0
0,207331,True,0.497,0.353,7,-9.641,1,0.108,0.125,0.0,0.0785,0.169,143.916,4,1.0
0,207331,True,0.497,0.353,7,-9.641,1,0.108,0.125,0.0,0.0785,0.169,143.916,4,1.0
0,145174,False,0.483,0.917,3,-2.528,1,0.0438,0.00235,0.000347,0.119,0.323,129.035,4,1.0
0,207331,True,0.497,0.353,7,-9.641,1,0.108,0.125,0.0,0.0785,0.169,143.916,4,1.0
2,271426,False,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,4,1.0
0,220746,False,0.585,0.73,1,-4.038,0,0.0406,0.0171,0.0,0.0488,0.222,104.824,4,1.0
0,184732,False,0.753,0.657,7,-3.061,1,0.045,0.173,0.0,0.112,0.435,107.013,4,1.0
0,170457,False,0.594,0.64,10,-6.865,1,0.033,0.0169,0.0,0.135,0.492,92.871,4,1.0
0,169632,False,0.668,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.119,0.305,103.116,4,1.0
0,210400,False,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,4,1.0
0,210400,False,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,4,1.0
0,185194,False,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,4,1.0
0,205946,False,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67e-05,0.135,0.159,199.892,4,1.0
0,190295,False,0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,190295,False,0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963,4,1.0
1,184732,False,0.753,0.657,7,-3.061,1,0.045,0.173,0.0,0.112,0.435,107.013,4,1.0
0,205946,False,0.475,0.715,8,-5.371,1,0.058,0.0863,2.67e-05,0.135,0.159,199.892,4,1.0
0,185194,False,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,4,1.0
0,184732,False,0.753,0.657,7,-3.061,1,0.045,0.173,0.0,0.112,0.435,107.013,4,1.0
0,217346,False,0.595,0.738,8,-3.109,1,0.041,0.107,0.0,0.0947,0.461,127.954,4,1.0
0,154024,False,0.735,0.691,0,-6.475,1,0.0362,0.0876,0.0,0.34,0.548,110.018,4,1.0
3,210400,False,0.689,0.623,5,-5.025,0,0.0621,0.254,0.0,0.113,0.546,101.998,4,1.0
2,185194,False,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,4,1.0
0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,4,1.0
0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,4,1.0
0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,4,1.0
0,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,4,1.0
0,211573,False,0.504,0.748,5,-4.124,1,0.062,0.0308,0.0,0.295,0.356,125.889,4,1.0
0,211573,False,0.504,0.748,5,-4.124,1,0.062,0.0308,0.0,0.295,0.356,125.889,4,1.0
70,148259,True,0.676,0.67,8,-6.584,1,0.0374,0.353,0.0,0.103,0.54,113.01,4,1.0
75,169038,True,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,4,1.0
72,189906,False,0.7,0.392,9,-8.911,1,0.033,0.0578,0.0,0.0802,0.25,103.044,4,1.0
80,212862,False,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,4,1.0
77,190053,False,0.653,0.836,10,-5.626,0,0.0457,0.0452,0.299,0.1,0.804,133.182,4,1.0
0,147020,False,0.662,0.666,6,-5.441,1,0.125,0.583,3.85e-06,0.222,0.605,159.969,4,1.0
68,157555,False,0.632,0.578,9,-7.657,0,0.0905,0.714,0.0,0.42,0.297,139.324,4,1.0
69,202406,False,0.665,0.628,2,-6.297,1,0.026,0.00502,2.02e-05,0.0947,0.551,121.979,4,1.0
0,153391,False,0.798,0.575,5,-5.515,0,0.035,0.14,3.62e-06,0.056,0.683,114.986,4,1.0
0,178242,False,0.666,0.677,2,-5.743,1,0.0326,0.214,0.0,0.0979,0.178,100.014,4,1.0
0,180338,True,0.639,0.544,4,-6.152,1,0.0391,0.586,0.0,0.463,0.483,129.908,4,1.0
0,153391,False,0.798,0.575,5,-5.515,0,0.035,0.14,3.62e-06,0.056,0.683,114.986,4,1.0
63,183344,False,0.779,0.58,0,-6.168,0,0.0355,0.158,0.0,0.124,0.679,148.916,4,1.0
3,180000,False,0.637,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4,1.0
0,217044,True,0.51,0.307,2,-9.921,1,0.101,0.321,1.5e-06,0.174,0.356,159.794,3,1.0
65,171585,False,0.651,0.646,10,-6.548,0,0.0408,0.00738,3.19e-05,0.193,0.124,104.139,4,1.0
0,178242,False,0.666,0.677,2,-5.743,1,0.0326,0.214,0.0,0.0979,0.178,100.014,4,1.0
0,153391,False,0.798,0.575,5,-5.515,0,0.035,0.14,3.62e-06,0.056,0.683,114.986,4,1.0
0,217044,True,0.51,0.307,2,-9.921,1,0.101,0.321,1.5e-06,0.174,0.356,159.794,3,1.0
0,123146,False,0.835,0.554,2,-6.033,1,0.131,0.189,9.07e-06,0.315,0.671,145.023,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,207029,False,0.503,0.74,4,-5.128,1,0.0472,0.577,1.39e-06,0.0712,0.457,88.332,3,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,264866,True,0.572,0.355,6,-7.499,1,0.0449,0.685,0.000357,0.169,0.39,138.552,4,1.0
0,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,1.0
0,165524,False,0.539,0.715,11,-6.639,0,0.0595,0.0265,0.0,0.609,0.489,123.854,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
3,189000,False,0.741,0.743,7,-4.586,1,0.0328,0.0224,1.23e-06,0.229,0.658,124.014,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,1.0
0,207029,False,0.503,0.74,4,-5.128,1,0.0472,0.577,1.39e-06,0.0712,0.457,88.332,3,1.0
0,136614,False,0.764,0.672,7,-5.947,0,0.0293,0.072,3.32e-06,0.0806,0.789,129.049,4,1.0
5,145840,False,0.711,0.931,1,-4.042,1,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,4,1.0
0,168053,False,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,1.0
0,193270,True,0.835,0.684,11,-5.818,1,0.239,0.122,0.0,0.0854,0.517,151.009,4,1.0
0,191506,True,0.717,0.754,5,-2.673,1,0.048,0.0262,0.0,0.295,0.598,100.02,4,1.0
2,265049,True,0.668,0.982,8,-2.46,1,0.0433,0.00032,0.114,0.253,0.415,127.986,4,1.0
76,233386,True,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064,4,1.0
73,204712,False,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309,4,1.0
74,185194,False,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,4,1.0
73,240867,False,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26e-06,0.111,0.18,96.129,4,1.0
69,163373,False,0.688,0.725,2,-7.806,1,0.044,0.0195,7.63e-06,0.0726,0.225,104.006,4,1.0
77,180952,False,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,4,1.0
70,193976,False,0.661,0.776,8,-5.054,1,0.0366,0.125,0.000152,0.119,0.17,145.993,4,1.0
79,227266,False,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,4,1.0
67,160225,False,0.684,0.512,11,-8.715,1,0.0525,0.544,0.0,0.097,0.466,119.901,4,1.0
63,175562,False,0.52,0.662,8,-7.626,1,0.0776,0.589,1.78e-05,0.133,0.235,172.102,4,1.0
0,153391,False,0.798,0.575,5,-5.515,0,0.035,0.14,3.62e-06,0.056,0.683,114.986,4,1.0
0,178242,False,0.666,0.677,2,-5.743,1,0.0326,0.214,0.0,0.0979,0.178,100.014,4,1.0
0,153442,False,0.773,0.706,8,-3.008,1,0.036,0.0138,1.39e-06,0.0666,0.911,122.062,4,1.0
85,142677,False,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,4,1.0
0,153442,False,0.773,0.706,8,-3.008,1,0.036,0.0138,1.39e-06,0.0666,0.911,122.062,4,1.0
71,208561,False,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,4,1.0
1,165714,True,0.812,0.519,2,-4.826,1,0.0372,0.381,0.0,0.13,0.563,104.954,4,1.0
75,174321,False,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,1.0
1,158083,True,0.665,0.692,6,-5.431,0,0.112,0.172,0.0,0.191,0.68,74.474,4,1.0
1,178242,False,0.666,0.677,2,-5.743,1,0.0326,0.214,0.0,0.0979,0.178,100.014,4,1.0
3,158083,True,0.665,0.692,6,-5.431,0,0.112,0.172,0.0,0.191,0.68,74.474,4,1.0
0,112105,True,0.665,0.709,1,-4.117,0,0.0407,0.174,0.0,0.142,0.358,76.058,4,1.0
1,172702,False,0.659,0.733,8,-6.026,1,0.0671,0.00318,0.0,0.287,0.727,147.932,4,1.0
0,153391,False,0.798,0.575,5,-5.515,0,0.035,0.14,3.62e-06,0.056,0.683,114.986,4,1.0
0,180338,True,0.639,0.544,4,-6.152,1,0.0391,0.586,0.0,0.463,0.483,129.908,4,1.0
80,161266,False,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,4,1.0
3,131063,True,0.709,0.789,4,-3.874,1,0.0723,0.0161,2.85e-06,0.451,0.716,142.923,4,1.0
1,178242,False,0.666,0.677,2,-5.743,1,0.0326,0.214,0.0,0.0979,0.178,100.014,4,1.0
0,173306,False,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,4,1.0
0,191813,False,0.554,0.371,7,-9.104,0,0.0361,0.855,0.0,0.0838,0.245,199.828,3,1.0
63,240333,False,0.478,0.633,0,-6.19,1,0.0345,0.123,0.0,0.41,0.287,89.909,4,1.0
0,173937,False,0.563,0.671,0,-5.458,1,0.0295,0.00683,0.0,0.139,0.374,80.018,4,1.0
0,173937,False,0.563,0.671,0,-5.458,1,0.0295,0.00683,0.0,0.139,0.374,80.018,4,1.0
0,168387,False,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,4,1.0
67,136563,False,0.753,0.539,3,-6.946,1,0.0393,0.0505,0.0,0.0664,0.443,124.015,4,1.0
1,168387,False,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,4,1.0
0,176346,False,0.722,0.417,8,-6.825,1,0.0618,0.39,0.0,0.0612,0.451,113.965,4,1.0
6,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,1.0
0,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,1.0
0,168387,False,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,4,1.0
0,168387,False,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,4,1.0
1,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,1.0
65,198880,False,0.655,0.672,1,-4.966,1,0.0581,0.253,0.0,0.312,0.675,98.005,4,1.0
4,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,1.0
0,173937,False,0.563,0.671,0,-5.458,1,0.0295,0.00683,0.0,0.139,0.374,80.018,4,1.0
0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,1.0
0,162295,False,0.722,0.856,1,-6.392,0,0.0338,0.0305,0.0597,0.231,0.827,121.99,4,1.0
1,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,1.0
0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,1.0
0,152913,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,4,1.0
76,220573,False,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,4,1.0
82,222533,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,1.0
68,167552,False,0.745,0.561,9,-5.513,0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,4,1.0
79,214459,True,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,4,1.0
61,170363,False,0.821,0.448,9,-4.33,1,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,4,1.0
72,241874,False,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,4,1.0
76,337560,False,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,4,1.0
74,213427,False,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,4,1.0
71,146523,True,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,4,1.0
69,191813,False,0.554,0.371,7,-9.104,0,0.0361,0.855,0.0,0.0838,0.245,199.828,3,1.0
61,159077,False,0.649,0.69,8,-5.384,0,0.0296,0.0247,0.0,0.161,0.593,104.04,4,1.0
0,186953,False,0.728,0.577,7,-7.748,1,0.0601,0.289,0.000637,0.17,0.639,95.045,4,1.0
