date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-10-31,18262.0,18216.0,18308.0,22656.0,21668.0,23643.0,20459.0,19980.0,20938.0
2023-11-30,18072.0,18052.0,18092.0,23907.0,23907.0,23907.0,20990.0,20980.0,21000.0
2023-12-31,17918.0,17900.0,17937.0,23907.0,23907.0,23907.0,20913.0,20904.0,20922.0
2024-01-31,17833.0,17826.0,17840.0,23907.0,23907.0,23907.0,20870.0,20867.0,20874.0
