date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-10-31,2192.0,2176.0,2209.0,2192.0,2176.0,2209.0,2192.0,2176.0,2209.0
2023-11-30,2224.0,2221.0,2226.0,2266.0,2263.0,2269.0,2245.0,2243.0,2246.0
2023-12-31,2208.0,2207.0,2210.0,2267.0,2267.0,2267.0,2238.0,2237.0,2239.0
2024-01-31,2194.0,2192.0,2196.0,2257.0,2236.0,2278.0,2225.0,2215.0,2236.0
