date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2024-01-31,2022.0,2020.0,2025.0,2113.0,2092.0,2133.0,2067.0,2057.0,2078.0
2024-02-29,2037.0,2035.0,2038.0,2142.0,2142.0,2142.0,2089.0,2088.0,2090.0
2024-03-31,2050.0,2048.0,2051.0,2142.0,2142.0,2142.0,2096.0,2095.0,2097.0
2024-04-30,2056.0,2056.0,2057.0,2142.0,2142.0,2142.0,2099.0,2099.0,2099.0
