date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-10-31,2462.0,2447.0,2477.0,2702.0,2664.0,2740.0,2582.0,2566.0,2598.0
2023-11-30,2447.0,2446.0,2447.0,2502.0,2379.0,2626.0,2474.0,2412.0,2536.0
2023-12-31,2443.0,2443.0,2444.0,2323.0,2206.0,2439.0,2383.0,2325.0,2441.0
2024-01-31,2441.0,2440.0,2442.0,2155.0,2155.0,2155.0,2298.0,2297.0,2298.0
