date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-10-31,7907.0,7884.0,7931.0,8478.0,8314.0,8641.0,8192.0,8114.0,8271.0
2023-11-30,7856.0,7851.0,7861.0,8412.0,8316.0,8508.0,8134.0,8084.0,8184.0
2023-12-31,7817.0,7812.0,7822.0,8330.0,8235.0,8426.0,8074.0,8026.0,8121.0
2024-01-31,7793.0,7791.0,7796.0,8282.0,8282.0,8282.0,8038.0,8036.0,8039.0
