date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
2008-05-08,8460.0,8285.0,110.125
2008-05-07,8641.0,8505.0,109.025
2008-05-06,8622.0,8480.0,109.65
2008-05-02,8390.0,8225.0,109.625
2008-05-01,8686.0,8540.0,110.075
2008-04-30,8655.0,8500.0,110.525
2008-04-29,8740.0,8585.5,109.65
2008-04-28,8746.0,8601.0,110.325
2008-04-25,8600.0,8521.0,110.775
2008-04-24,8700.5,8595.0,112.2
2008-04-23,8796.0,8695.5,112.475
2008-04-22,8770.0,8650.0,113.725
2008-04-21,8641.5,8551.0,113.725
2008-04-18,8630.0,8532.0,114.2
2008-04-17,8861.5,8750.5,116.525
2008-04-16,8736.5,8635.0,116.15
2008-04-15,8720.0,8589.0,117.15
2008-04-14,8679.5,8520.0,116.25
2008-04-11,8810.0,8660.0,115.15
2008-04-10,8884.5,8720.5,116.1
2008-04-09,8650.0,8550.0,115.575
2008-04-08,8682.0,8559.0,115.05
2008-04-07,8740.0,8641.0,116.15
2008-04-04,8645.0,8510.5,115.15
2008-04-03,8591.0,8441.0,112.575
2008-04-02,8464.0,8345.0,112.075
2008-04-01,8325.5,8197.0,111.35
2008-03-31,8520.0,8410.0,112.5
2008-03-28,8540.0,8456.0,115.25
2008-03-27,8457.0,8350.0,117.225
2008-03-26,8260.0,8150.0,118.05
2008-03-25,8240.0,8100.0,120.175
2008-03-20,7789.0,7665.0,121.875
2008-03-19,8210.5,8112.0,122.975
2008-03-18,8285.0,8161.0,124.575
2008-03-17,8360.0,8140.0,125.5
2008-03-14,8611.0,8490.0,125.225
2008-03-13,8550.0,8445.0,127.95
2008-03-12,8356.0,8280.0,128.975
2008-03-11,8560.5,8500.0,130.25
2008-03-10,8400.5,8310.5,131.925
2008-03-07,8660.0,8560.0,134.275
2008-03-06,8881.0,8810.0,135.8
2008-03-05,8416.0,8320.5,138.15
2008-03-04,8685.0,8581.0,139.55
2008-03-03,8565.0,8495.0,141.375
2008-02-29,8540.5,8460.0,143.65
2008-02-28,8470.0,8440.0,144.85
2008-02-27,8516.0,8430.0,146.6
2008-02-26,8271.0,8225.0,149.125
2008-02-25,8247.0,8220.5,149.225
2008-02-22,8322.0,8283.0,141.6
2008-02-21,8281.0,8241.0,135.375
2008-02-20,8101.0,8050.0,135.375
2008-02-19,8080.0,8040.0,140.35
2008-02-18,7945.0,7920.0,144.375
2008-02-15,7801.0,7781.0,150.65
2008-02-14,7776.0,7766.5,154.65
2008-02-13,7680.5,7656.0,157.6
2008-02-12,7805.0,7800.0,159.725
2008-02-11,7820.5,7790.0,164.125
2008-02-08,7612.0,7560.0,169.475
2008-02-07,7350.0,7360.0,171.975
2008-02-06,7181.0,7190.0,171.975
2008-02-05,7202.0,7225.0,174.775
2008-02-04,7295.0,7295.0,177.05
2008-02-01,7345.0,7339.0,177.8
2008-01-31,7170.5,7170.0,178.775
2008-01-30,7165.0,7190.0,170.65
2008-01-29,7171.0,7179.0,171.275
2008-01-28,6893.0,6910.0,171.675
2008-01-25,7120.0,7126.0,172.775
2008-01-24,7092.0,7070.0,174.3
2008-01-23,7000.5,6980.0,176.175
2008-01-22,6920.0,6850.0,178.85
2008-01-21,6910.0,6895.0,180.9
2008-01-18,7062.0,7055.0,183.225
2008-01-17,7121.5,7125.5,185.55
2008-01-16,7020.0,7022.0,191.05
2008-01-15,7225.5,7251.0,194.1
2008-01-14,7361.0,7390.5,198.6
2008-01-11,7196.0,7220.0,199.275
2008-01-10,7120.5,7135.0,199.65
2008-01-09,7351.0,7370.5,200.75
2008-01-08,7106.0,7140.5,200.975
2008-01-07,6915.5,6950.5,201.0
2008-01-04,6990.5,7035.0,198.6
2008-01-03,6765.0,6818.0,198.175
2008-01-02,6666.0,6706.0,198.925
