iter	Passed	Remaining
0	3	156
1	5	137
2	8	126
3	9	114
4	11	107
5	13	96
6	15	92
7	17	91
8	18	83
9	19	79
10	21	77
11	23	75
12	25	71
13	26	67
14	28	65
15	28	61
16	30	59
17	31	56
18	33	55
19	35	53
20	37	51
21	38	48
22	39	46
23	41	44
24	42	42
25	44	41
26	46	39
27	48	37
28	50	36
29	52	34
30	53	32
31	53	30
32	55	28
33	57	27
34	59	25
35	61	23
36	63	22
37	63	20
38	65	18
39	66	16
40	68	15
41	70	13
42	72	11
43	74	10
44	76	8
45	77	6
46	79	5
47	80	3
48	82	1
49	84	0
