iter	Passed	Remaining
318	1878	4010
319	1885	4005
320	1891	4000
321	1898	3997
322	1904	3991
323	1910	3986
324	1915	3978
325	1921	3972
326	1927	3967
327	1933	3961
328	1939	3956
329	1945	3950
330	1951	3945
331	1958	3939
332	1965	3935
333	1971	3931
334	1978	3928
335	1984	3921
336	1990	3916
337	1997	3911
338	2003	3907
339	2009	3901
340	2015	3895
341	2021	3888
342	2026	3882
343	2032	3875
344	2037	3868
345	2042	3861
346	2048	3854
347	2053	3847
348	2059	3841
349	2064	3834
350	2070	3828
351	2076	3822
352	2081	3815
353	2086	3808
354	2092	3801
355	2097	3794
356	2101	3785
357	2107	3778
358	2112	3771
359	2117	3764
360	2122	3757
361	2127	3749
362	2132	3742
363	2138	3736
364	2143	3729
365	2149	3723
366	2155	3717
367	2160	3710
368	2165	3703
369	2170	3696
370	2176	3690
371	2182	3684
372	2188	3678
373	2193	3671
374	2199	3665
375	2204	3659
376	2210	3652
377	2216	3646
378	2221	3640
379	2227	3634
380	2233	3628
381	2239	3622
382	2244	3615
383	2249	3608
384	2255	3602
385	2260	3595
386	2265	3588
387	2271	3582
388	2276	3575
389	2281	3568
390	2287	3562
391	2292	3555
392	2297	3549
393	2303	3542
394	2308	3536
395	2314	3529
396	2319	3522
397	2324	3515
398	2329	3509
399	2335	3502
400	2340	3496
401	2345	3489
402	2350	3482
403	2356	3476
404	2361	3469
405	2366	3462
406	2372	3456
407	2377	3450
408	2383	3443
409	2389	3438
410	2395	3432
411	2400	3426
412	2406	3420
413	2411	3413
414	2417	3408
415	2423	3402
416	2429	3396
417	2435	3391
418	2441	3385
419	2446	3378
420	2452	3373
421	2458	3367
422	2465	3362
423	2471	3357
424	2476	3350
425	2482	3345
426	2489	3340
427	2495	3334
428	2500	3328
429	2506	3322
430	2513	3318
431	2519	3312
432	2525	3306
433	2530	3300
434	2536	3294
435	2542	3289
436	2549	3284
437	2554	3278
438	2560	3272
439	2566	3266
440	2572	3260
441	2578	3254
442	2584	3249
443	2590	3244
444	2596	3238
445	2602	3232
446	2608	3227
447	2614	3221
448	2619	3214
449	2625	3208
450	2630	3202
451	2636	3196
452	2641	3189
453	2646	3183
454	2652	3177
455	2657	3170
456	2663	3164
457	2668	3158
458	2674	3151
459	2679	3145
460	2685	3139
461	2690	3133
462	2695	3126
463	2701	3120
464	2706	3114
465	2711	3107
466	2717	3101
467	2722	3095
468	2728	3089
469	2733	3082
470	2739	3076
471	2744	3070
472	2750	3064
473	2755	3057
474	2761	3052
475	2766	3045
476	2772	3039
477	2777	3033
478	2783	3027
479	2789	3021
480	2794	3015
481	2800	3009
482	2805	3003
483	2811	2997
484	2816	2991
485	2822	2985
486	2828	2979
487	2834	2973
488	2839	2967
489	2844	2960
490	2849	2954
491	2855	2947
492	2864	2945
493	2870	2939
494	2875	2933
495	2880	2927
496	2886	2921
497	2891	2915
498	2897	2908
499	2903	2903
500	2908	2896
501	2914	2890
502	2919	2884
503	2925	2878
504	2930	2872
505	2935	2866
506	2941	2860
507	2946	2853
508	2951	2847
509	2956	2840
510	2961	2834
511	2967	2828
512	2972	2821
513	2978	2815
514	2983	2809
515	2989	2803
516	2994	2797
517	2999	2791
518	3005	2785
519	3010	2779
520	3015	2772
521	3021	2767
522	3028	2762
523	3034	2756
524	3040	2750
525	3046	2745
526	3052	2739
527	3057	2733
528	3063	2727
529	3069	2721
530	3074	2715
531	3080	2709
532	3086	2704
533	3091	2697
534	3096	2691
535	3103	2686
536	3109	2681
537	3115	2675
538	3121	2669
539	3126	2663
540	3132	2657
541	3138	2652
542	3144	2646
543	3150	2640
544	3155	2634
545	3161	2628
546	3167	2623
547	3173	2617
548	3179	2611
549	3185	2606
550	3191	2600
551	3197	2594
552	3203	2589
553	3209	2583
554	3214	2577
555	3221	2572
556	3227	2566
557	3233	2561
558	3240	2556
559	3246	2550
560	3252	2545
561	3259	2540
562	3265	2534
563	3270	2528
564	3276	2522
565	3283	2517
566	3288	2511
567	3294	2505
568	3299	2499
569	3305	2493
570	3310	2487
571	3316	2481
572	3321	2475
573	3326	2469
574	3332	2462
575	3337	2456
576	3342	2450
577	3348	2444
578	3353	2438
579	3359	2432
580	3364	2426
581	3370	2420
582	3375	2414
583	3380	2408
584	3386	2402
585	3391	2396
586	3397	2390
587	3402	2384
588	3408	2378
589	3413	2372
590	3418	2365
591	3423	2359
592	3429	2353
593	3435	2348
594	3441	2342
595	3447	2336
596	3452	2330
597	3457	2324
598	3463	2318
599	3469	2312
600	3474	2306
601	3479	2300
602	3485	2294
603	3490	2288
604	3496	2282
605	3501	2276
606	3506	2270
607	3512	2264
608	3518	2258
609	3523	2252
610	3529	2246
611	3534	2241
612	3540	2234
613	3545	2229
614	3551	2223
615	3556	2217
616	3562	2211
617	3567	2205
618	3572	2199
619	3578	2193
620	3583	2187
621	3589	2181
622	3595	2175
623	3600	2169
624	3606	2163
625	3611	2157
626	3617	2152
627	3623	2146
628	3629	2140
629	3634	2134
630	3639	2128
631	3645	2122
632	3650	2116
633	3655	2110
634	3661	2104
635	3666	2098
636	3671	2092
637	3677	2086
638	3682	2080
639	3688	2074
640	3694	2068
641	3700	2063
642	3705	2057
643	3711	2051
644	3717	2045
645	3722	2039
646	3727	2033
647	3733	2027
648	3738	2021
649	3744	2016
650	3750	2010
651	3755	2004
652	3761	1998
653	3766	1992
654	3772	1987
655	3779	1981
656	3785	1976
657	3791	1970
658	3797	1965
659	3803	1959
660	3809	1953
661	3815	1948
662	3821	1942
663	3827	1936
664	3834	1931
665	3840	1926
666	3847	1920
667	3854	1915
668	3860	1910
669	3866	1904
670	3872	1898
671	3878	1893
672	3884	1887
673	3890	1881
674	3897	1876
675	3902	1870
676	3908	1864
677	3914	1859
678	3920	1853
679	3926	1847
680	3931	1841
681	3937	1835
682	3943	1830
683	3951	1825
684	3957	1819
685	3963	1814
686	3969	1808
687	3974	1802
688	3980	1796
689	3985	1790
690	3992	1785
691	3998	1779
692	4004	1774
693	4011	1768
694	4016	1762
695	4021	1756
696	4027	1750
697	4033	1745
698	4038	1739
699	4044	1733
700	4050	1727
701	4056	1721
702	4061	1715
703	4066	1709
704	4072	1703
705	4077	1698
706	4082	1692
707	4088	1686
708	4094	1680
709	4099	1674
710	4104	1668
711	4110	1662
712	4115	1656
713	4120	1650
714	4126	1644
715	4131	1638
716	4136	1632
717	4141	1626
718	4147	1620
719	4152	1614
720	4158	1608
721	4163	1603
722	4168	1597
723	4174	1591
724	4179	1585
725	4185	1579
726	4190	1573
727	4196	1567
728	4202	1562
729	4207	1556
730	4213	1550
731	4219	1544
732	4225	1539
733	4230	1533
734	4236	1527
735	4242	1521
736	4248	1515
737	4253	1509
738	4259	1504
739	4264	1498
740	4269	1492
741	4275	1486
742	4280	1480
743	4286	1474
744	4291	1468
745	4297	1463
746	4302	1457
747	4308	1451
748	4313	1445
749	4318	1439
750	4324	1433
751	4329	1427
752	4334	1421
753	4339	1415
754	4345	1410
755	4350	1404
756	4355	1398
757	4361	1392
758	4367	1386
759	4372	1380
760	4378	1374
761	4383	1369
762	4389	1363
763	4394	1357
764	4399	1351
765	4405	1345
766	4411	1339
767	4416	1334
768	4422	1328
769	4428	1322
770	4433	1316
771	4439	1311
772	4444	1305
773	4450	1299
774	4455	1293
775	4461	1287
776	4467	1282
777	4472	1276
778	4477	1270
779	4483	1264
780	4488	1258
781	4494	1252
782	4499	1247
783	4505	1241
784	4510	1235
785	4516	1229
786	4521	1223
787	4527	1217
788	4532	1212
789	4538	1206
790	4544	1200
791	4549	1194
792	4554	1189
793	4560	1183
794	4565	1177
795	4571	1171
796	4576	1165
797	4582	1159
798	4587	1154
799	4592	1148
800	4598	1142
801	4603	1136
802	4609	1130
803	4614	1125
804	4620	1119
805	4625	1113
806	4630	1107
807	4636	1101
808	4641	1095
809	4647	1090
810	4652	1084
811	4659	1078
812	4665	1073
813	4678	1069
814	4685	1063
815	4692	1058
816	4697	1052
817	4703	1046
818	4709	1040
819	4715	1035
820	4721	1029
821	4727	1023
822	4732	1017
823	4738	1012
824	4744	1006
825	4750	1000
826	4755	994
827	4761	989
828	4767	983
829	4772	977
830	4778	971
831	4784	966
832	4790	960
833	4795	954
834	4802	948
835	4808	943
836	4814	937
837	4820	931
838	4826	926
839	4832	920
840	4838	914
841	4845	909
842	4852	903
843	4858	898
844	4864	892
845	4870	886
846	4876	880
847	4881	875
848	4888	869
849	4893	863
850	4899	857
851	4904	852
852	4910	846
853	4916	840
854	4921	834
855	4928	829
856	4934	823
857	4940	817
858	4946	811
859	4952	806
860	4957	800
861	4963	794
862	4968	788
863	4974	783
864	4981	777
865	4987	771
866	4992	765
867	4998	760
868	5004	754
869	5009	748
870	5015	742
871	5022	737
872	5028	731
873	5034	725
874	5041	720
875	5047	714
876	5053	708
877	5059	702
878	5064	697
879	5070	691
880	5076	685
881	5082	680
882	5088	674
883	5094	668
884	5099	662
885	5104	656
886	5110	651
887	5115	645
888	5122	639
889	5127	633
890	5132	627
891	5138	622
892	5144	616
893	5149	610
894	5154	604
895	5160	598
896	5165	593
897	5171	587
898	5176	581
899	5181	575
900	5187	569
901	5192	564
902	5198	558
903	5203	552
904	5209	546
905	5214	541
906	5220	535
907	5225	529
908	5231	523
909	5237	517
910	5242	512
911	5248	506
912	5255	500
913	5261	495
914	5267	489
915	5273	483
916	5279	477
917	5285	472
918	5291	466
919	5296	460
920	5303	454
921	5309	449
922	5315	443
923	5322	437
924	5328	432
925	5334	426
926	5340	420
927	5345	414
928	5351	408
929	5357	403
930	5363	397
931	5369	391
932	5374	385
933	5380	380
934	5385	374
935	5391	368
936	5398	362
937	5404	357
938	5410	351
939	5416	345
940	5422	339
941	5428	334
942	5434	328
943	5447	323
944	5452	317
945	5458	311
946	5468	306
947	5473	300
948	5478	294
949	5484	288
950	5489	282
951	5495	277
952	5500	271
953	5506	265
954	5511	259
955	5516	253
956	5522	248
957	5527	242
958	5533	236
959	5538	230
960	5544	225
961	5550	219
962	5555	213
963	5560	207
964	5566	201
965	5572	196
966	5577	190
967	5582	184
968	5588	178
969	5593	173
970	5599	167
971	5605	161
972	5610	155
973	5615	149
974	5621	144
975	5626	138
976	5632	132
977	5638	126
978	5643	121
979	5649	115
980	5654	109
981	5660	103
982	5666	97
983	5671	92
984	5677	86
985	5684	80
986	5689	74
987	5696	69
988	5702	63
989	5708	57
990	5713	51
991	5719	46
992	5724	40
993	5730	34
994	5735	28
995	5740	23
996	5746	17
997	5752	11
998	5757	5
999	5763	0
