date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
2024-04-09,9295.5,9435.0,124225.0
2024-04-08,9301.0,9419.0,114275.0
2024-04-05,9198.0,9320.0,115525.0
2024-04-04,9257.0,9370.0,112525.0
2024-04-03,8932.0,9047.0,112975.0
2024-04-02,8920.0,9024.0,111925.0
2024-03-28,8729.0,8835.0,112475.0
2024-03-27,8696.0,8806.0,113100.0
2024-03-26,8764.0,8880.0,117400.0
2024-03-25,8745.0,8858.0,117900.0
2024-03-22,8741.0,8856.0,113850.0
2024-03-21,8873.5,8988.0,111325.0
2024-03-20,8790.0,8898.0,112325.0
2024-03-19,8875.0,8980.0,106700.0
2024-03-18,8973.0,9083.0,106825.0
2024-03-15,8906.5,9013.0,107300.0
2024-03-14,8791.5,8890.0,108050.0
2024-03-13,8727.0,8824.0,108925.0
2024-03-12,8566.0,8664.0,110900.0
2024-03-11,8522.0,8620.0,110850.0
2024-03-08,8552.5,8647.0,112800.0
2024-03-07,8559.0,8647.0,113525.0
2024-03-06,8441.0,8537.0,113775.0
2024-03-05,8429.5,8523.0,114075.0
2024-03-04,8437.0,8530.0,116775.0
2024-03-01,8394.0,8479.0,121375.0
2024-02-29,8389.0,8475.0,122675.0
2024-02-28,8340.5,8439.5,124825.0
2024-02-27,8396.5,8495.0,126525.0
2024-02-26,8373.0,8478.0,127825.0
2024-02-23,8442.5,8539.0,122900.0
2024-02-22,8482.0,8575.0,122775.0
2024-02-21,8472.0,8551.0,124075.0
