date,LME Nickel Cash-Settlement,LME Nickel 3-month,LME Nickel stock
2014-02-25,14235.0,14245.0,268458.0
2014-02-24,14160.0,14200.0,268152.0
2014-02-21,14410.0,14450.0,268710.0
2014-02-20,14265.0,14305.0,269214.0
2014-02-19,14475.0,14525.0,269256.0
2014-02-18,14405.0,14455.0,269388.0
2014-02-17,14340.0,14395.0,268800.0
2014-02-14,14235.0,14265.0,268980.0
2014-02-13,14235.0,14280.0,269256.0
2014-02-12,14270.0,14350.0,268668.0
2014-02-11,14120.0,14165.0,267138.0
2014-02-10,14265.0,14305.0,265686.0
2014-02-07,14105.0,14140.0,266688.0
2014-02-06,13820.0,13885.0,265992.0
2014-02-05,13840.0,13925.0,265710.0
2014-02-04,13860.0,13950.0,265872.0
2014-02-03,13830.0,13880.0,265998.0
2014-01-31,13700.0,13745.0,266538.0
2014-01-30,13860.0,13885.0,266718.0
2014-01-29,14095.0,14165.0,264432.0
2014-01-28,14080.0,14160.0,264288.0
2014-01-27,14260.0,14325.0,264090.0
2014-01-24,14555.0,14620.0,263898.0
2014-01-23,14635.0,14720.0,261396.0
2014-01-22,14645.0,14730.0,260700.0
2014-01-21,14565.0,14630.0,260832.0
2014-01-20,14435.0,14480.0,261264.0
2014-01-17,14595.0,14635.0,260448.0
2014-01-16,14495.0,14565.0,261246.0
2014-01-15,14245.0,14300.0,261900.0
2014-01-14,14285.0,14355.0,261372.0
2014-01-13,13980.0,14050.0,261648.0
2014-01-10,13680.0,13725.0,261906.0
2014-01-09,13365.0,13425.0,261264.0
2014-01-08,13445.0,13505.0,260610.0
2014-01-07,13480.0,13550.0,260724.0
2014-01-06,13570.0,13640.0,260862.0
2014-01-03,13870.0,13920.0,260706.0
2014-01-02,13905.0,13980.0,261468.0
2013-12-31,13970.0,14000.0,261468.0
2013-12-30,14015.0,14070.0,261300.0
2013-12-27,14175.0,14225.0,258510.0
2013-12-24,14050.0,14110.0,258258.0
2013-12-23,14310.0,14410.0,255906.0
2013-12-20,14215.0,14260.0,255744.0
2013-12-19,14070.0,14150.0,255120.0
2013-12-18,14035.0,14105.0,255246.0
2013-12-17,13920.0,13970.0,255552.0
2013-12-16,14060.0,14140.0,255354.0
2013-12-13,13905.0,13960.0,255054.0
2013-12-12,14005.0,14090.0,255024.0
2013-12-11,13930.0,14000.0,253890.0
2013-12-10,14005.0,14075.0,253836.0
2013-12-09,13835.0,13895.0,253056.0
2013-12-06,13740.0,13830.0,253068.0
2013-12-05,13785.0,13850.0,252636.0
2013-12-04,13525.0,13590.0,252816.0
2013-12-03,13350.0,13415.0,252972.0
2013-12-02,13390.0,13460.0,252126.0
2013-11-29,13415.0,13480.0,251862.0
2013-11-28,13270.0,13340.0,251910.0
2013-11-27,13405.0,13480.0,250572.0
2013-11-26,13465.0,13550.0,249660.0
2013-11-25,13480.0,13545.0,249012.0
2013-11-22,13440.0,13510.0,249138.0
2013-11-21,13425.0,13505.0,248550.0
2013-11-20,13510.0,13580.0,247638.0
2013-11-19,13580.0,13700.0,244938.0
2013-11-18,13690.0,13760.0,244614.0
2013-11-15,13690.0,13740.0,244818.0
2013-11-14,13600.0,13665.0,243150.0
2013-11-13,13605.0,13655.0,241596.0
2013-11-12,13655.0,13735.0,241716.0
2013-11-11,13810.0,13880.0,239994.0
2013-11-08,13865.0,13925.0,240096.0
2013-11-07,13950.0,14060.0,240408.0
2013-11-06,14290.0,14375.0,239850.0
2013-11-05,14325.0,14380.0,239958.0
2013-11-04,14260.0,14350.0,238584.0
2013-11-01,14580.0,14630.0,238134.0
2013-10-31,14515.0,14600.0,237576.0
2013-10-30,14555.0,14610.0,236958.0
2013-10-29,14520.0,14585.0,234228.0
2013-10-28,14460.0,14515.0,234984.0
2013-10-25,14385.0,14440.0,235278.0
2013-10-24,14425.0,14485.0,234084.0
2013-10-23,14580.0,14640.0,231636.0
2013-10-22,14635.0,14745.0,231480.0
2013-10-21,14295.0,14350.0,230760.0
2013-10-18,14170.0,14215.0,230040.0
2013-10-17,13970.0,14040.0,229812.0
2013-10-16,13840.0,13920.0,228264.0
2013-10-15,13895.0,13975.0,228420.0
