date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-10-31,18308.0,18279.0,18337.0,23425.0,22753.0,24096.0,20866.0,20540.0,21192.0
2023-11-30,18127.0,18106.0,18147.0,23921.0,23921.0,23921.0,21024.0,21014.0,21034.0
2023-12-31,17969.0,17951.0,17988.0,23921.0,23921.0,23921.0,20945.0,20936.0,20955.0
2024-01-31,17888.0,,,23921.0,,,20904.0,,
