iter	Passed	Remaining
149	695	3943
150	700	3940
151	704	3928
152	709	3930
153	715	3933
154	722	3938
155	728	3940
156	734	3941
157	740	3947
158	746	3948
159	752	3951
160	758	3952
161	762	3945
162	767	3943
163	774	3948
164	781	3952
165	784	3942
166	790	3942
167	796	3943
168	802	3945
169	808	3946
170	814	3947
171	820	3948
172	825	3946
173	831	3946
174	836	3945
175	842	3944
176	848	3945
177	854	3946
178	860	3947
179	866	3947
180	872	3948
181	879	3951
182	885	3953
183	891	3953
184	897	3954
185	903	3954
186	906	3942
187	912	3942
188	918	3942
189	924	3942
190	930	3942
191	936	3942
192	942	3941
193	948	3941
194	954	3941
195	960	3941
196	966	3939
197	972	3938
198	978	3937
199	984	3937
200	990	3936
201	996	3936
202	1001	3933
203	1008	3933
204	1014	3932
205	1019	3928
206	1025	3928
207	1031	3925
208	1036	3922
209	1042	3920
210	1047	3916
211	1053	3915
212	1059	3914
213	1065	3913
214	1071	3910
215	1074	3898
216	1077	3886
217	1083	3885
218	1088	3881
219	1094	3881
220	1100	3880
221	1106	3878
222	1112	3876
223	1117	3872
224	1120	3861
225	1124	3851
226	1130	3850
227	1137	3850
228	1143	3849
229	1149	3849
230	1156	3849
231	1162	3848
232	1169	3848
233	1173	3842
234	1180	3841
235	1186	3841
236	1193	3841
237	1199	3839
238	1205	3837
239	1210	3834
240	1217	3835
241	1224	3833
242	1230	3833
243	1236	3832
244	1243	3830
245	1246	3819
246	1251	3816
247	1258	3815
248	1262	3807
249	1269	3807
250	1275	3805
251	1282	3807
252	1289	3807
253	1296	3806
254	1302	3805
255	1308	3802
256	1314	3801
257	1318	3791
258	1324	3788
259	1330	3786
260	1336	3785
261	1342	3782
262	1349	3780
263	1354	3775
264	1360	3773
265	1365	3769
266	1372	3767
267	1378	3764
268	1384	3762
269	1390	3759
270	1396	3756
271	1402	3753
272	1408	3750
273	1414	3747
274	1420	3744
275	1425	3740
276	1431	3736
277	1437	3733
278	1442	3728
279	1448	3725
280	1454	3721
281	1460	3719
282	1466	3716
283	1472	3713
284	1479	3711
285	1485	3708
286	1491	3706
287	1498	3703
288	1505	3704
289	1517	3715
290	1538	3747
291	1547	3752
292	1560	3765
293	1571	3774
294	1582	3782
295	1592	3788
296	1600	3787
297	1607	3786
298	1615	3788
299	1622	3785
300	1630	3785
301	1637	3784
302	1644	3782
303	1651	3780
304	1659	3780
305	1665	3778
306	1673	3776
307	1684	3783
308	1695	3790
309	1702	3788
310	1709	3787
311	1717	3787
312	1724	3786
313	1731	3783
314	1738	3781
315	1745	3778
316	1753	3777
317	1759	3774
318	1766	3771
319	1772	3767
320	1781	3767
321	1788	3764
322	1794	3761
323	1800	3757
324	1807	3754
325	1814	3750
326	1820	3746
327	1826	3742
328	1832	3737
329	1838	3732
330	1844	3727
331	1850	3723
332	1856	3717
333	1861	3712
334	1867	3707
335	1873	3702
336	1878	3696
337	1884	3691
338	1890	3686
339	1896	3682
340	1902	3676
341	1908	3671
342	1914	3667
343	1920	3661
344	1925	3656
345	1931	3651
346	1937	3646
347	1943	3641
348	1950	3637
349	1956	3632
350	1962	3628
351	1968	3623
352	1974	3618
353	1980	3614
354	1986	3610
355	1993	3606
356	1999	3601
357	2005	3597
358	2013	3594
359	2022	3596
360	2029	3593
361	2036	3589
362	2043	3585
363	2050	3583
364	2059	3582
365	2067	3582
366	2084	3595
367	2095	3598
368	2103	3597
369	2111	3595
370	2123	3600
371	2131	3598
372	2142	3601
373	2148	3596
374	2155	3592
375	2161	3587
376	2167	3581
377	2173	3577
378	2181	3573
379	2187	3569
380	2194	3565
381	2200	3560
382	2206	3555
383	2213	3551
384	2219	3546
385	2227	3542
386	2233	3538
387	2240	3533
388	2247	3530
389	2254	3526
390	2261	3523
391	2268	3519
392	2275	3515
393	2283	3512
394	2291	3510
395	2299	3507
396	2306	3503
397	2315	3502
398	2323	3499
399	2330	3495
400	2338	3493
401	2346	3491
402	2353	3485
403	2359	3481
404	2366	3476
405	2373	3472
406	2380	3468
407	2387	3463
408	2393	3459
409	2400	3453
410	2406	3448
411	2413	3444
412	2419	3439
413	2426	3434
414	2433	3429
415	2439	3425
416	2447	3421
417	2454	3417
418	2461	3413
419	2468	3409
420	2476	3406
421	2485	3404
422	2494	3403
423	2505	3403
424	2514	3401
425	2521	3397
426	2528	3393
427	2535	3389
428	2545	3388
429	2553	3384
430	2560	3379
431	2567	3375
432	2575	3372
433	2582	3367
434	2588	3362
435	2595	3357
436	2601	3351
437	2609	3348
438	2616	3343
439	2623	3339
440	2630	3334
441	2638	3330
442	2645	3326
443	2653	3322
444	2660	3318
445	2667	3312
446	2676	3310
447	2682	3305
448	2691	3302
449	2698	3297
450	2706	3294
451	2714	3291
452	2721	3286
453	2729	3282
454	2737	3278
455	2746	3275
456	2754	3272
457	2761	3268
458	2769	3263
459	2778	3261
460	2786	3257
461	2792	3252
462	2799	3246
463	2807	3243
464	2814	3238
465	2821	3232
466	2827	3227
467	2834	3221
468	2841	3217
469	2848	3212
470	2855	3206
471	2861	3201
472	2868	3195
473	2875	3191
474	2883	3186
475	2890	3181
476	2897	3176
477	2906	3173
478	2913	3168
479	2919	3163
480	2926	3157
481	2932	3151
482	2939	3146
483	2946	3141
484	2954	3136
485	2961	3131
486	2968	3127
487	2978	3124
488	2985	3119
489	2991	3113
490	2997	3107
491	3006	3103
492	3012	3097
493	3018	3092
494	3024	3086
495	3031	3079
496	3037	3073
497	3043	3067
498	3049	3061
499	3055	3055
500	3061	3049
501	3068	3044
502	3075	3038
503	3082	3033
504	3088	3027
505	3094	3021
506	3101	3016
507	3108	3010
508	3114	3004
509	3121	2999
510	3128	2994
511	3135	2988
512	3143	2984
513	3150	2978
514	3159	2975
515	3167	2971
516	3175	2966
517	3182	2961
518	3189	2955
519	3196	2950
520	3206	2948
521	3214	2943
522	3221	2937
523	3227	2932
524	3236	2928
525	3244	2924
526	3252	2919
527	3259	2914
528	3268	2909
529	3276	2905
530	3283	2900
531	3291	2895
532	3300	2892
533	3309	2888
534	3317	2883
535	3324	2878
536	3333	2874
537	3341	2869
538	3347	2863
539	3354	2857
540	3360	2851
541	3368	2846
542	3376	2842
543	3385	2837
544	3394	2833
545	3406	2832
546	3415	2828
547	3423	2823
548	3441	2827
549	3449	2822
550	3457	2817
551	3466	2813
552	3474	2808
553	3482	2803
554	3488	2797
555	3497	2792
556	3506	2788
557	3514	2783
558	3521	2778
559	3530	2774
560	3538	2769
561	3546	2764
562	3553	2758
563	3563	2754
564	3572	2750
565	3583	2748
566	3590	2742
567	3600	2738
568	3607	2732
569	3616	2728
570	3625	2723
571	3634	2719
572	3644	2715
573	3655	2712
574	3666	2709
575	3679	2708
576	3688	2703
577	3700	2701
578	3712	2699
579	3723	2696
580	3734	2693
581	3743	2688
582	3751	2683
583	3760	2678
584	3770	2674
585	3783	2672
586	3795	2670
587	3806	2666
588	3817	2664
589	3826	2659
590	3837	2655
591	3845	2650
592	3853	2645
593	3861	2639
594	3869	2633
595	3877	2628
596	3885	2622
597	3893	2617
598	3901	2611
599	3909	2606
600	3916	2600
601	3925	2594
602	3933	2589
603	3941	2584
604	3949	2578
605	3957	2572
606	3964	2566
607	3971	2560
608	3978	2554
609	4043	2585
610	4054	2581
611	4062	2575
612	4070	2569
613	4078	2563
614	4086	2558
615	4094	2552
616	4101	2545
617	4108	2539
618	4115	2533
619	4123	2527
620	4132	2522
621	4140	2516
622	4147	2509
623	4155	2504
624	4164	2498
625	4173	2493
626	4183	2488
627	4200	2488
628	4211	2483
629	4219	2478
630	4226	2471
631	4233	2465
632	4241	2459
633	4248	2452
634	4256	2446
635	4264	2440
636	4272	2434
637	4279	2428
638	4286	2421
639	4292	2414
640	4299	2408
641	4306	2401
642	4312	2394
643	4319	2387
644	4326	2381
645	4332	2374
646	4338	2367
647	4344	2360
648	4351	2353
649	4357	2346
650	4363	2339
651	4369	2332
652	4376	2325
653	4382	2318
654	4390	2312
655	4397	2306
656	4404	2299
657	4411	2292
658	4418	2286
659	4425	2279
660	4432	2273
661	4438	2266
662	4445	2259
663	4452	2252
664	4458	2246
665	4465	2239
666	4471	2232
667	4478	2225
668	4484	2218
669	4492	2212
670	4498	2205
671	4504	2198
672	4511	2192
673	4517	2185
674	4525	2178
675	4532	2172
676	4539	2165
677	4545	2158
678	4551	2151
679	4557	2144
680	4562	2137
681	4568	2130
682	4574	2123
683	4580	2116
684	4586	2109
685	4593	2102
686	4599	2095
687	4605	2088
688	4611	2081
689	4617	2074
690	4623	2067
691	4629	2060
692	4636	2053
693	4642	2046
694	4649	2040
695	4655	2033
696	4661	2026
697	4668	2019
698	4675	2013
699	4682	2006
700	4688	1999
701	4694	1992
702	4700	1985
703	4705	1978
704	4711	1971
705	4717	1964
706	4722	1957
707	4728	1950
708	4734	1943
709	4740	1936
710	4746	1929
711	4752	1922
712	4758	1915
713	4764	1908
714	4770	1901
715	4776	1894
716	4784	1888
717	4792	1882
718	4798	1875
719	4805	1868
720	4811	1861
721	4818	1855
722	4824	1848
723	4831	1841
724	4838	1835
725	4845	1828
726	4852	1822
727	4859	1815
728	4866	1808
729	4872	1802
730	4879	1795
731	4886	1789
732	4894	1782
733	4901	1776
734	4908	1769
735	4915	1762
736	4921	1756
737	4929	1749
738	4936	1743
739	4943	1736
740	4950	1730
741	4957	1723
742	4964	1717
743	4971	1710
744	4978	1704
745	4985	1697
746	4991	1690
747	4997	1683
748	5003	1676
749	5009	1669
750	5016	1663
751	5022	1656
752	5028	1649
753	5034	1642
754	5039	1635
755	5045	1628
756	5051	1621
757	5057	1614
758	5063	1607
759	5068	1600
760	5075	1594
761	5081	1587
762	5087	1580
763	5093	1573
764	5098	1566
765	5104	1559
766	5110	1552
767	5116	1545
768	5122	1538
769	5127	1531
770	5133	1524
771	5139	1517
772	5144	1510
773	5150	1503
774	5156	1496
775	5161	1490
776	5167	1483
777	5173	1476
778	5179	1469
779	5185	1462
780	5191	1455
781	5197	1448
782	5203	1442
783	5209	1435
784	5216	1428
785	5222	1422
786	5229	1415
787	5237	1408
788	5244	1402
789	5251	1396
790	5258	1389
791	5265	1382
792	5271	1376
793	5278	1369
794	5285	1362
795	5293	1356
796	5303	1350
797	5315	1345
798	5324	1339
799	5333	1333
800	5340	1326
801	5348	1320
802	5355	1313
803	5363	1307
804	5370	1300
805	5376	1294
806	5383	1287
807	5389	1280
808	5396	1274
809	5403	1267
810	5408	1260
811	5414	1253
812	5420	1246
813	5426	1239
814	5431	1232
815	5437	1226
816	5443	1219
817	5449	1212
818	5455	1205
819	5460	1198
820	5466	1191
821	5473	1185
822	5479	1178
823	5485	1171
824	5491	1164
825	5498	1158
826	5504	1151
827	5510	1144
828	5517	1138
829	5524	1131
830	5533	1125
831	5543	1119
832	5550	1112
833	5558	1106
834	5567	1100
835	5577	1094
836	5585	1087
837	5593	1081
838	5600	1074
839	5610	1068
840	5618	1062
841	5630	1056
842	5642	1050
843	5655	1045
844	5665	1039
845	5675	1033
846	5684	1026
847	5695	1020
848	5705	1014
849	5714	1008
850	5724	1002
851	5733	995
852	5743	989
853	5754	983
854	5765	977
855	5779	972
856	5790	966
857	5802	960
858	5814	954
859	5825	948
860	5833	941
861	5842	935
862	5851	928
863	5861	922
864	5871	916
865	5880	909
866	5886	903
867	5892	896
868	5899	889
869	5905	882
870	5912	875
871	5918	868
872	5923	861
873	5929	854
874	5936	848
875	5943	841
876	5949	834
877	5956	827
878	5963	820
879	5970	814
880	5978	807
881	5986	800
882	5994	794
883	6001	787
884	6008	780
885	6017	774
886	6027	767
887	6037	761
888	6044	754
889	6051	747
890	6058	741
891	6065	734
892	6072	727
893	6079	720
894	6086	714
895	6093	707
896	6099	700
897	6105	693
898	6111	686
899	6117	679
900	6124	672
901	6130	666
902	6138	659
903	6146	652
904	6152	645
905	6158	638
906	6165	632
907	6176	625
908	6186	619
909	6193	612
910	6199	605
911	6205	598
912	6211	591
913	6217	585
914	6224	578
915	6230	571
916	6238	564
917	6245	557
918	6252	551
919	6259	544
920	6265	537
921	6272	530
922	6280	523
923	6287	517
924	6296	510
925	6305	503
926	6312	497
927	6323	490
928	6332	483
929	6342	477
930	6348	470
931	6358	463
932	6366	457
933	6374	450
934	6381	443
935	6389	436
936	6400	430
937	6408	423
938	6415	416
939	6422	409
940	6428	403
941	6435	396
942	6441	389
943	6448	382
944	6454	375
945	6461	368
946	6467	361
947	6473	355
948	6480	348
949	6485	341
950	6492	334
951	6497	327
952	6503	320
953	6510	313
954	6516	307
955	6523	300
956	6529	293
957	6535	286
958	6541	279
959	6547	272
960	6553	265
961	6559	259
962	6565	252
963	6570	245
964	6576	238
965	6582	231
966	6588	224
967	6593	217
968	6599	211
969	6605	204
970	6611	197
971	6617	190
972	6623	183
973	6629	176
974	6635	170
975	6641	163
976	6647	156
977	6653	149
978	6660	142
979	6669	136
980	6675	129
981	6682	122
982	6688	115
983	6694	108
984	6702	102
985	6710	95
986	6719	88
987	6726	81
988	6734	74
989	6742	68
990	6752	61
991	6760	54
992	6771	47
993	6777	40
994	6784	34
995	6791	27
996	6798	20
997	6804	13
998	6810	6
999	6818	0
