iter	Logloss
257	0.4491560501
258	0.4491141609
259	0.4490517257
260	0.4489910779
261	0.4489655935
262	0.4489009565
263	0.448856911
264	0.4488254256
265	0.4488103335
266	0.4487480412
267	0.4486981394
268	0.4486380024
269	0.4485462363
270	0.4484878525
271	0.4484414809
272	0.4483786434
273	0.4483380238
274	0.4482773758
275	0.4482521722
276	0.4482066691
277	0.4481590123
278	0.4481348215
279	0.4480660399
280	0.4480408582
281	0.447993535
282	0.4479234468
283	0.4478864092
284	0.4478463288
285	0.4478024346
286	0.4477545871
287	0.447700024
288	0.447609201
289	0.4475370641
290	0.4474265568
291	0.4473876283
292	0.447343491
293	0.4473082812
294	0.4472692573
295	0.447221083
296	0.447183075
297	0.4471397279
298	0.4470691759
299	0.4470137329
300	0.4469453824
301	0.4468769964
302	0.446803434
303	0.4467356818
304	0.4466910162
305	0.4466250597
306	0.4465837618
307	0.4465089789
308	0.4464432505
309	0.4463246083
310	0.4462718164
311	0.4462115703
312	0.4461699137
313	0.4461088118
314	0.4460594461
315	0.4460014224
316	0.4459411879
317	0.4458856454
318	0.4458134107
319	0.4457370611
320	0.4456786719
321	0.4456227319
322	0.4455757341
323	0.4454747655
324	0.4454260503
325	0.4453631309
326	0.4453085087
327	0.4452649843
328	0.44521447
329	0.4451236645
330	0.4450713408
331	0.4450186691
332	0.4449667752
333	0.4449191884
334	0.4448392971
335	0.4447755772
336	0.444712159
337	0.4446606566
338	0.4445956114
339	0.4445178046
340	0.4444548659
341	0.4443739701
342	0.444328834
343	0.4442755056
344	0.4442037285
345	0.444127109
346	0.4440591231
347	0.4439916223
348	0.4439408712
349	0.4438446787
350	0.4437939039
351	0.4437458087
352	0.4437033003
353	0.4436137226
354	0.443528484
355	0.4434583702
356	0.4433998691
357	0.4433429891
358	0.4432751898
359	0.4431834724
360	0.4431240226
361	0.4430633568
362	0.4430096151
363	0.4429337767
364	0.4428815994
365	0.442824729
366	0.4427672378
367	0.4427041897
368	0.4426145562
369	0.4425450753
370	0.4424893655
371	0.4424268872
372	0.4423732839
373	0.4423208829
374	0.4422599297
375	0.442200299
376	0.4421450488
377	0.4420961353
378	0.442000039
379	0.4419340604
380	0.4418896085
381	0.4418380841
382	0.4417775148
383	0.4417143308
384	0.44165488
385	0.4416132689
386	0.4415702626
387	0.4414966165
388	0.4414394792
389	0.4413864226
390	0.441313553
391	0.4412328607
392	0.4411851494
393	0.4411257356
394	0.4410724142
395	0.4409911623
396	0.4409415783
397	0.4408910767
398	0.4408241064
399	0.4407748499
400	0.4406942228
401	0.4406416957
402	0.4405839874
403	0.4405457334
404	0.4404606675
405	0.4404251418
406	0.4403442744
407	0.4402854965
408	0.440241842
409	0.4401836418
410	0.4401049268
411	0.4400422429
412	0.4399991904
413	0.4399185973
414	0.4398718631
415	0.4398154937
416	0.4397663855
417	0.4396958448
418	0.4396209458
419	0.4395763331
420	0.4395416246
421	0.4394952994
422	0.4394222153
423	0.4393604492
424	0.4393020404
425	0.4392370624
426	0.4391825373
427	0.4391107414
428	0.439035143
429	0.4389551901
430	0.4389109801
431	0.4388661141
432	0.4388249037
433	0.4387762996
434	0.4387258765
435	0.4386613483
436	0.438616203
437	0.4385650937
438	0.4385140224
439	0.4384611157
440	0.4383973223
441	0.4383061944
442	0.4382719164
443	0.4382288432
444	0.4381826771
445	0.4381490482
446	0.4381003736
447	0.4380567683
448	0.4379938252
449	0.437933396
450	0.4378753707
451	0.4378211184
452	0.4377840278
453	0.4377295928
454	0.4376855203
455	0.4376441474
456	0.4375721246
457	0.4375184769
458	0.4374102079
459	0.4373397857
460	0.4372988304
461	0.4372714062
462	0.4372366348
463	0.4372059644
464	0.4371629308
465	0.4370978454
466	0.4370386629
467	0.4369727591
468	0.4369352366
469	0.4368718381
470	0.4368235565
471	0.4367773896
472	0.4367370924
473	0.4366953717
474	0.4366350352
475	0.4366071815
476	0.4365557459
477	0.4364784482
478	0.4364495048
479	0.4363787989
480	0.4363407807
481	0.4362612064
482	0.4361943109
483	0.4361415327
484	0.4360601588
485	0.4360223921
486	0.4359717367
487	0.4359158275
488	0.4358700556
489	0.4358285192
490	0.435771152
491	0.4357072751
492	0.4356572375
493	0.4356142113
494	0.4355489861
495	0.4354888129
496	0.4354441045
497	0.4354080374
498	0.4353674771
499	0.4353312848
500	0.4352957558
501	0.4352200323
502	0.4351683164
503	0.4350840447
504	0.4350129008
505	0.4349849397
506	0.4349318344
507	0.4348693628
508	0.434811018
509	0.4347564695
510	0.4346928718
511	0.4346299991
512	0.4345974466
513	0.4345472065
514	0.4344989243
515	0.434433868
516	0.434382672
517	0.4343257923
518	0.4342626512
519	0.434202121
520	0.4341552084
521	0.4340991099
522	0.4340506199
523	0.4339811364
524	0.4339462653
525	0.4339033709
526	0.4338637417
527	0.4338128156
528	0.4337575618
529	0.4337180244
530	0.4336722151
531	0.433577653
532	0.4335337196
533	0.4334634576
534	0.4334206926
535	0.4333804508
536	0.4332997269
537	0.4332471994
538	0.4331820924
539	0.4331359829
540	0.4330804995
541	0.4330259239
542	0.4329607766
543	0.4329240033
544	0.4328643987
545	0.4328154011
546	0.4327656262
547	0.4327230271
548	0.4326734904
549	0.4326343087
550	0.4325884734
551	0.4325557095
552	0.4325013291
553	0.4324298638
554	0.4324001871
555	0.4323526658
556	0.4323130843
557	0.432260756
558	0.4321972733
559	0.4321585939
560	0.4321219984
561	0.4320407662
562	0.4319999846
563	0.4319097045
564	0.4318786406
565	0.43179435
566	0.431738215
567	0.431696845
568	0.4316493416
569	0.4316025533
570	0.4315375292
571	0.4315037364
572	0.4314713953
573	0.4313863422
574	0.431329769
575	0.4312799401
576	0.431229361
577	0.4311851678
578	0.4311154171
579	0.4310337786
580	0.4309778319
581	0.4309400801
582	0.4308934937
583	0.4308373004
584	0.4307749889
585	0.4307155467
586	0.4306701302
587	0.4306053531
588	0.4305047729
589	0.4304328962
590	0.4303909641
591	0.4303384321
592	0.4303023026
593	0.4302739723
594	0.4302313527
595	0.4301628428
596	0.4301014138
597	0.430045021
598	0.4299879011
599	0.4299450147
600	0.4299131888
601	0.4298679097
602	0.4298219284
603	0.4297960877
604	0.4297499294
605	0.42968953
606	0.4296353624
607	0.4295899577
608	0.4295319345
609	0.4294912973
610	0.4294524538
611	0.4294259865
612	0.4293829322
613	0.4293155526
614	0.42927535
615	0.4292023639
616	0.4291574357
617	0.4291078623
618	0.4290397523
619	0.4289676755
620	0.428935044
621	0.4288765279
622	0.4288094505
623	0.428767903
624	0.428734188
625	0.4287044199
626	0.4286520913
627	0.428590834
628	0.4285280077
629	0.4284733149
630	0.4284202706
631	0.4283699094
632	0.4283276953
633	0.428287711
634	0.4282356377
635	0.4282048832
636	0.4281327146
637	0.4280773717
638	0.4280440739
639	0.428001746
640	0.4279656255
641	0.4279458578
642	0.4279092115
643	0.4278632232
644	0.4278209284
645	0.4277834504
646	0.4277234628
647	0.4276395643
648	0.4275695651
649	0.4275248352
650	0.4274563735
651	0.4274164341
652	0.4273647189
653	0.4273182384
654	0.4272593038
655	0.427215593
656	0.4271401918
657	0.4270977737
658	0.427040482
659	0.4270215294
660	0.4269819209
661	0.4269205844
662	0.4268683859
663	0.4268282538
664	0.4267735882
665	0.4267118539
666	0.4266797087
667	0.4266409945
668	0.426601396
669	0.4265550532
670	0.4265323337
671	0.4264819253
672	0.426432582
673	0.4263808956
674	0.4263407221
675	0.4262738943
676	0.4262385514
677	0.4261970021
678	0.4261630721
679	0.4261374522
680	0.426089681
681	0.4260406002
682	0.4259984351
683	0.4259647791
684	0.4259315243
685	0.4258945029
686	0.4258386188
687	0.4257854495
688	0.4257533793
689	0.4257069924
690	0.425659056
691	0.4256257557
692	0.4255954089
693	0.4255455221
694	0.4255131078
695	0.4254753291
696	0.4254269249
697	0.4253772415
698	0.425311952
699	0.4252766655
700	0.4252409916
701	0.4251657016
702	0.4251463726
703	0.4251151708
704	0.4250763512
705	0.4250362878
706	0.4249661776
707	0.4249322719
708	0.4248901982
709	0.424849057
710	0.4248196624
711	0.4247734774
712	0.4247446419
713	0.4247202112
714	0.4246765152
715	0.4246313422
716	0.4245906926
717	0.4245483987
718	0.424524348
719	0.4244735835
720	0.4244338856
721	0.4243714642
722	0.42432857
723	0.4242761518
724	0.4242550738
725	0.4242143508
726	0.4241505642
727	0.4240923092
728	0.4240630759
729	0.4240206313
730	0.4239857389
731	0.4239097096
732	0.4238701952
733	0.4237792538
734	0.4237504229
735	0.4237209685
736	0.4236972945
737	0.4236394961
738	0.4236093681
739	0.4235566653
740	0.4235076087
741	0.4234706978
742	0.4234445587
743	0.4234190441
744	0.4233643489
745	0.4233078747
746	0.4232630513
747	0.4232313707
748	0.4231733201
749	0.4231329011
750	0.4230941489
751	0.4230474253
752	0.4230066757
753	0.4229572356
754	0.4229257597
755	0.4228883028
756	0.4228553442
757	0.4228051223
758	0.4227706308
759	0.4226866104
760	0.4226296671
761	0.4225797526
762	0.4225424253
763	0.4224855663
764	0.4224248366
765	0.4223845751
766	0.4223435169
767	0.4222839384
768	0.4222475893
769	0.4221931174
770	0.422160581
771	0.4221269573
772	0.4220778141
773	0.4220415822
774	0.4220176174
775	0.4219722014
776	0.4219489584
777	0.4219206313
778	0.421897375
779	0.4218670153
780	0.4218272818
781	0.4217995893
782	0.421741125
783	0.4217025294
784	0.4216405907
785	0.4215956672
786	0.421546518
787	0.4215009987
788	0.4214459481
789	0.4214091522
790	0.4213875314
791	0.4213450992
792	0.4213031889
793	0.4212497389
794	0.4212309543
795	0.4211849928
796	0.4211494009
797	0.4211212301
798	0.4210718728
799	0.4210187383
800	0.4209931762
801	0.4209692398
802	0.4209364821
803	0.420910222
804	0.4208739721
805	0.4208018062
806	0.4207562339
807	0.4207221703
808	0.4206697888
809	0.4205975086
810	0.4205421616
811	0.4205038851
812	0.4204599727
813	0.4203892833
814	0.4203381874
815	0.4203005235
816	0.4202457646
817	0.4202041135
818	0.4201498087
819	0.4200985858
820	0.4200601343
821	0.4200357308
822	0.4199898301
823	0.4199486093
824	0.4199171287
825	0.4198686937
826	0.4198319458
827	0.4197961479
828	0.4197428239
829	0.419689913
830	0.4196306396
831	0.4196086284
832	0.4195289442
833	0.4194810722
834	0.4194317038
835	0.4193767147
836	0.4193328274
837	0.4192819523
838	0.4192304716
839	0.4192013027
840	0.4191617178
841	0.4190787701
842	0.4190220711
843	0.4189712473
844	0.4189281621
845	0.4188829189
846	0.418847675
847	0.4187945954
848	0.4187752389
849	0.4187303598
850	0.4186720962
851	0.4186164471
852	0.4185589567
853	0.4185209028
854	0.4184806667
855	0.4184516669
856	0.4183908156
857	0.4183364393
858	0.4182768692
859	0.4182352469
860	0.4181925338
861	0.4181535594
862	0.4181117712
863	0.4180693678
864	0.4180202479
865	0.41796267
866	0.4179371097
867	0.41788316
868	0.4178396823
869	0.417815414
870	0.4177783852
871	0.417741386
872	0.4177068808
873	0.4176701674
874	0.4176322722
875	0.4175878825
876	0.4175606284
877	0.4175057795
878	0.4174553596
879	0.4174154955
880	0.4173627603
881	0.4173198494
882	0.4172815085
883	0.4171959668
884	0.417147508
885	0.4170975549
886	0.4170682847
887	0.4170268316
888	0.4169770181
889	0.4169190759
890	0.4168882084
891	0.4168391139
892	0.416779556
893	0.4167278755
894	0.4166853817
895	0.4166420085
896	0.4166112996
897	0.4165526484
898	0.4164786422
899	0.4164621194
900	0.4164322674
901	0.4164004133
902	0.4163588135
903	0.4163211268
904	0.4162952586
905	0.4162202917
906	0.4161792958
907	0.4161285733
908	0.4160671804
909	0.4160317882
910	0.4160001635
911	0.4159581818
912	0.415929859
913	0.4158694927
914	0.4158138958
915	0.4157551343
916	0.4157347618
917	0.4157057564
918	0.4156693219
919	0.4156097868
920	0.4155709883
921	0.4155144331
922	0.4154733957
923	0.4154365202
924	0.4154017526
925	0.4153681455
926	0.4153449535
927	0.4152812597
928	0.4152287075
929	0.4151853632
930	0.4151332147
931	0.4150718895
932	0.4150449938
933	0.4149832486
934	0.4149237386
935	0.4148589692
936	0.4148439309
937	0.4148110035
938	0.4147571082
939	0.41470631
940	0.4146644941
941	0.4145784397
942	0.4145467792
943	0.4145039469
944	0.4144310039
945	0.414393694
946	0.4143592844
947	0.4143086996
948	0.4142580126
949	0.4142241335
950	0.4141953478
951	0.4141644833
952	0.4141206456
953	0.4140932202
954	0.4140252418
955	0.4139896417
956	0.4139462741
957	0.4138976955
958	0.4138699309
959	0.4138169191
960	0.4137875706
961	0.4137614273
962	0.4137182566
963	0.4136857869
964	0.4136382671
965	0.4136165861
966	0.4135766804
967	0.4135398729
968	0.4135086147
969	0.4134607692
970	0.4134320698
971	0.4133765027
972	0.4133272323
973	0.4133014358
974	0.413249962
975	0.4132108592
976	0.4131850912
977	0.4131376376
978	0.4130886107
979	0.4130474474
980	0.413012123
981	0.4129672193
982	0.4129440445
983	0.412894466
984	0.4128393257
985	0.4127975218
986	0.412719672
987	0.4126476585
988	0.4126189252
989	0.4125877073
990	0.4125348905
991	0.4124877433
992	0.4124090311
993	0.4123802202
994	0.4123458517
995	0.4122907556
996	0.4122612101
997	0.4122292135
998	0.4121787302
999	0.4121571422
