index,LME Zinc Cash-Settlement,LME Zinc 3-month,LME Zinc stock
2009-04-02,1303.0,1251.5,348.675
2009-04-03,1313.0,1257.6666666667,349.875
2009-04-04,1322.3333333333,1263.8333333333,349.9583333333
2009-04-05,1331.6666666667,1270.0,350.0416666667
2009-04-06,1341.0,1308.5,350.125
2009-04-07,1320.0,1311.5,350.575
2009-04-08,1310.0,1250.5,351.875
2009-04-09,1352.0,1245.5,350.425
2009-04-10,1361.9,1244.1666666667,350.64
2009-04-11,1371.8,1242.8333333333,350.855
2009-04-12,1381.7,1241.5,351.07
2009-04-13,1391.6,1212.0,351.285
2009-04-14,1401.5,1261.5,351.5
2009-04-15,1448.5,1275.0,349.125
2009-04-16,1501.0,1265.5,348.025
2009-04-17,1502.0,1256.5,347.2
2009-04-18,1492.3333333333,1247.5,346.6
2009-04-19,1482.6666666667,1238.5,346.0
2009-04-20,1473.0,1213.0,345.4
2009-04-21,1396.0,1193.0,343.175
2009-04-22,1420.5,1132.5,343.175
2009-04-23,1422.0,1120.0,341.85
2009-04-24,1383.5,1133.8333333333,340.5
2009-04-25,1369.3333333333,1147.6666666667,340.0083333333
2009-04-26,1355.1666666667,1161.5,339.5166666667
2009-04-27,1341.0,1160.0,339.025
2009-04-28,1318.0,1141.0,334.775
2009-04-29,1362.0,1097.0,333.275
2009-04-30,1408.0,1097.5,332.275
2009-05-01,1448.5,1101.8333333333,328.95
2009-05-02,1461.625,1106.1666666667,328.81875
2009-05-03,1474.75,1110.5,328.6875
2009-05-04,1487.875,1145.5,328.55625
2009-05-05,1501.0,1185.0,328.425
2009-05-06,1522.0,1165.0,324.125
2009-05-07,1589.0,1151.5,325.225
2009-05-08,1541.0,1165.0,325.9
2009-05-09,1529.0,1178.5,325.4083333333
2009-05-10,1517.0,1192.0,324.9166666667
2009-05-11,1505.0,1174.5,324.425
2009-05-12,1551.0,1143.5,323.325
2009-05-13,1435.0,1144.5,322.025
2009-05-14,1430.0,1163.5,322.025
2009-05-15,1460.5,1150.3333333333,323.825
2009-05-16,1466.6666666667,1137.1666666667,322.775
2009-05-17,1472.8333333333,1124.0,321.725
2009-05-18,1479.0,1120.0,320.675
2009-05-19,1519.5,1098.5,320.15
2009-05-20,1449.0,1135.5,318.35
2009-05-21,1443.0,1088.0,318.05
2009-05-22,1467.5,1096.1666666667,317.75
2009-05-23,1465.625,1104.3333333333,319.00625
2009-05-24,1463.75,1112.5,320.2625
2009-05-25,1461.875,1089.0,321.51875
2009-05-26,1460.0,1123.5,322.775
2009-05-27,1457.0,1145.0,323.425
2009-05-28,1425.0,1112.0,324.025
2009-05-29,1509.0,1109.6666666667,323.775
2009-05-30,1523.0,1107.3333333333,323.7166666667
2009-05-31,1537.0,1105.0,323.6583333333
2009-06-01,1551.0,1130.0,323.6
2009-06-02,1547.0,1172.0,323.075
2009-06-03,1535.0,1216.0,322.575
2009-06-04,1505.0,1245.5,323.875
2009-06-05,1555.5,1236.0,324.775
2009-06-06,1543.8333333333,1226.5,325.225
2009-06-07,1532.1666666667,1217.0,325.675
2009-06-08,1520.5,1261.0,326.125
2009-06-09,1564.5,1242.0,327.4
2009-06-10,1607.5,1214.5,327.8
2009-06-11,1634.5,1241.5,329.075
2009-06-12,1672.5,1247.0,329.975
2009-06-13,1648.8333333333,1252.5,330.55
2009-06-14,1625.1666666667,1258.0,331.125
2009-06-15,1601.5,1252.0,331.7
2009-06-16,1561.0,1221.5,335.15
2009-06-17,1520.0,1248.0,336.45
2009-06-18,1516.0,1255.0,337.925
2009-06-19,1561.0,1265.1666666667,339.1
2009-06-20,1537.5,1275.3333333333,339.125
2009-06-21,1514.0,1285.5,339.15
2009-06-22,1490.5,1244.5,339.175
2009-06-23,1508.0,1266.0,338.5
2009-06-24,1535.5,1337.5,339.525
2009-06-25,1583.0,1317.0,340.625
2009-06-26,1589.5,1316.6666666667,344.0
2009-06-27,1575.0,1316.3333333333,347.2333333333
2009-06-28,1560.5,1316.0,350.4666666667
2009-06-29,1546.0,1327.0,353.7
2009-06-30,1555.0,1294.0,353.575
2009-07-01,1544.5,1332.5,353.375
2009-07-02,1549.5,1341.0,353.125
2009-07-03,1540.5,1351.3333333333,352.6
2009-07-04,1526.0,1361.6666666667,352.5
2009-07-05,1511.5,1372.0,352.4
2009-07-06,1497.0,1350.5,352.3
2009-07-07,1569.0,1340.0,351.95
2009-07-08,1517.5,1380.5,351.95
2009-07-09,1485.5,1391.2,351.875
2009-07-10,1473.0,1401.9,351.625
2009-07-11,1469.0,1412.6,351.4666666667
2009-07-12,1465.0,1423.3,351.3083333333
2009-07-13,1461.0,1434.0,351.15
2009-07-14,1469.0,1483.0,354.15
2009-07-15,1517.5,1530.0,353.85
2009-07-16,1505.5,1542.0,353.525
2009-07-17,1520.0,1528.3333333333,353.1
2009-07-18,1561.0,1514.6666666667,352.9333333333
2009-07-19,1602.0,1501.0,352.7666666667
2009-07-20,1643.0,1423.0,352.6
2009-07-21,1618.0,1442.5,352.475
2009-07-22,1627.0,1446.0,353.0
2009-07-23,1642.5,1405.0,352.825
2009-07-24,1677.5,1393.6666666667,352.75
2009-07-25,1687.0,1382.3333333333,355.3
2009-07-26,1696.5,1371.0,357.85
2009-07-27,1706.0,1348.5,360.4
2009-07-28,1705.0,1390.0,368.475
2009-07-29,1621.5,1425.5,378.075
2009-07-30,1670.0,1474.0,393.425
2009-07-31,1748.0,1487.375,393.225
2009-08-01,1769.0,1500.75,398.1333333333
2009-08-02,1790.0,1514.125,403.0416666667
2009-08-03,1811.0,1527.5,407.95
2009-08-04,1795.0,1541.0,420.95
2009-08-05,1851.0,1614.0,434.05
2009-08-06,1872.5,1560.0,433.875
2009-08-07,1822.0,1552.5,433.525
2009-08-08,1838.8333333333,1545.0,433.3833333333
2009-08-09,1855.6666666667,1537.5,433.2416666667
2009-08-10,1872.5,1577.5,433.1
2009-08-11,1837.0,1475.0,432.775
2009-08-12,1785.0,1452.0,432.5
2009-08-13,1897.5,1486.0,432.225
2009-08-14,1874.0,1494.0,432.2
2009-08-15,1834.5,1502.0,432.0666666667
2009-08-16,1795.0,1510.0,431.9333333333
2009-08-17,1755.5,1550.5,431.8
2009-08-18,1780.0,1477.0,433.375
2009-08-19,1760.5,1470.5,433.7
2009-08-20,1803.5,1492.5,433.1
2009-08-21,1808.0,1489.375,433.075
2009-08-22,1818.6666666667,1486.25,433.1916666667
2009-08-23,1829.3333333333,1483.125,433.3083333333
2009-08-24,1840.0,1480.0,433.425
2009-08-25,1805.5,1480.0,433.35
2009-08-26,1825.0,1444.0,433.225
2009-08-27,1818.0,1525.5,434.925
2009-08-28,1820.0,1544.0,434.6
2009-08-29,1820.0,1562.5,434.6125
2009-08-30,1820.0,1581.0,434.625
2009-08-31,1820.0,1569.0,434.6375
2009-09-01,1820.0,1557.0,434.65
2009-09-02,1794.5,1527.5,438.05
2009-09-03,1882.0,1581.0,437.775
2009-09-04,1908.0,1568.6666666667,437.625
2009-09-05,1908.3333333333,1556.3333333333,437.3916666667
2009-09-06,1908.6666666667,1544.0,437.1583333333
2009-09-07,1909.0,1590.5,436.925
2009-09-08,1967.0,1630.0,436.525
2009-09-09,1960.0,1661.5,436.175
2009-09-10,1895.0,1703.0,435.9
2009-09-11,1915.0,1678.3333333333,435.15
2009-09-12,1885.1666666667,1653.6666666667,435.025
2009-09-13,1855.3333333333,1629.0,434.9
2009-09-14,1825.5,1596.0,434.775
2009-09-15,1826.5,1548.0,435.9
2009-09-16,1872.0,1549.5,435.55
2009-09-17,1928.0,1581.0,435.0
2009-09-18,1906.0,1560.6666666667,436.5
2009-09-19,1889.3333333333,1540.3333333333,436.4333333333
2009-09-20,1872.6666666667,1520.0,436.3666666667
2009-09-21,1856.0,1539.0,436.3
2009-09-22,1925.0,1567.0,436.05
2009-09-23,1892.0,1609.5,436.525
2009-09-24,1889.5,1615.5,436.225
2009-09-25,1859.5,1602.0,435.825
2009-09-26,1852.3333333333,1588.5,435.525
2009-09-27,1845.1666666667,1575.0,435.225
2009-09-28,1838.0,1578.0,434.925
2009-09-29,1866.5,1575.0,436.05
2009-09-30,1913.5,1570.5,437.15
2009-10-01,1915.5,1566.0,436.775
2009-10-02,1852.0,1550.6666666667,436.475
2009-10-03,1853.0,1535.3333333333,436.3416666667
2009-10-04,1854.0,1520.0,436.2083333333
2009-10-05,1855.0,1600.0,436.075
2009-10-06,1889.0,1542.0,435.725
2009-10-07,1902.5,1508.0,435.325
2009-10-08,1978.0,1493.0,434.625
2009-10-09,2044.5,1493.0,433.525
2009-10-10,2050.0,1493.0,433.025
2009-10-11,2055.5,1493.0,432.525
2009-10-12,2061.0,1492.0,432.025
2009-10-13,2063.5,1540.0,430.1
2009-10-14,1988.0,1534.0,429.45
2009-10-15,1965.0,1546.0,428.2
2009-10-16,2009.0,1587.3333333333,427.875
2009-10-17,2017.5,1628.6666666667,427.7583333333
2009-10-18,2026.0,1670.0,427.6416666667
2009-10-19,2034.5,1644.5,427.525
2009-10-20,2100.0,1655.0,427.175
2009-10-21,2114.5,1671.5,426.55
2009-10-22,2240.0,1699.0,426.05
2009-10-23,2269.0,1711.6666666667,427.225
2009-10-24,2289.6666666667,1724.3333333333,427.125
2009-10-25,2310.3333333333,1737.0,427.025
2009-10-26,2331.0,1718.0,426.925
2009-10-27,2320.0,1648.5,427.8
2009-10-28,2241.0,1693.5,428.175
2009-10-29,2207.0,1753.0,427.65
2009-10-30,2195.0,1779.3333333333,428.925
2009-10-31,2178.3333333333,1805.6666666667,428.7916666667
2009-11-01,2161.6666666667,1832.0,428.6583333333
2009-11-02,2145.0,1819.0,428.525
2009-11-03,2146.0,1882.0,428.075
2009-11-04,2201.5,1892.5,427.55
2009-11-05,2185.5,1847.0,426.675
2009-11-06,2168.0,1866.3333333333,426.075
2009-11-07,2174.8333333333,1885.6666666667,426.05
2009-11-08,2181.6666666667,1905.0,426.025
2009-11-09,2188.5,1868.0,426.0
2009-11-10,2121.5,1804.0,425.625
2009-11-11,2155.5,1928.0,424.725
2009-11-12,2131.0,1901.0,424.25
2009-11-13,2136.0,1862.1666666667,425.2
2009-11-14,2157.3333333333,1823.3333333333,428.3
2009-11-15,2178.6666666667,1784.5,431.4
2009-11-16,2200.0,1818.0,434.5
2009-11-17,2235.0,1790.0,433.725
2009-11-18,2252.0,1831.0,449.375
2009-11-19,2205.0,1835.0,448.65
2009-11-20,2196.5,1843.3333333333,450.375
2009-11-21,2217.1666666667,1851.6666666667,450.475
2009-11-22,2237.8333333333,1860.0,450.575
2009-11-23,2258.5,1839.0,450.675
2009-11-24,2221.0,1855.0,454.2
2009-11-25,2248.0,1843.5,453.925
2009-11-26,2242.0,1880.5,455.425
2009-11-27,2198.0,1871.875,455.1
2009-11-28,2207.5,1863.25,455.05
2009-11-29,2217.0,1854.625,455.0
2009-11-30,2226.5,1846.0,454.95
2009-12-01,2303.0,1812.0,455.275
2009-12-02,2374.5,1904.0,459.0
2009-12-03,2376.0,1932.5,458.85
2009-12-04,2353.5,1931.8333333333,458.775
2009-12-05,2336.0,1931.1666666667,458.7583333333
2009-12-06,2318.5,1930.5,458.7416666667
2009-12-07,2301.0,1987.0,458.725
2009-12-08,2291.5,1985.0,458.35
2009-12-09,2304.0,1917.0,457.825
2009-12-10,2265.0,1935.0,457.55
2009-12-11,2287.0,1905.0,457.325
2009-12-12,2285.1666666667,1875.0,457.3083333333
2009-12-13,2283.3333333333,1845.0,457.2916666667
2009-12-14,2281.5,1852.0,457.275
2009-12-15,2276.0,1895.0,457.125
2009-12-16,2371.0,1948.0,456.875
2009-12-17,2360.0,1930.0,456.525
2009-12-18,2398.0,1919.0,456.5
2009-12-19,2401.3333333333,1908.0,456.4916666667
2009-12-20,2404.6666666667,1897.0,456.4833333333
2009-12-21,2408.0,1955.0,456.475
2009-12-22,2386.5,1922.0,462.275
2009-12-23,2440.0,1914.0,465.075
2009-12-24,2490.5,1882.5,466.725
2009-12-25,2494.4,1875.8333333333,470.275
2009-12-26,2498.3,1869.1666666667,473.825
2009-12-27,2502.2,1862.5,477.375
2009-12-28,2506.1,1894.0,480.925
2009-12-29,2510.0,1932.0,484.475
2009-12-30,2548.0,1940.5,486.275
2009-12-31,2570.0,1878.0,488.05
2010-01-01,2571.25,1879.3333333333,488.31875
2010-01-02,2572.5,1880.6666666667,488.5875
2010-01-03,2573.75,1882.0,488.85625
2010-01-04,2575.0,1915.0,489.125
2010-01-05,2526.5,1930.0,489.1
2010-01-06,2618.0,2005.0,489.6
2010-01-07,2634.5,2068.0,490.1
2010-01-08,2529.0,2072.6666666667,490.75
2010-01-09,2545.6666666667,2077.3333333333,490.9416666667
2010-01-10,2562.3333333333,2082.0,491.1333333333
2010-01-11,2579.0,2095.0,491.325
2010-01-12,2487.0,2010.5,489.275
2010-01-13,2477.0,1989.5,489.225
2010-01-14,2492.5,2033.0,488.175
2010-01-15,2440.5,2043.6666666667,488.15
2010-01-16,2449.3333333333,2054.3333333333,488.1416666667
2010-01-17,2458.1666666667,2065.0,488.1333333333
2010-01-18,2467.0,2124.0,488.125
2010-01-19,2458.5,2134.0,487.775
2010-01-20,2468.5,2258.5,488.75
2010-01-21,2449.0,2290.5,490.1
2010-01-22,2324.0,2308.6666666667,491.2
2010-01-23,2323.8333333333,2326.8333333333,491.4083333333
2010-01-24,2323.6666666667,2345.0,491.6166666667
2010-01-25,2323.5,2343.0,491.825
2010-01-26,2307.5,2261.5,493.925
2010-01-27,2254.5,2225.0,496.2
2010-01-28,2155.5,2214.0,496.65
2010-01-29,2122.0,2200.3333333333,496.7
2010-01-30,2112.1666666667,2186.6666666667,496.8416666667
2010-01-31,2102.3333333333,2173.0,496.9833333333
2010-02-01,2092.5,2171.0,497.125
2010-02-02,2157.5,2226.5,499.0
2010-02-03,2165.0,2218.5,498.9
2010-02-04,2082.5,2198.0,498.875
2010-02-05,1981.0,2203.0,499.8
2010-02-06,1987.0,2208.0,499.9833333333
2010-02-07,1993.0,2213.0,500.1666666667
2010-02-08,1999.0,2146.0,500.35
2010-02-09,2046.0,2179.0,500.25
2010-02-10,2147.5,2164.0,500.125
2010-02-11,2155.0,2167.0,499.85
2010-02-12,2130.5,2185.0,499.825
2010-02-13,2147.6666666667,2203.0,499.825
2010-02-14,2164.8333333333,2221.0,499.825
2010-02-15,2182.0,2260.0,499.825
2010-02-16,2222.5,2276.0,501.475
2010-02-17,2291.0,2231.0,541.375
2010-02-18,2250.5,2225.5,541.3
2010-02-19,2261.0,2247.3333333333,541.3
2010-02-20,2269.1666666667,2269.1666666667,541.175
2010-02-21,2277.3333333333,2291.0,541.05
2010-02-22,2285.5,2251.0,540.925
2010-02-23,2226.0,2275.5,542.2
2010-02-24,2157.0,2270.5,542.075
2010-02-25,2148.5,2225.5,542.35
2010-02-26,2157.5,2234.0,541.95
2010-02-27,2164.3333333333,2242.5,541.7583333333
2010-02-28,2171.1666666667,2251.0,541.5666666667
2010-03-01,2178.0,2335.0,541.375
2010-03-02,2197.0,2407.0,541.2
2010-03-03,2247.5,2408.0,541.175
2010-03-04,2290.0,2388.0,541.05
2010-03-05,2257.0,2370.8333333333,540.7
2010-03-06,2288.0,2353.6666666667,540.6333333333
2010-03-07,2319.0,2336.5,540.5666666667
2010-03-08,2350.0,2325.0,540.5
2010-03-09,2318.5,2335.0,539.925
2010-03-10,2362.5,2295.0,539.3
2010-03-11,2307.0,2330.0,539.25
2010-03-12,2330.0,2326.1666666667,538.75
2010-03-13,2304.6666666667,2322.3333333333,538.6416666667
2010-03-14,2279.3333333333,2318.5,538.5333333333
2010-03-15,2254.0,2312.0,538.425
2010-03-16,2278.0,2400.5,539.7
2010-03-17,2316.0,2402.0,540.4
2010-03-18,2298.0,2440.0,540.4
2010-03-19,2287.5,2439.8333333333,540.325
2010-03-20,2264.1666666667,2439.6666666667,540.5
2010-03-21,2240.8333333333,2439.5,540.675
2010-03-22,2217.5,2430.0,540.85
2010-03-23,2236.0,2475.5,540.825
2010-03-24,2182.5,2538.0,541.775
2010-03-25,2215.0,2540.5,542.375
2010-03-26,2240.0,2543.0,542.325
2010-03-27,2252.3333333333,2545.5,542.3
2010-03-28,2264.6666666667,2548.0,542.275
2010-03-29,2277.0,2550.5,542.25
2010-03-30,2327.5,2581.5,542.25
2010-03-31,2360.0,2596.0,542.2
2010-04-01,2370.0,2599.0,542.1
2010-04-02,2373.5,2602.0,542.905
2010-04-03,2377.0,2605.0,543.71
2010-04-04,2380.5,2608.0,544.515
2010-04-05,2384.0,2555.5,545.32
2010-04-06,2387.5,2649.5,546.125
2010-04-07,2390.0,2660.0,546.2
2010-04-08,2325.0,2551.0,546.7
2010-04-09,2356.0,2571.0,546.425
2010-04-10,2364.1666666667,2591.0,546.2083333333
2010-04-11,2372.3333333333,2611.0,545.9916666667
2010-04-12,2380.5,2513.0,545.775
2010-04-13,2367.5,2508.5,546.175
2010-04-14,2385.5,2518.0,546.15
2010-04-15,2394.0,2474.5,546.075
2010-04-16,2488.5,2484.5,547.0
2010-04-17,2436.3333333333,2494.5,547.0
2010-04-18,2384.1666666667,2504.5,547.0
2010-04-19,2332.0,2477.0,547.0
2010-04-20,2389.5,2490.0,546.025
2010-04-21,2383.5,2469.5,544.575
2010-04-22,2385.5,2343.5,543.825
2010-04-23,2355.5,2343.8333333333,543.0
2010-04-24,2371.0,2344.1666666667,542.65
2010-04-25,2386.5,2344.5,542.3
2010-04-26,2402.0,2327.0,541.95
2010-04-27,2375.0,2274.0,541.3
2010-04-28,2295.0,2170.0,540.6
2010-04-29,2315.0,2133.5,545.375
2010-04-30,2256.0,2122.8333333333,552.525
2010-05-01,2237.0,2112.1666666667,554.2625
2010-05-02,2218.0,2101.5,556.0
2010-05-03,2199.0,2164.0,557.7375
2010-05-04,2180.0,2177.0,559.475
2010-05-05,2036.0,2100.0,566.15
2010-05-06,2090.5,1993.0,572.475
2010-05-07,2045.0,1999.6666666667,571.8
2010-05-08,2068.6666666667,2006.3333333333,571.6166666667
2010-05-09,2092.3333333333,2013.0,571.4333333333
2010-05-10,2116.0,2060.0,571.25
2010-05-11,2011.0,2158.0,571.025
2010-05-12,2069.0,2142.5,570.875
2010-05-13,2073.0,2130.0,570.35
2010-05-14,2051.0,2153.3333333333,569.3
2010-05-15,2023.3333333333,2176.6666666667,568.95
2010-05-16,1995.6666666667,2200.0,568.6
2010-05-17,1968.0,2240.0,568.25
2010-05-18,1893.0,2325.0,566.875
2010-05-19,1822.5,2277.0,565.75
2010-05-20,1817.5,2290.0,564.875
2010-05-21,1855.5,2298.5,567.025
2010-05-22,1866.3333333333,2307.0,573.5666666667
2010-05-23,1877.1666666667,2315.5,580.1083333333
2010-05-24,1888.0,2248.0,586.65
2010-05-25,1830.5,2177.0,617.325
2010-05-26,1881.5,2169.0,620.475
2010-05-27,1875.5,2175.0,619.75
2010-05-28,1895.5,2184.0,619.0
2010-05-29,1876.875,2193.0,619.3
2010-05-30,1858.25,2202.0,619.6
2010-05-31,1839.625,2219.0,619.9
2010-06-01,1821.0,2270.0,620.2
2010-06-02,1791.0,2315.5,618.825
2010-06-03,1741.0,2280.5,617.95
2010-06-04,1665.5,2313.6666666667,617.35
2010-06-05,1642.0,2346.8333333333,617.1
2010-06-06,1618.5,2380.0,616.85
2010-06-07,1595.0,2346.0,616.6
2010-06-08,1623.0,2391.0,616.1
2010-06-09,1738.5,2337.0,616.325
2010-06-10,1685.5,2356.5,617.425
2010-06-11,1721.5,2336.0,617.125
2010-06-12,1728.5,2315.5,617.2
2010-06-13,1735.5,2295.0,617.275
2010-06-14,1742.5,2306.0,617.35
2010-06-15,1772.5,2346.0,616.775
2010-06-16,1778.0,2327.5,617.4
2010-06-17,1727.5,2318.5,617.175
2010-06-18,1703.5,2294.1666666667,618.025
2010-06-19,1728.3333333333,2269.8333333333,617.9916666667
2010-06-20,1753.1666666667,2245.5,617.9583333333
2010-06-21,1778.0,2270.0,617.925
2010-06-22,1727.0,2217.0,617.9
2010-06-23,1775.5,2241.0,617.85
2010-06-24,1804.0,2266.0,616.95
2010-06-25,1810.5,2279.3333333333,616.55
2010-06-26,1824.3333333333,2292.6666666667,616.3166666667
2010-06-27,1838.1666666667,2306.0,616.0833333333
2010-06-28,1852.0,2360.5,615.85
2010-06-29,1759.5,2389.0,615.65
2010-06-30,1730.0,2400.0,617.05
2010-07-01,1726.5,2403.1,616.9
2010-07-02,1770.0,2406.2,616.825
2010-07-03,1768.3333333333,2409.3,616.75
2010-07-04,1766.6666666667,2412.4,616.675
2010-07-05,1765.0,2415.5,616.6
2010-07-06,1814.0,2421.0,616.6
2010-07-07,1810.0,2358.0,616.575
2010-07-08,1830.0,2393.5,616.825
2010-07-09,1840.0,2400.8333333333,616.525
2010-07-10,1836.1666666667,2408.1666666667,616.45
2010-07-11,1832.3333333333,2415.5,616.375
2010-07-12,1828.5,2398.0,616.3
2010-07-13,1817.5,2417.0,616.125
2010-07-14,1826.0,2425.5,616.025
2010-07-15,1823.0,2522.5,616.925
2010-07-16,1800.0,2469.6666666667,617.725
2010-07-17,1794.6666666667,2416.8333333333,617.65
2010-07-18,1789.3333333333,2364.0,617.575
2010-07-19,1784.0,2422.0,617.5
2010-07-20,1810.0,2413.0,618.925
2010-07-21,1869.0,2421.0,618.875
2010-07-22,1902.5,2396.0,620.825
2010-07-23,1891.0,2410.8333333333,620.775
2010-07-24,1888.5,2425.6666666667,620.7166666667
2010-07-25,1886.0,2440.5,620.6583333333
2010-07-26,1883.5,2410.0,620.6
2010-07-27,1907.0,2321.0,620.3
2010-07-28,1923.5,2343.0,619.725
2010-07-29,1971.0,2280.5,619.725
2010-07-30,1973.5,2262.625,620.35
2010-07-31,1982.5,2244.75,620.1666666667
2010-08-01,1991.5,2226.875,619.9833333333
2010-08-02,2000.5,2209.0,619.8
2010-08-03,2059.5,2065.5,620.35
2010-08-04,2073.5,2121.5,619.65
2010-08-05,2081.0,2082.0,618.95
2010-08-06,2110.0,2106.6666666667,618.375
2010-08-07,2116.1666666667,2131.3333333333,618.15
2010-08-08,2122.3333333333,2156.0,617.925
2010-08-09,2128.5,2048.0,617.7
2010-08-10,2059.5,2100.0,617.125
2010-08-11,2023.0,2110.0,616.975
2010-08-12,2010.0,2090.0,616.875
2010-08-13,2032.0,2061.0,616.75
2010-08-14,2035.0,2032.0,616.7083333333
2010-08-15,2038.0,2003.0,616.6666666667
2010-08-16,2041.0,1925.0,616.625
2010-08-17,2101.0,1857.0,619.95
2010-08-18,2105.5,1847.0,619.45
2010-08-19,2098.5,1890.0,619.4
2010-08-20,2032.0,1898.3333333333,619.25
2010-08-21,2026.0,1906.6666666667,619.15
2010-08-22,2020.0,1915.0,619.05
2010-08-23,2014.0,1866.0,618.95
2010-08-24,1970.5,1916.0,621.35
2010-08-25,1942.0,1912.0,622.175
2010-08-26,1996.0,1930.5,623.6
2010-08-27,2011.0,1911.625,623.1
2010-08-28,2020.0,1892.75,622.9625
2010-08-29,2029.0,1873.875,622.825
2010-08-30,2038.0,1855.0,622.6875
2010-08-31,2047.0,1818.0,622.55
2010-09-01,2089.0,1772.5,621.4
2010-09-02,2148.0,1694.5,622.85
2010-09-03,2132.5,1669.0,622.15
2010-09-04,2137.0,1643.5,621.9916666667
2010-09-05,2141.5,1618.0,621.8333333333
2010-09-06,2146.0,1655.0,621.675
2010-09-07,2137.0,1767.5,621.15
2010-09-08,2170.0,1724.5,621.125
2010-09-09,2125.0,1757.0,620.95
2010-09-10,2130.0,1766.5,620.275
2010-09-11,2135.6666666667,1776.0,620.0416666667
2010-09-12,2141.3333333333,1785.5,619.8083333333
2010-09-13,2147.0,1808.0,619.575
2010-09-14,2130.0,1809.5,619.05
2010-09-15,2119.0,1765.0,620.475
2010-09-16,2132.5,1734.5,619.925
2010-09-17,2164.0,1759.3333333333,619.125
2010-09-18,2161.1666666667,1784.1666666667,618.9166666667
2010-09-19,2158.3333333333,1809.0,618.7083333333
2010-09-20,2155.5,1765.5,618.5
2010-09-21,2130.0,1814.0,618.35
2010-09-22,2129.0,1840.5,620.05
2010-09-23,2206.0,1835.5,619.3
2010-09-24,2237.0,1852.0,618.625
2010-09-25,2223.0,1868.5,618.375
2010-09-26,2209.0,1885.0,618.125
2010-09-27,2195.0,1794.0,617.875
2010-09-28,2145.5,1763.0,617.2
2010-09-29,2187.0,1754.5,616.525
2010-09-30,2176.0,1803.0,616.75
2010-10-01,2193.0,1802.6666666667,615.825
2010-10-02,2197.1666666667,1802.3333333333,615.4916666667
2010-10-03,2201.3333333333,1802.0,615.1583333333
2010-10-04,2205.5,1848.0,614.825
2010-10-05,2260.0,1839.0,614.1
2010-10-06,2298.0,1852.0,613.425
2010-10-07,2302.0,1868.0,612.6
2010-10-08,2232.0,1865.5,611.725
2010-10-09,2255.3333333333,1863.0,611.4333333333
2010-10-10,2278.6666666667,1860.5,611.1416666667
2010-10-11,2302.0,1845.0,610.85
2010-10-12,2309.5,1844.0,610.35
2010-10-13,2381.0,1847.0,610.1
2010-10-14,2399.0,1828.0,609.275
2010-10-15,2380.0,1823.0,608.25
2010-10-16,2375.1666666667,1818.0,607.9416666667
2010-10-17,2370.3333333333,1813.0,607.6333333333
2010-10-18,2365.5,1837.0,607.325
2010-10-19,2376.5,1900.0,607.3
2010-10-20,2383.5,1930.0,606.425
2010-10-21,2457.0,1921.0,605.775
2010-10-22,2489.5,1919.8333333333,607.25
2010-10-23,2510.5,1918.6666666667,607.1666666667
2010-10-24,2531.5,1917.5,607.0833333333
2010-10-25,2552.5,1937.0,607.0
2010-10-26,2556.5,1957.0,606.7
2010-10-27,2515.5,1996.5,611.525
2010-10-28,2464.0,1996.5,616.85
2010-10-29,2392.5,2008.0,621.9
2010-10-30,2410.3333333333,2019.5,623.9333333333
2010-10-31,2428.1666666667,2031.0,625.9666666667
2010-11-01,2446.0,2079.0,628.0
2010-11-02,2431.0,2102.0,632.225
2010-11-03,2427.0,2111.0,632.15
2010-11-04,2482.5,2134.0,633.5
2010-11-05,2510.0,2145.6666666667,633.2
2010-11-06,2493.8333333333,2157.3333333333,633.2166666667
2010-11-07,2477.6666666667,2169.0,633.2333333333
2010-11-08,2461.5,2090.5,633.25
2010-11-09,2510.5,2052.5,632.8
2010-11-10,2513.5,2040.0,632.25
2010-11-11,2517.5,2060.0,631.75
2010-11-12,2434.0,2066.6666666667,631.875
2010-11-13,2391.0,2073.3333333333,631.725
2010-11-14,2348.0,2080.0,631.575
2010-11-15,2305.0,2132.0,631.425
2010-11-16,2260.0,2132.5,631.4
2010-11-17,2085.0,2130.0,632.075
2010-11-18,2143.0,2075.0,634.8
2010-11-19,2132.0,2063.6666666667,634.275
2010-11-20,2132.3333333333,2052.3333333333,634.1416666667
2010-11-21,2132.6666666667,2041.0,634.0083333333
2010-11-22,2133.0,2001.0,633.875
2010-11-23,2078.5,1971.0,633.2
2010-11-24,2093.5,2025.0,632.7
2010-11-25,2119.0,2045.0,632.325
2010-11-26,2118.0,2051.75,632.175
2010-11-27,2118.5,2058.5,632.1666666667
2010-11-28,2119.0,2065.25,632.1583333333
2010-11-29,2119.5,2072.0,632.15
2010-11-30,2097.0,2120.0,631.825
2010-12-01,2142.0,2174.0,631.425
2010-12-02,2198.5,2160.5,633.875
2010-12-03,2211.0,2165.6666666667,633.65
2010-12-04,2208.8333333333,2170.8333333333,633.5833333333
2010-12-05,2206.6666666667,2176.0,633.5166666667
2010-12-06,2204.5,2164.0,633.45
2010-12-07,2307.5,2197.0,632.825
2010-12-08,2276.0,2150.5,632.175
2010-12-09,2261.0,2155.5,631.425
2010-12-10,2289.0,2159.0,630.725
2010-12-11,2300.0,2162.5,639.275
2010-12-12,2311.0,2166.0,647.825
2010-12-13,2322.0,2155.0,656.375
