,date,close,volume
786,2020-07-01,2.734,75.937
787,2020-06-30,2.7285,65.525
788,2020-06-29,2.6925,60.518
789,2020-06-26,2.679,49.552
790,2020-06-25,2.678,35.331
791,2020-06-24,2.6575,36.654
792,2020-06-23,2.6685,32.2
793,2020-06-22,2.6625,25.664
794,2020-06-19,2.628,26.581
795,2020-06-18,2.6105,20.592
796,2020-06-17,2.609,17.892
797,2020-06-16,2.588,25.946
798,2020-06-15,2.5875,20.337
799,2020-06-12,2.6185,26.418
800,2020-06-11,2.602,27.346
801,2020-06-10,2.6565,92.543
802,2020-06-09,2.599,80.777
803,2020-06-08,2.5655,69.89
804,2020-06-05,2.5555,91.094
805,2020-06-04,2.4895,53.592
806,2020-06-03,2.4875,52.754
807,2020-06-02,2.491,59.933
808,2020-06-01,2.4705,80.1
809,2020-05-29,2.4265,108.0
810,2020-05-28,2.4135,59.381
811,2020-05-27,2.382,72.065
812,2020-05-26,2.4185,69.691
813,2020-05-22,2.409,120.0
814,2020-05-21,2.432,54.848
815,2020-05-20,2.4675,219.0
816,2020-05-19,2.418,57.962
817,2020-05-18,2.404,63.035
818,2020-05-15,2.3335,101.0
819,2020-05-14,2.363,53.191
820,2020-05-13,2.346,42.131
821,2020-05-12,2.359,45.862
822,2020-05-11,2.38,57.335
823,2020-05-08,2.4085,386.0
824,2020-05-07,2.3805,50.439
825,2020-05-06,2.347,43.688
826,2020-05-05,2.3325,37.434
827,2020-05-04,2.3125,29.503
828,2020-05-01,2.3185,368.0
829,2020-04-30,2.344,50.117
830,2020-04-29,2.3745,2.66
831,2020-04-28,2.3455,35.728
832,2020-04-27,2.345,32.118
833,2020-04-24,2.348,203.0
834,2020-04-23,2.318,28.607
835,2020-04-22,2.309,24.781
836,2020-04-21,2.2645,51.548
837,2020-04-20,2.337,28.446
838,2020-04-17,2.3535,107.0
839,2020-04-16,2.3055,14.604
840,2020-04-15,2.309,15.222
841,2020-04-14,2.3295,59.648
842,2020-04-13,2.3205,90.0
843,2020-04-09,2.2775,157.0
844,2020-04-08,2.26,63.714
845,2020-04-07,2.2725,79.03
846,2020-04-06,2.235,80.0
847,2020-04-03,2.21,147.0
848,2020-04-02,2.2185,60.473
849,2020-04-01,2.1745,52.812
850,2020-03-31,2.24,244.0
851,2020-03-30,2.1555,48.149
852,2020-03-27,2.197,76.0
853,2020-03-26,2.178,58.757
854,2020-03-25,2.204,72.73
855,2020-03-24,2.1975,100.0
856,2020-03-23,2.1005,83.099
857,2020-03-20,2.1905,194.0
858,2020-03-19,2.1855,98.814
859,2020-03-18,2.151,102.912
860,2020-03-17,2.3155,296.0
861,2020-03-16,2.3925,112.502
862,2020-03-13,2.464,122.941
863,2020-03-12,2.4725,113.69
864,2020-03-11,2.502,73.099
865,2020-03-10,2.534,408.0
866,2020-03-09,2.5105,119.368
867,2020-03-06,2.5605,96.686
868,2020-03-05,2.5825,198.0
869,2020-03-04,2.586,57.321
870,2020-03-03,2.5795,792.0
871,2020-03-02,2.601,729.0
872,2020-02-28,2.546,2.006
873,2020-02-27,2.5715,109.176
874,2020-02-26,2.5735,70.976
875,2020-02-25,2.582,59.609
876,2020-02-24,2.5835,60.537
877,2020-02-21,2.618,207.0
878,2020-02-20,2.596,44.454
879,2020-02-19,2.614,45.572
880,2020-02-18,2.61,154.0
881,2020-02-14,2.6055,47.0
882,2020-02-13,2.613,93.988
883,2020-02-12,2.6,73.322
884,2020-02-11,2.5885,52.0
885,2020-02-10,2.5505,89.74
886,2020-02-07,2.559,66.0
887,2020-02-06,2.593,96.243
888,2020-02-05,2.5745,116.027
889,2020-02-04,2.542,104.69
890,2020-02-03,2.507,128.522
891,2020-01-31,2.52,421.0
892,2020-01-30,2.524,98.356
893,2020-01-29,2.554,84.204
894,2020-01-28,2.5795,96.589
895,2020-01-27,2.5965,115.723
896,2020-01-24,2.6855,128.0
897,2020-01-23,2.726,87.452
898,2020-01-22,2.765,70.403
899,2020-01-21,2.7985,176.0
900,2020-01-17,2.8495,119.0
901,2020-01-16,2.847,72.208
902,2020-01-15,2.866,53.831
903,2020-01-14,2.8735,72.311
904,2020-01-13,2.861,69.869
905,2020-01-10,2.8185,190.0
906,2020-01-09,2.802,50.861
907,2020-01-08,2.812,74.974
908,2020-01-07,2.7935,57.519
909,2020-01-06,2.79,57.901
910,2020-01-03,2.7985,62.0
911,2020-01-02,2.825,69.169
912,2019-12-31,2.794,191.0
913,2019-12-30,2.8335,45.767
914,2019-12-27,2.8295,51.164
915,2019-12-26,2.849,32.253
916,2019-12-24,2.8385,163.0
917,2019-12-23,2.8085,40.144
918,2019-12-20,2.811,338.0
919,2019-12-19,2.8315,201.0
920,2019-12-18,2.8125,54.147
921,2019-12-17,2.8135,57.747
922,2019-12-16,2.8115,61.664
923,2019-12-13,2.7805,476.0
924,2019-12-12,2.7965,99.303
925,2019-12-11,2.7895,76.152
926,2019-12-10,2.7555,395.0
927,2019-12-09,2.7585,93.331
928,2019-12-06,2.711,495.0
929,2019-12-05,2.663,44.576
930,2019-12-04,2.659,70.718
931,2019-12-03,2.608,1.486
932,2019-12-02,2.6505,62.553
933,2019-11-29,2.6615,70.606
934,2019-11-27,2.6745,23.246
935,2019-11-26,2.6975,47.218
936,2019-11-25,2.662,43.912
937,2019-11-22,2.659,36.826
938,2019-11-21,2.636,38.663
939,2019-11-20,2.6465,121.0
940,2019-11-19,2.6535,209.0
941,2019-11-18,2.634,29.258
942,2019-11-15,2.635,327.0
943,2019-11-14,2.635,27.365
944,2019-11-13,2.6395,61.585
945,2019-11-12,2.642,110.0
946,2019-11-11,2.664,51.477
947,2019-11-08,2.678,46.0
948,2019-11-07,2.724,303.0
949,2019-11-06,2.665,61.835
950,2019-11-05,2.7005,91.478
951,2019-11-04,2.671,52.206
952,2019-11-01,2.651,571.0
953,2019-10-31,2.638,87.972
954,2019-10-30,2.6805,386.0
955,2019-10-29,2.6915,50.458
956,2019-10-28,2.683,48.189
957,2019-10-25,2.6665,172.0
958,2019-10-24,2.668,59.517
959,2019-10-23,2.6715,74.596
960,2019-10-22,2.633,45.141
961,2019-10-21,2.6465,53.101
962,2019-10-18,2.625,185.0
963,2019-10-17,2.5975,52.51
964,2019-10-16,2.5895,53.35
965,2019-10-15,2.614,52.573
966,2019-10-14,2.634,57.966
967,2019-10-11,2.628,70.172
968,2019-10-10,2.6135,75.052
969,2019-10-09,2.568,45.518
970,2019-10-08,2.5635,118.0
971,2019-10-07,2.577,47.416
972,2019-10-04,2.5555,143.0
973,2019-10-03,2.5535,49.923
974,2019-10-02,2.5615,194.0
975,2019-10-01,2.5605,73.579
976,2019-09-30,2.5785,47.26
977,2019-09-27,2.5975,57.822
978,2019-09-26,2.5775,50.887
979,2019-09-25,2.612,54.82
980,2019-09-24,2.5895,390.0
981,2019-09-23,2.6115,60.748
982,2019-09-20,2.59,277.0
983,2019-09-19,2.6085,41.056
984,2019-09-18,2.613,41.752
985,2019-09-17,2.627,55.245
986,2019-09-16,2.621,275.0
987,2019-09-13,2.681,160.0
988,2019-09-12,2.6405,92.874
989,2019-09-11,2.6145,51.27
990,2019-09-10,2.628,54.561
991,2019-09-09,2.6275,45.284
992,2019-09-06,2.6155,552.0
993,2019-09-05,2.642,94.748
994,2019-09-04,2.595,73.691
995,2019-09-03,2.528,105.47
996,2019-08-30,2.557,56.85
997,2019-08-29,2.5775,69.468
998,2019-08-28,2.5645,69.424
999,2019-08-27,2.553,62.495
1000,2019-08-26,2.55,42.991
1001,2019-08-23,2.5375,52.886
1002,2019-08-22,2.5535,236.0
1003,2019-08-21,2.592,41.325
1004,2019-08-20,2.584,21.086
1005,2019-08-19,2.608,21.348
1006,2019-08-16,2.595,39.977
1007,2019-08-15,2.595,59.378
1008,2019-08-14,2.592,68.757
1009,2019-08-13,2.63,90.025
1010,2019-08-12,2.585,66.203
1011,2019-08-09,2.589,59.899
1012,2019-08-08,2.6075,66.185
1013,2019-08-07,2.565,177.0
1014,2019-08-06,2.5575,72.296
1015,2019-08-05,2.537,104.0
1016,2019-08-02,2.5715,97.357
1017,2019-08-01,2.6655,75.928
1018,2019-07-31,2.666,66.048
1019,2019-07-30,2.6785,59.173
1020,2019-07-29,2.7175,53.41
1021,2019-07-26,2.685,224.0
1022,2019-07-25,2.7035,61.776
1023,2019-07-24,2.712,47.805
1024,2019-07-23,2.7,62.956
1025,2019-07-22,2.722,65.058
1026,2019-07-19,2.7525,130.349
1027,2019-07-18,2.71,50.663
1028,2019-07-17,2.71,280.0
1029,2019-07-16,2.7,65.37
1030,2019-07-15,2.711,58.059
1031,2019-07-12,2.694,55.526
1032,2019-07-11,2.6875,60.433
1033,2019-07-10,2.694,83.259
1034,2019-07-09,2.625,74.241
1035,2019-07-08,2.659,56.45
1036,2019-07-05,2.661,66.334
1037,2019-07-03,2.683,16.846
1038,2019-07-02,2.664,64.831
1039,2019-07-01,2.6795,1.728
1040,2019-06-28,2.7055,51.617
1041,2019-06-27,2.7165,69.519
1042,2019-06-26,2.711,301.0
1043,2019-06-25,2.735,57.437
1044,2019-06-24,2.705,38.562
1045,2019-06-21,2.704,43.797
1046,2019-06-20,2.712,39.238
1047,2019-06-19,2.6805,44.778
1048,2019-06-18,2.7025,41.531
1049,2019-06-17,2.6465,28.408
1050,2019-06-14,2.631,58.108
1051,2019-06-13,2.6565,83.692
1052,2019-06-12,2.654,62.181
1053,2019-06-11,2.6715,88.177
1054,2019-06-10,2.6615,68.822
1055,2019-06-07,2.6275,85.767
1056,2019-06-06,2.6505,61.828
1057,2019-06-05,2.623,71.688
1058,2019-06-04,2.6735,70.0
1059,2019-06-03,2.65,70.436
1060,2019-05-31,2.64,85.222
1061,2019-05-30,2.6605,354.0
1062,2019-05-29,2.664,58.51
1063,2019-05-28,2.696,60.588
1064,2019-05-24,2.6995,13.507
1065,2019-05-23,2.6805,69.108
1066,2019-05-22,2.678,65.002
1067,2019-05-21,2.715,58.997
1068,2019-05-20,2.726,46.208
1069,2019-05-17,2.7385,54.592
1070,2019-05-16,2.748,59.692
1071,2019-05-15,2.743,67.205
1072,2019-05-14,2.725,61.546
1073,2019-05-13,2.719,76.879
1074,2019-05-10,2.7745,90.232
1075,2019-05-09,2.7715,85.607
1076,2019-05-08,2.7745,92.715
1077,2019-05-07,2.7855,100.605
1078,2019-05-06,2.8295,88.256
1079,2019-05-03,2.819,78.775
1080,2019-05-02,2.7795,79.7
1081,2019-05-01,2.8015,109.944
1082,2019-04-30,2.9015,1.442
1083,2019-04-29,2.897,69.889
1084,2019-04-26,2.894,54.747
1085,2019-04-25,2.8675,58.693
1086,2019-04-24,2.916,35.23
1087,2019-04-23,2.9,42.197
1088,2019-04-22,2.908,26.131
1089,2019-04-18,2.9265,29.293
1090,2019-04-17,2.9735,34.111
1091,2019-04-16,2.939,17.848
1092,2019-04-15,2.935,58.765
1093,2019-04-12,2.946,84.673
1094,2019-04-11,2.887,66.863
1095,2019-04-10,2.9255,60.436
1096,2019-04-09,2.934,62.547
1097,2019-04-08,2.9295,37.0
1098,2019-04-05,2.8945,52.542
1099,2019-04-04,2.91,68.187
1100,2019-04-03,2.9485,64.749
1101,2019-04-02,2.9055,55.234
1102,2019-04-01,2.9245,81.461
1103,2019-03-29,2.936,81.1
1104,2019-03-28,2.8725,59.542
1105,2019-03-27,2.863,57.108
1106,2019-03-26,2.854,61.354
1107,2019-03-25,2.8565,66.22
1108,2019-03-22,2.8425,100.267
1109,2019-03-21,2.906,90.411
1110,2019-03-20,2.9155,300.0
1111,2019-03-19,2.923,61.642
1112,2019-03-18,2.909,58.044
1113,2019-03-15,2.906,68.987
1114,2019-03-14,2.8885,464.0
1115,2019-03-13,2.9355,48.078
1116,2019-03-12,2.9275,334.0
1117,2019-03-11,2.901,41.788
1118,2019-03-08,2.8935,64.498
1119,2019-03-07,2.9105,58.299
1120,2019-03-06,2.9185,50.615
1121,2019-03-05,2.9335,59.971
1122,2019-03-04,2.909,69.151
1123,2019-03-01,2.932,74.438
1124,2019-02-28,2.948,67.136
1125,2019-02-27,2.959,12.126
1126,2019-02-26,2.9505,76.317
1127,2019-02-25,2.949,60.49
1128,2019-02-22,2.948,50.389
1129,2019-02-21,2.8985,47.208
1130,2019-02-20,2.9205,58.212
1131,2019-02-19,2.878,54.833
1132,2019-02-15,2.8035,12.771
1133,2019-02-14,2.774,72.147
1134,2019-02-13,2.774,175.0
1135,2019-02-12,2.772,62.239
1136,2019-02-11,2.7915,146.0
1137,2019-02-08,2.8105,56.721
1138,2019-02-07,2.8285,69.88
1139,2019-02-06,2.8365,57.979
1140,2019-02-05,2.817,56.965
1141,2019-02-04,2.7945,59.713
1142,2019-02-01,2.773,62.312
1143,2019-01-31,2.7845,75.318
1144,2019-01-30,2.7675,90.767
1145,2019-01-29,2.725,64.481
1146,2019-01-28,2.68,75.038
1147,2019-01-25,2.729,91.023
1148,2019-01-24,2.6445,57.698
1149,2019-01-23,2.6545,57.619
1150,2019-01-22,2.6595,90.479
1151,2019-01-18,2.719,32.026
1152,2019-01-17,2.68,64.522
1153,2019-01-16,2.6735,70.373
1154,2019-01-15,2.6345,64.095
1155,2019-01-14,2.6455,125.0
1156,2019-01-11,2.662,63.358
1157,2019-01-10,2.6375,67.083
1158,2019-01-09,2.657,74.189
1159,2019-01-08,2.656,62.414
1160,2019-01-07,2.637,55.254
1161,2019-01-04,2.6475,81.788
1162,2019-01-03,2.568,86.854
1163,2019-01-02,2.623,82.603
1164,2018-12-31,2.631,41.458
1165,2018-12-28,2.6815,52.666
1166,2018-12-27,2.668,45.579
1167,2018-12-26,2.7,40.288
1168,2018-12-24,2.661,37.251
1169,2018-12-21,2.674,49.483
1170,2018-12-20,2.6965,68.261
1171,2018-12-19,2.716,66.781
1172,2018-12-18,2.6645,87.57
1173,2018-12-17,2.7545,49.486
1174,2018-12-14,2.7625,57.001
1175,2018-12-13,2.767,58.347
1176,2018-12-12,2.77,50.051
1177,2018-12-11,2.767,65.871
1178,2018-12-10,2.72,54.023
1179,2018-12-07,2.7595,54.113
1180,2018-12-06,2.743,72.495
1181,2018-12-05,2.774,42.002
1182,2018-12-04,2.759,77.807
1183,2018-12-03,2.8095,86.779
1184,2018-11-30,2.7875,56.07
1185,2018-11-29,2.7895,62.538
1186,2018-11-28,2.8135,63.425
1187,2018-11-27,2.726,57.122
1188,2018-11-26,2.773,36.375
1189,2018-11-23,2.7855,34.37
1190,2018-11-21,2.7945,88.0
1191,2018-11-20,2.7765,48.196
1192,2018-11-19,2.8065,32.334
1193,2018-11-16,2.81,31.983
1194,2018-11-15,2.7465,79.518
1195,2018-11-14,2.71,74.018
1196,2018-11-13,2.687,228.0
1197,2018-11-12,2.678,33.0
1198,2018-11-09,2.6845,82.525
1199,2018-11-08,2.736,79.547
1200,2018-11-07,2.7545,75.854
1201,2018-11-06,2.7325,72.337
1202,2018-11-05,2.756,93.232
1203,2018-11-02,2.807,161.876
1204,2018-11-01,2.7215,100.263
1205,2018-10-31,2.659,93.013
1206,2018-10-30,2.664,106.817
1207,2018-10-29,2.7405,81.831
1208,2018-10-26,2.741,98.566
1209,2018-10-25,2.7545,93.87
1210,2018-10-24,2.7575,80.293
1211,2018-10-23,2.758,88.299
1212,2018-10-22,2.7855,83.92
1213,2018-10-19,2.778,87.21
1214,2018-10-18,2.7465,101.051
1215,2018-10-17,2.778,95.652
1216,2018-10-16,2.7795,75.806
1217,2018-10-15,2.7805,82.0
1218,2018-10-12,2.8005,97.071
1219,2018-10-11,2.803,149.297
1220,2018-10-10,2.7805,96.289
1221,2018-10-09,2.8065,100.792
1222,2018-10-08,2.755,351.0
1223,2018-10-05,2.763,87.293
1224,2018-10-04,2.7775,96.735
1225,2018-10-03,2.834,78.195
1226,2018-10-02,2.8065,99.534
1227,2018-10-01,2.7875,90.561
1228,2018-09-28,2.805,95.511
1229,2018-09-27,2.7645,1.453
1230,2018-09-26,2.828,84.455
1231,2018-09-25,2.8235,112.625
1232,2018-09-24,2.836,90.13
1233,2018-09-21,2.8575,155.109
1234,2018-09-20,2.74,82.038
1235,2018-09-19,2.71,81.0
1236,2018-09-18,2.7305,141.863
1237,2018-09-17,2.651,76.837
1238,2018-09-14,2.646,91.149
1239,2018-09-13,2.683,103.925
1240,2018-09-12,2.676,117.003
1241,2018-09-11,2.6215,99.779
1242,2018-09-10,2.628,71.148
1243,2018-09-07,2.6225,94.807
1244,2018-09-06,2.6365,94.246
1245,2018-09-05,2.61,84.262
1246,2018-09-04,2.602,158.411
1247,2018-08-31,2.671,44.132
1248,2018-08-30,2.7175,110.808
1249,2018-08-29,2.7365,72.466
1250,2018-08-28,2.734,237.0
1251,2018-08-27,2.732,32.965
1252,2018-08-24,2.723,45.35
1253,2018-08-23,2.6775,46.684
1254,2018-08-22,2.6935,34.298
1255,2018-08-21,2.7115,24.981
1256,2018-08-20,2.686,25.989
1257,2018-08-17,2.6475,106.053
1258,2018-08-16,2.6165,161.058
1259,2018-08-15,2.56,174.675
1260,2018-08-14,2.6755,617.0
1261,2018-08-13,2.731,98.481
1262,2018-08-10,2.7425,91.56
1263,2018-08-09,2.7655,110.73
1264,2018-08-08,2.751,92.579
1265,2018-08-07,2.752,85.044
1266,2018-08-06,2.721,384.0
1267,2018-08-03,2.7635,112.474
1268,2018-08-02,2.727,409.0
1269,2018-08-01,2.7475,123.575
1270,2018-07-31,2.8315,117.304
1271,2018-07-30,2.792,96.908
1272,2018-07-27,2.802,81.665
1273,2018-07-26,2.804,417.0
1274,2018-07-25,2.8175,101.224
1275,2018-07-24,2.8105,140.966
1276,2018-07-23,2.737,498.0
1277,2018-07-20,2.756,117.196
1278,2018-07-19,2.6955,145.129
1279,2018-07-18,2.76,105.201
1280,2018-07-17,2.747,89.898
1281,2018-07-16,2.757,516.0
1282,2018-07-13,2.7755,89.262
1283,2018-07-12,2.777,108.851
1284,2018-07-11,2.7435,163.7
1285,2018-07-10,2.8395,96.741
1286,2018-07-09,2.85,113.677
1287,2018-07-06,2.824,127.452
1288,2018-07-05,2.826,206.352
1289,2018-07-03,2.917,88.083
1290,2018-07-02,2.944,89.273
1291,2018-06-29,2.966,83.92
1292,2018-06-28,2.9715,110.952
1293,2018-06-27,3.0075,84.227
1294,2018-06-26,3.0155,75.634
1295,2018-06-25,3.0095,60.928
1296,2018-06-22,3.049,44.785
1297,2018-06-21,3.0435,49.523
1298,2018-06-20,3.062,57.454
1299,2018-06-19,3.07,55.94
1300,2018-06-18,3.1065,94.798
1301,2018-06-15,3.1445,118.834
1302,2018-06-14,3.222,102.248
1303,2018-06-13,3.254,108.283
1304,2018-06-12,3.2495,93.402
1305,2018-06-11,3.257,120.048
1306,2018-06-08,3.3,145.528
1307,2018-06-07,3.275,188.423
1308,2018-06-06,3.262,168.925
1309,2018-06-05,3.1985,173.859
1310,2018-06-04,3.1345,112.09
1311,2018-06-01,3.0985,104.093
1312,2018-05-31,3.065,112.174
1313,2018-05-30,3.069,129.902
1314,2018-05-29,3.0625,159.144
1315,2018-05-25,3.0775,45.251
1316,2018-05-24,3.096,84.073
1317,2018-05-23,3.0705,122.658
1318,2018-05-22,3.132,111.072
1319,2018-05-21,3.0985,87.68
1320,2018-05-18,3.0635,73.692
1321,2018-05-17,3.089,78.752
1322,2018-05-16,3.0705,76.03
1323,2018-05-15,3.056,101.035
1324,2018-05-14,3.093,79.465
1325,2018-05-11,3.1115,77.186
1326,2018-05-10,3.11,111.453
1327,2018-05-09,3.0575,80.603
1328,2018-05-08,3.059,128.171
1329,2018-05-07,3.079,56.35
1330,2018-05-04,3.0855,80.279
1331,2018-05-03,3.0805,109.452
1332,2018-05-02,3.0685,90.746
1333,2018-05-01,3.0375,96.325
1334,2018-04-30,3.074,63.119
1335,2018-04-27,3.0695,106.502
1336,2018-04-26,3.138,69.264
1337,2018-04-25,3.1575,51.142
1338,2018-04-24,3.164,45.242
1339,2018-04-23,3.1315,41.395
1340,2018-04-20,3.1555,33.96
1341,2018-04-19,3.154,37.634
1342,2018-04-18,3.1815,51.721
1343,2018-04-17,3.0795,88.784
1344,2018-04-16,3.0955,103.418
1345,2018-04-13,3.071,87.147
1346,2018-04-12,3.0635,136.414
1347,2018-04-11,3.117,107.732
1348,2018-04-10,3.137,124.236
1349,2018-04-09,3.077,92.44
1350,2018-04-06,3.0585,99.136
1351,2018-04-05,3.0745,107.499
1352,2018-04-04,3.0105,137.745
1353,2018-04-03,3.0635,109.25
1354,2018-04-02,3.05,68.976
1355,2018-03-29,3.0255,102.588
1356,2018-03-28,3.002,104.444
1357,2018-03-27,3.0005,15.8
1358,2018-03-26,2.97,121.533
1359,2018-03-23,2.993,134.828
1360,2018-03-22,3.02,123.054
1361,2018-03-21,3.0585,116.894
1362,2018-03-20,3.038,106.928
1363,2018-03-19,3.082,90.324
1364,2018-03-16,3.1075,78.282
1365,2018-03-15,3.1275,78.399
1366,2018-03-14,3.1585,112.05
1367,2018-03-13,3.138,80.415
1368,2018-03-12,3.124,88.577
1369,2018-03-09,3.136,115.183
1370,2018-03-08,3.079,92.143
1371,2018-03-07,3.136,90.589
1372,2018-03-06,3.159,82.046
1373,2018-03-05,3.128,77.584
1374,2018-03-02,3.1245,76.286
1375,2018-03-01,3.123,108.423
1376,2018-02-28,3.1325,92.283
1377,2018-02-27,3.1575,14.554
1378,2018-02-26,3.2245,63.822
1379,2018-02-23,3.233,63.373
1380,2018-02-22,3.2615,47.666
1381,2018-02-21,3.237,41.227
1382,2018-02-20,3.2135,42.678
1383,2018-02-16,3.2685,573.0
1384,2018-02-15,3.2455,83.632
1385,2018-02-14,3.236,119.3
1386,2018-02-13,3.1625,116.318
1387,2018-02-12,3.0865,92.356
1388,2018-02-09,3.0335,147.961
1389,2018-02-08,3.082,159.489
1390,2018-02-07,3.0875,185.708
1391,2018-02-06,3.189,149.468
1392,2018-02-05,3.221,129.739
1393,2018-02-02,3.1875,118.659
1394,2018-02-01,3.209,87.537
1395,2018-01-31,3.1955,95.809
1396,2018-01-30,3.189,114.01
1397,2018-01-29,3.194,83.578
1398,2018-01-26,3.199,97.673
1399,2018-01-25,3.2165,129.083
1400,2018-01-24,3.2285,170.038
1401,2018-01-23,3.111,171.009
1402,2018-01-22,3.1985,84.361
1403,2018-01-19,3.1875,93.469
1404,2018-01-18,3.199,82.653
1405,2018-01-17,3.189,94.454
1406,2018-01-16,3.2195,227.683
1407,2018-01-12,3.2185,23.912
1408,2018-01-11,3.233,94.87
1409,2018-01-10,3.2355,94.03
1410,2018-01-09,3.216,96.227
1411,2018-01-08,3.224,85.098
1412,2018-01-05,3.2295,83.764
1413,2018-01-04,3.263,104.455
1414,2018-01-03,3.2575,103.004
1415,2018-01-02,3.278,105.268
1416,2017-12-29,3.3005,102.57
1417,2017-12-28,3.3085,109.79
1418,2017-12-27,3.284,119.768
1419,2017-12-26,3.2805,70.442
1420,2017-12-22,3.2385,97.743
1421,2017-12-21,3.2195,102.948
1422,2017-12-20,3.196,121.84
1423,2017-12-19,3.1515,103.631
1424,2017-12-18,3.146,91.437
1425,2017-12-15,3.1345,107.745
1426,2017-12-14,3.0725,99.53
1427,2017-12-13,3.0535,86.322
1428,2017-12-12,3.023,79.323
1429,2017-12-11,3.0115,106.826
1430,2017-12-08,2.9785,88.7
1431,2017-12-07,2.9645,94.202
1432,2017-12-06,2.9615,104.271
1433,2017-12-05,2.946,175.311
1434,2017-12-04,3.09,74.716
1435,2017-12-01,3.0925,103.34
1436,2017-11-30,3.064,95.517
1437,2017-11-29,3.0685,110.269
1438,2017-11-28,3.0985,90.225
1439,2017-11-27,3.1575,63.771
1440,2017-11-24,3.1915,44.075
1441,2017-11-22,3.159,1.612
1442,2017-11-21,3.1505,37.327
1443,2017-11-20,3.1155,34.339
1444,2017-11-17,3.091,25.896
1445,2017-11-16,3.048,95.816
1446,2017-11-15,3.0545,109.354
1447,2017-11-14,3.065,134.555
1448,2017-11-13,3.1165,117.881
1449,2017-11-10,3.076,85.669
1450,2017-11-09,3.086,11.987
1451,2017-11-08,3.0995,113.515
1452,2017-11-07,3.089,117.208
1453,2017-11-06,3.1575,93.584
1454,2017-11-03,3.1175,99.072
1455,2017-11-02,3.1435,118.804
1456,2017-11-01,3.1425,137.05
1457,2017-10-31,3.101,95.828
1458,2017-10-30,3.112,79.36
1459,2017-10-27,3.1035,139.971
1460,2017-10-26,3.1775,94.9
1461,2017-10-25,3.183,105.422
1462,2017-10-24,3.198,107.813
1463,2017-10-23,3.188,84.835
1464,2017-10-20,3.1655,110.158
1465,2017-10-19,3.1675,95.734
1466,2017-10-18,3.178,119.149
1467,2017-10-17,3.1955,112.637
1468,2017-10-16,3.239,171.427
1469,2017-10-13,3.1335,91.35
1470,2017-10-12,3.12,93.541
1471,2017-10-11,3.0955,106.204
1472,2017-10-10,3.0605,98.043
1473,2017-10-09,3.031,76.82
1474,2017-10-06,3.029,66.388
1475,2017-10-05,3.0465,84.525
1476,2017-10-04,2.959,44.277
1477,2017-10-03,2.9635,53.515
1478,2017-10-02,2.9555,51.81
1479,2017-09-29,2.955,85.725
1480,2017-09-28,2.981,133.567
1481,2017-09-27,2.9295,89.587
1482,2017-09-26,2.919,98.825
1483,2017-09-25,2.9375,80.632
1484,2017-09-22,2.9445,109.089
1485,2017-09-21,2.9345,115.173
1486,2017-09-20,2.969,81.109
1487,2017-09-19,2.9695,82.805
1488,2017-09-18,2.969,88.266
1489,2017-09-15,2.949,105.844
1490,2017-09-14,2.9575,111.159
1491,2017-09-13,2.981,113.184
1492,2017-09-12,3.036,104.402
1493,2017-09-11,3.066,93.297
1494,2017-09-08,3.0415,147.137
1495,2017-09-07,3.1435,94.523
1496,2017-09-06,3.1515,83.658
1497,2017-09-05,3.128,149.076
1498,2017-09-01,3.118,21.131
1499,2017-08-31,3.0985,81.767
1500,2017-08-30,3.087,76.887
1501,2017-08-29,3.1045,72.202
1502,2017-08-28,3.086,51.382
1503,2017-08-25,3.0565,55.693
1504,2017-08-24,3.0565,55.206
1505,2017-08-23,3.003,45.001
1506,2017-08-22,3.0075,48.242
1507,2017-08-21,3.0015,35.715
1508,2017-08-18,2.9615,29.58
1509,2017-08-17,2.938,89.909
1510,2017-08-16,2.9535,137.755
1511,2017-08-15,2.883,76.712
1512,2017-08-14,2.9045,65.68
1513,2017-08-11,2.912,90.413
1514,2017-08-10,2.903,84.578
1515,2017-08-09,2.927,94.492
1516,2017-08-08,2.9425,96.534
1517,2017-08-07,2.907,106.072
1518,2017-08-04,2.885,78.898
1519,2017-08-03,2.878,64.61
1520,2017-08-02,2.8845,68.203
1521,2017-08-01,2.881,74.292
1522,2017-07-31,2.8915,89.434
1523,2017-07-28,2.875,73.077
1524,2017-07-27,2.8775,78.089
1525,2017-07-26,2.872,148.328
1526,2017-07-25,2.8465,152.676
1527,2017-07-24,2.7365,43.95
1528,2017-07-21,2.7225,62.806
1529,2017-07-20,2.716,52.081
1530,2017-07-19,2.7105,55.579
1531,2017-07-18,2.7305,52.004
1532,2017-07-17,2.724,70.859
1533,2017-07-14,2.691,55.398
1534,2017-07-13,2.6615,56.908
1535,2017-07-12,2.684,57.902
1536,2017-07-11,2.672,60.499
1537,2017-07-10,2.6475,54.658
1538,2017-07-07,2.647,52.396
1539,2017-07-06,2.6615,48.769
1540,2017-07-05,2.66,97.64
1541,2017-07-03,2.693,7.627
1542,2017-06-30,2.711,64.094
1543,2017-06-29,2.6955,80.126
1544,2017-06-28,2.676,49.148
1545,2017-06-27,2.6615,46.954
1546,2017-06-26,2.6385,31.035
1547,2017-06-23,2.6345,31.614
1548,2017-06-22,2.61,39.495
1549,2017-06-21,2.615,41.509
1550,2017-06-20,2.572,27.605
1551,2017-06-19,2.606,26.515
1552,2017-06-16,2.579,12.566
1553,2017-06-15,2.5655,65.076
