date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-09-30 00:00:00,8271.0,8213.0,8329.0,8271.0,8213.0,8329.0,8271.0,8213.0,8329.0
2023-10-31 00:00:00,8076.0,8070.0,8082.0,8700.0,8633.0,8767.0,8388.0,8357.0,8420.0
2023-11-30 00:00:00,8028.0,8022.0,8034.0,8412.0,8316.0,8508.0,8220.0,8170.0,8270.0
2023-12-31 00:00:00,7984.0,7978.0,7989.0,8330.0,8235.0,8426.0,8157.0,8110.0,8204.0
Quarter,8030.0,8020.0,8040.0,8483.0,8420.0,8546.0,8257.0,8222.0,8291.0
