date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-09-30 00:00:00,2178.0,2161.0,2194.0,2178.0,2161.0,2194.0,2178.0,2161.0,2194.0
2023-10-31 00:00:00,2279.0,2276.0,2281.0,2272.0,2271.0,2273.0,2275.0,2274.0,2277.0
2023-11-30 00:00:00,2260.0,2258.0,2262.0,2271.0,2271.0,2271.0,2266.0,2264.0,2267.0
2023-12-31 00:00:00,2243.0,2241.0,2245.0,2271.0,2271.0,2271.0,2257.0,2256.0,2258.0
Quarter,2261.0,2257.0,2265.0,2272.0,2271.0,2272.0,2266.0,2264.0,2268.0
