date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-09-30 00:00:00,2253.0,2236.0,2270.0,2253.0,2236.0,2270.0,2253.0,2236.0,2270.0
2023-10-31 00:00:00,2187.0,2185.0,2190.0,2107.0,2089.0,2124.0,2147.0,2138.0,2156.0
2023-11-30 00:00:00,2167.0,2165.0,2169.0,2055.0,2041.0,2070.0,2111.0,2103.0,2119.0
2023-12-31 00:00:00,2150.0,2148.0,2152.0,2069.0,2049.0,2089.0,2109.0,2100.0,2119.0
Quarter,2168.0,2164.0,2172.0,2077.0,2066.0,2088.0,2123.0,2116.0,2129.0
