date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-09-30 00:00:00,2253.0,2236.0,2270.0,2253.0,2236.0,2270.0,2253.0,2236.0,2270.0
2023-10-31 00:00:00,2195.0,2193.0,2198.0,2101.0,2085.0,2116.0,2148.0,2141.0,2156.0
2023-11-30 00:00:00,2174.0,2171.0,2176.0,2055.0,2041.0,2069.0,2115.0,2106.0,2123.0
2023-12-31 00:00:00,2156.0,2154.0,2158.0,2069.0,2048.0,2089.0,2112.0,2103.0,2122.0
Quarter,2176.0,2172.0,2180.0,2075.0,2064.0,2086.0,2125.0,2119.0,2132.0
