index,LME Lead Cash-Settlement,LME Lead 3-month,LME Lead stock
2012-11-19,2174.5,1922.0,339.0
2012-11-20,2187.0,1916.0,336.425
2012-11-21,2147.0,1932.0,361.625
2012-11-22,2166.0,1951.5,361.625
2012-11-23,2170.0,1955.375,361.525
2012-11-24,2180.3333333333,1959.25,361.5083333333
2012-11-25,2190.6666666667,1963.125,361.4916666667
2012-11-26,2201.0,1967.0,361.475
2012-11-27,2198.5,1963.0,361.475
2012-11-28,2188.0,1967.0,361.475
2012-11-29,2239.0,1962.0,362.35
2012-11-30,2254.5,1968.6666666667,362.275
2012-12-01,2251.0,1975.3333333333,362.275
2012-12-02,2247.5,1982.0,362.275
2012-12-03,2244.0,1999.5,362.275
2012-12-04,2230.0,1996.5,362.275
2012-12-05,2232.0,2045.5,361.525
2012-12-06,2224.0,2071.0,359.525
2012-12-07,2179.0,2090.8333333333,356.925
2012-12-08,2205.3333333333,2110.6666666667,356.2583333333
2012-12-09,2231.6666666667,2130.5,355.5916666667
2012-12-10,2258.0,2116.0,354.925
2012-12-11,2279.0,2133.0,352.9
2012-12-12,2287.0,2128.0,350.925
2012-12-13,2279.0,2254.0,348.925
2012-12-14,2293.0,2253.0,346.925
2012-12-15,2285.3333333333,2252.0,345.5
2012-12-16,2277.6666666667,2251.0,344.075
2012-12-17,2270.0,2244.0,342.65
2012-12-18,2292.5,2281.5,338.15
2012-12-19,2311.0,2237.0,335.75
2012-12-20,2312.0,2285.0,333.5
2012-12-21,2276.0,2273.5,330.55
2012-12-22,2283.6666666667,2262.0,330.0833333333
2012-12-23,2291.3333333333,2250.5,329.6166666667
2012-12-24,2299.0,2292.5,329.15
2012-12-25,2303.0,2283.0,328.65
2012-12-26,2307.0,2274.0,328.15
2012-12-27,2311.0,2301.0,327.65
2012-12-28,2318.0,2283.1666666667,323.4
2012-12-29,2325.3333333333,2265.3333333333,322.375
2012-12-30,2332.6666666667,2247.5,321.35
2012-12-31,2340.0,2322.0,320.325
2013-01-01,2362.5,2303.0,319.0125
2013-01-02,2385.0,2313.0,317.7
2013-01-03,2412.5,2269.0,314.55
2013-01-04,2343.0,2263.3333333333,312.625
2013-01-05,2325.0,2257.6666666667,311.6416666667
2013-01-06,2307.0,2252.0,310.6583333333
2013-01-07,2289.0,2257.5,309.675
2013-01-08,2297.0,2221.0,308.35
2013-01-09,2323.5,2213.0,306.25
2013-01-10,2332.0,2166.0,304.65
2013-01-11,2323.0,2159.6666666667,303.075
2013-01-12,2317.0,2153.3333333333,302.5583333333
2013-01-13,2311.0,2147.0,302.0416666667
2013-01-14,2305.0,2128.0,301.525
2013-01-15,2257.5,2119.0,299.975
2013-01-16,2254.5,2170.0,298.425
2013-01-17,2270.0,2141.0,295.45
2013-01-18,2320.0,2125.3333333333,296.05
2013-01-19,2312.0,2109.6666666667,295.5333333333
2013-01-20,2304.0,2094.0,295.0166666667
2013-01-21,2296.0,2026.0,294.5
2013-01-22,2315.5,2016.0,294.0
2013-01-23,2372.5,2025.0,293.95
2013-01-24,2369.0,1997.0,293.875
2013-01-25,2399.5,2000.0,293.8
2013-01-26,2388.6666666667,2003.0,293.775
2013-01-27,2377.8333333333,2006.0,293.75
2013-01-28,2367.0,2052.5,293.725
2013-01-29,2378.0,2081.0,292.65
2013-01-30,2438.5,2110.0,292.6
2013-01-31,2438.0,2135.0,290.85
2013-02-01,2426.0,2121.0,290.125
2013-02-02,2431.6666666667,2107.0,290.1083333333
2013-02-03,2437.3333333333,2093.0,290.0916666667
2013-02-04,2443.0,2156.0,290.075
2013-02-05,2448.0,2177.0,290.0
2013-02-06,2424.5,2185.0,289.9
2013-02-07,2406.5,2156.5,287.5
2013-02-08,2409.0,2154.5,288.1
2013-02-09,2409.0,2152.5,288.0666666667
2013-02-10,2409.0,2150.5,288.0333333333
2013-02-11,2409.0,2149.0,288.0
2013-02-12,2375.5,2168.0,287.625
2013-02-13,2423.0,2177.0,287.35
2013-02-14,2401.0,2163.0,287.075
2013-02-15,2404.0,2164.6666666667,287.15
2013-02-16,2401.1666666667,2166.3333333333,287.575
2013-02-17,2398.3333333333,2168.0,288.0
2013-02-18,2395.5,2183.0,288.425
2013-02-19,2374.0,2148.0,288.325
2013-02-20,2364.0,2168.0,288.575
2013-02-21,2315.0,2173.0,288.5
2013-02-22,2321.0,2183.6666666667,288.025
2013-02-23,2316.1666666667,2194.3333333333,287.9916666667
2013-02-24,2311.3333333333,2205.0,287.9583333333
2013-02-25,2306.5,2201.5,287.925
2013-02-26,2280.0,2187.0,288.1
2013-02-27,2311.0,2239.0,287.95
2013-02-28,2287.5,2254.0,287.275
2013-03-01,2220.0,2249.6666666667,287.225
2013-03-02,2225.0,2245.3333333333,287.2083333333
2013-03-03,2230.0,2241.0,287.1916666667
2013-03-04,2235.0,2239.0,287.175
2013-03-05,2207.0,2238.0,287.1
2013-03-06,2202.0,2235.0,287.7
2013-03-07,2167.0,2193.5,286.15
2013-03-08,2195.0,2219.3333333333,285.05
2013-03-09,2187.0,2245.1666666667,285.0
2013-03-10,2179.0,2271.0,284.95
2013-03-11,2171.0,2295.5,284.9
2013-03-12,2219.0,2304.0,283.3
2013-03-13,2234.0,2293.0,281.4
2013-03-14,2235.0,2303.0,279.0
2013-03-15,2235.0,2297.6666666667,277.5
2013-03-16,2211.5,2292.3333333333,276.8333333333
2013-03-17,2188.0,2287.0,276.1666666667
2013-03-18,2164.5,2310.0,275.5
2013-03-19,2160.0,2333.0,274.4
2013-03-20,2163.0,2331.0,271.475
2013-03-21,2184.0,2294.0,269.975
2013-03-22,2163.5,2302.3333333333,268.475
2013-03-23,2165.3333333333,2310.6666666667,267.975
2013-03-24,2167.1666666667,2319.0,267.475
2013-03-25,2169.0,2321.3333333333,266.975
2013-03-26,2162.5,2323.6666666667,265.975
2013-03-27,2089.0,2326.0,264.475
2013-03-28,2094.0,2324.0,262.725
2013-03-29,2090.8,2330.0,262.585
2013-03-30,2087.6,2336.0,262.445
2013-03-31,2084.4,2342.0,262.305
2013-04-01,2081.2,2366.25,262.165
2013-04-02,2078.0,2390.5,262.025
2013-04-03,2039.5,2419.5,261.425
2013-04-04,2037.5,2355.0,260.9
2013-04-05,2042.5,2335.1666666667,260.4
2013-04-06,2041.0,2315.3333333333,260.45
2013-04-07,2039.5,2295.5,260.5
2013-04-08,2038.0,2308.5,260.55
2013-04-09,2049.0,2340.0,260.4
2013-04-10,2088.0,2347.0,260.25
2013-04-11,2061.5,2333.0,260.175
2013-04-12,2047.0,2326.3333333333,259.375
2013-04-13,2025.5,2319.6666666667,259.2583333333
2013-04-14,2004.0,2313.0,259.1416666667
2013-04-15,1982.5,2267.0,259.025
2013-04-16,2038.0,2260.0,259.675
2013-04-17,2013.0,2267.0,259.475
2013-04-18,1997.5,2321.0,259.775
2013-04-19,2008.5,2315.0,259.85
2013-04-20,2004.8333333333,2309.0,259.85
2013-04-21,2001.1666666667,2303.0,259.85
2013-04-22,1997.5,2320.0,259.85
2013-04-23,1990.0,2380.0,258.825
2013-04-24,2009.5,2375.0,258.8
2013-04-25,2041.0,2401.5,258.45
2013-04-26,2037.0,2393.0,257.775
2013-04-27,2031.6666666667,2384.5,257.4166666667
2013-04-28,2026.3333333333,2376.0,257.0583333333
2013-04-29,2021.0,2386.0,256.7
2013-04-30,2019.0,2449.0,255.175
2013-05-01,1970.0,2442.0,254.325
2013-05-02,1979.0,2437.0,253.925
2013-05-03,1970.0,2442.6666666667,252.2
2013-05-04,1982.5,2448.3333333333,251.91875
2013-05-05,1995.0,2454.0,251.6375
2013-05-06,2007.5,2455.0,251.35625
2013-05-07,2020.0,2436.0,251.075
2013-05-08,2048.5,2418.0,248.2
2013-05-09,2012.5,2420.0,247.1
2013-05-10,1983.5,2419.0,245.425
2013-05-11,1982.6666666667,2418.0,244.875
2013-05-12,1981.8333333333,2417.0,244.325
2013-05-13,1981.0,2388.0,243.775
2013-05-14,1976.0,2435.0,245.65
2013-05-15,1949.0,2411.0,244.525
2013-05-16,1966.5,2415.0,243.25
2013-05-17,2003.0,2415.5,240.875
2013-05-18,2002.6666666667,2416.0,240.375
2013-05-19,2002.3333333333,2416.5,239.875
2013-05-20,2002.0,2396.0,239.375
2013-05-21,2040.5,2382.0,237.925
2013-05-22,2053.5,2330.0,236.275
2013-05-23,2025.0,2334.5,234.525
2013-05-24,2056.0,2327.3333333333,232.55
2013-05-25,2066.5,2320.1666666667,232.09375
2013-05-26,2077.0,2313.0,231.6375
2013-05-27,2087.5,2290.0,231.18125
2013-05-28,2098.0,2316.5,230.725
2013-05-29,2117.0,2295.0,225.15
2013-05-30,2150.0,2237.0,222.225
2013-05-31,2193.0,2239.6666666667,219.475
2013-06-01,2198.6666666667,2242.3333333333,218.65
2013-06-02,2204.3333333333,2245.0,217.825
2013-06-03,2210.0,2223.0,217.0
2013-06-04,2219.0,2219.0,213.55
2013-06-05,2246.5,2183.5,210.4
2013-06-06,2205.5,2212.0,207.75
2013-06-07,2188.0,2204.6666666667,205.225
2013-06-08,2166.3333333333,2197.3333333333,205.9333333333
2013-06-09,2144.6666666667,2190.0,206.6416666667
