index,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
2008-04-01,8325.5,6706.0,111.35
2008-04-02,8464.0,6818.0,112.075
2008-04-03,8591.0,7035.0,112.575
2008-04-04,8645.0,7006.8333333333,115.15
2008-04-05,8676.6666666667,6978.6666666667,115.4833333333
2008-04-06,8708.3333333333,6950.5,115.8166666667
2008-04-07,8740.0,7140.5,116.15
2008-04-08,8682.0,7370.5,115.05
2008-04-09,8650.0,7135.0,115.575
2008-04-10,8884.5,7220.0,116.1
2008-04-11,8810.0,7276.8333333333,115.15
2008-04-12,8766.5,7333.6666666667,115.5166666667
2008-04-13,8723.0,7390.5,115.8833333333
2008-04-14,8679.5,7251.0,116.25
2008-04-15,8720.0,7022.0,117.15
2008-04-16,8736.5,7125.5,116.15
2008-04-17,8861.5,7055.0,116.525
2008-04-18,8630.0,7001.6666666667,114.2
2008-04-19,8633.8333333333,6948.3333333333,114.0416666667
2008-04-20,8637.6666666667,6895.0,113.8833333333
2008-04-21,8641.5,6850.0,113.725
2008-04-22,8770.0,6980.0,113.725
2008-04-23,8796.0,7070.0,112.475
2008-04-24,8700.5,7126.0,112.2
2008-04-25,8600.0,7054.0,110.775
2008-04-26,8648.6666666667,6982.0,110.625
2008-04-27,8697.3333333333,6910.0,110.475
2008-04-28,8746.0,7179.0,110.325
2008-04-29,8740.0,7190.0,109.65
2008-04-30,8655.0,7170.0,110.525
2008-05-01,8686.0,7339.0,110.075
2008-05-02,8390.0,7324.3333333333,109.625
2008-05-03,8448.0,7309.6666666667,109.63125
2008-05-04,8506.0,7295.0,109.6375
2008-05-05,8564.0,7225.0,109.64375
2008-05-06,8622.0,7190.0,109.65
2008-05-07,8641.0,7360.0,109.025
2008-05-08,8460.0,7560.0,110.125
2008-05-09,8400.0,7636.6666666667,121.275
2008-05-10,8358.6666666667,7713.3333333333,121.4
2008-05-11,8317.3333333333,7790.0,121.525
2008-05-12,8276.0,7800.0,121.65
2008-05-13,8410.0,7656.0,121.775
2008-05-14,8180.0,7766.5,121.425
2008-05-15,8360.0,7781.0,120.85
2008-05-16,8470.0,7827.3333333333,121.225
2008-05-17,8493.3333333333,7873.6666666667,121.725
2008-05-18,8516.6666666667,7920.0,122.225
2008-05-19,8540.0,8040.0,122.725
2008-05-20,8360.0,8050.0,122.65
2008-05-21,8395.0,8241.0,124.95
2008-05-22,8420.0,8283.0,125.2
2008-05-23,8278.0,8262.1666666667,125.375
2008-05-24,8302.5,8241.3333333333,125.13125
2008-05-25,8327.0,8220.5,124.8875
2008-05-26,8351.5,8225.0,124.64375
2008-05-27,8376.0,8430.0,124.4
2008-05-28,8176.0,8440.0,125.8
2008-05-29,8110.0,8460.0,126.4
2008-05-30,8105.0,8471.6666666667,124.95
2008-05-31,8063.3333333333,8483.3333333333,124.6166666667
2008-06-01,8021.6666666667,8495.0,124.2833333333
2008-06-02,7980.0,8581.0,123.95
2008-06-03,8060.0,8320.5,122.9
2008-06-04,8006.0,8810.0,122.25
2008-06-05,7921.0,8560.0,123.5
2008-06-06,8106.0,8476.8333333333,122.55
2008-06-07,8101.5,8393.6666666667,122.0833333333
2008-06-08,8097.0,8310.5,121.6166666667
2008-06-09,8092.5,8500.0,121.15
2008-06-10,8050.0,8280.0,120.55
2008-06-11,7989.0,8445.0,121.275
2008-06-12,7955.0,8490.0,120.625
2008-06-13,8025.0,8373.3333333333,121.175
2008-06-14,8101.6666666667,8256.6666666667,121.4666666667
2008-06-15,8178.3333333333,8140.0,121.7583333333
2008-06-16,8255.0,8161.0,122.05
2008-06-17,8181.0,8112.0,123.55
2008-06-18,8296.0,7665.0,123.9
2008-06-19,8385.5,7752.0,124.225
2008-06-20,8590.0,7839.0,124.0
2008-06-21,8573.5,7926.0,123.7083333333
2008-06-22,8557.0,8013.0,123.4166666667
2008-06-23,8540.5,8100.0,123.125
2008-06-24,8491.5,8150.0,123.15
2008-06-25,8542.0,8350.0,122.625
2008-06-26,8551.0,8456.0,123.05
2008-06-27,8680.0,8440.6666666667,122.9
2008-06-28,8711.8333333333,8425.3333333333,122.8
2008-06-29,8743.6666666667,8410.0,122.7
2008-06-30,8775.5,8197.0,122.6
2008-07-01,8711.0,8345.0,122.35
2008-07-02,8750.5,8441.0,122.475
2008-07-03,8985.0,8510.5,122.5
2008-07-04,8661.0,8554.0,122.575
2008-07-05,8629.0,8597.5,122.4083333333
2008-07-06,8597.0,8641.0,122.2416666667
2008-07-07,8565.0,8559.0,122.075
2008-07-08,8540.0,8550.0,122.175
2008-07-09,8355.0,8720.5,124.325
2008-07-10,8423.0,8660.0,124.85
2008-07-11,8499.0,8613.3333333333,124.125
2008-07-12,8492.6666666667,8566.6666666667,124.325
2008-07-13,8486.3333333333,8520.0,124.525
2008-07-14,8480.0,8589.0,124.725
2008-07-15,8475.5,8635.0,125.05
2008-07-16,8291.0,8750.5,125.7
2008-07-17,8301.0,8532.0,127.9
2008-07-18,8324.0,8538.3333333333,128.55
2008-07-19,8346.0,8544.6666666667,128.6083333333
2008-07-20,8368.0,8551.0,128.6666666667
2008-07-21,8390.0,8650.0,128.725
2008-07-22,8441.0,8695.5,129.325
2008-07-23,8310.0,8595.0,129.45
2008-07-24,8259.5,8521.0,130.875
2008-07-25,8160.0,8547.6666666667,133.475
2008-07-26,8170.0,8574.3333333333,134.3333333333
2008-07-27,8180.0,8601.0,135.1916666667
2008-07-28,8190.0,8585.5,136.05
2008-07-29,8096.0,8500.0,136.725
2008-07-30,8055.0,8540.0,137.95
2008-07-31,8260.5,8225.0,142.4
2008-08-01,8096.0,8288.75,144.65
2008-08-02,8032.3333333333,8352.5,145.1666666667
2008-08-03,7968.6666666667,8416.25,145.6833333333
2008-08-04,7905.0,8480.0,146.2
2008-08-05,7809.5,8505.0,148.75
2008-08-06,7871.0,8285.0,150.325
2008-08-07,7826.0,8270.0,151.1
2008-08-08,7550.0,8237.0,150.875
2008-08-09,7520.1666666667,8204.0,151.125
2008-08-10,7490.3333333333,8171.0,151.375
2008-08-11,7460.5,8300.5,151.625
2008-08-12,7261.0,8090.0,151.7
2008-08-13,7318.0,8193.5,151.575
2008-08-14,7640.0,8342.0,153.95
2008-08-15,7310.0,8364.6666666667,154.05
2008-08-16,7350.6666666667,8387.3333333333,154.225
2008-08-17,7391.3333333333,8410.0,154.4
2008-08-18,7432.0,8236.0,154.575
2008-08-19,7477.0,8290.0,156.15
2008-08-20,7670.0,8301.0,156.125
2008-08-21,7842.0,8155.0,156.525
2008-08-22,7861.0,8173.75,163.8
2008-08-23,7791.0,8192.5,164.575
2008-08-24,7721.0,8211.25,165.35
2008-08-25,7651.0,8230.0,166.125
2008-08-26,7581.0,8061.0,166.9
2008-08-27,7626.0,7981.0,167.85
2008-08-28,7648.0,7955.0,170.05
2008-08-29,7510.0,7920.0,173.375
2008-08-30,7463.6666666667,7885.0,173.4916666667
2008-08-31,7417.3333333333,7850.0,173.6083333333
2008-09-01,7371.0,7927.0,173.725
2008-09-02,7225.0,7871.0,179.8
2008-09-03,7360.0,7789.5,180.525
2008-09-04,7420.0,7986.0,182.1
2008-09-05,7075.0,7984.0,200.875
2008-09-06,7046.6666666667,7982.0,200.8583333333
2008-09-07,7018.3333333333,7980.0,200.8416666667
2008-09-08,6990.0,7921.0,200.825
2008-09-09,6926.0,7841.0,202.125
2008-09-10,6861.0,7815.0,203.85
2008-09-11,6900.0,7865.0,204.125
2008-09-12,7096.0,7923.3333333333,203.075
2008-09-13,7023.6666666667,7981.6666666667,203.5
2008-09-14,6951.3333333333,8040.0,203.925
2008-09-15,6879.0,8042.5,204.35
2008-09-16,6841.0,8126.0,203.975
2008-09-17,6932.0,8228.0,203.975
2008-09-18,6932.0,8421.0,204.15
2008-09-19,6900.0,8409.0,209.8
2008-09-20,6988.6666666667,8397.0,208.7666666667
2008-09-21,7077.3333333333,8385.0,207.7333333333
2008-09-22,7166.0,8341.0,206.7
2008-09-23,7090.0,8374.0,202.075
2008-09-24,6995.0,8388.0,201.05
2008-09-25,6905.0,8500.0,200.525
2008-09-26,6926.0,8528.3333333333,200.175
2008-09-27,6814.0,8556.6666666667,199.7583333333
2008-09-28,6702.0,8585.0,199.3416666667
2008-09-29,6590.0,8550.5,198.925
2008-09-30,6419.0,8595.0,198.6
2008-10-01,6379.0,8812.0,199.05
2008-10-02,6221.0,8501.0,199.075
2008-10-03,5960.0,8470.6666666667,198.5
2008-10-04,5875.3333333333,8440.3333333333,198.5833333333
2008-10-05,5790.6666666667,8410.0,198.6666666667
2008-10-06,5706.0,8370.0,198.75
2008-10-07,5739.0,8200.0,208.35
2008-10-08,5505.0,8279.0,208.525
2008-10-09,5402.0,8291.0,209.3
2008-10-10,5000.0,8284.3333333333,209.4
2008-10-11,5010.3333333333,8277.6666666667,209.375
2008-10-12,5020.6666666667,8271.0,209.35
2008-10-13,5031.0,8275.5,209.325
2008-10-14,5555.0,8085.0,211.8
2008-10-15,5126.0,8086.0,211.625
2008-10-16,4880.0,8096.0,212.025
2008-10-17,4701.0,8117.6666666667,211.45
2008-10-18,4759.1666666667,8139.3333333333,211.7666666667
2008-10-19,4817.3333333333,8161.0,212.0833333333
2008-10-20,4875.5,8226.0,212.4
2008-10-21,4490.0,8110.0,205.9
2008-10-22,4286.0,8031.5,207.75
2008-10-23,3986.0,7955.0,209.25
2008-10-24,3721.0,7962.0,211.975
2008-10-25,3709.3333333333,7969.0,212.4416666667
2008-10-26,3697.6666666667,7976.0,212.9083333333
2008-10-27,3686.0,7913.0,213.375
2008-10-28,4129.0,7858.0,215.55
2008-10-29,4420.5,8075.0,217.3
2008-10-30,4497.0,7910.0,223.875
2008-10-31,3995.0,7858.3333333333,230.65
2008-11-01,3983.3333333333,7806.6666666667,233.075
2008-11-02,3971.6666666667,7755.0,235.5
2008-11-03,3960.0,7621.0,237.925
2008-11-04,4231.0,7721.0,241.65
2008-11-05,4071.0,7685.0,247.475
2008-11-06,3890.0,7430.0,252.55
2008-11-07,3761.0,7413.3333333333,254.8
2008-11-08,3761.0,7396.6666666667,254.8
2008-11-09,3883.0,7380.0,257.825
2008-11-10,4005.0,7226.0,260.85
2008-11-11,3690.5,7240.0,265.475
2008-11-12,3592.0,7590.0,270.1
2008-11-13,3591.0,7275.0,272.625
2008-11-14,3722.0,7320.0,274.1
2008-11-15,3674.8333333333,7365.0,274.7
2008-11-16,3627.6666666667,7410.0,275.3
2008-11-17,3580.5,7391.0,275.9
2008-11-18,3511.0,7565.0,278.575
2008-11-19,3565.0,7745.0,280.05
2008-11-20,3430.5,7762.0,281.625
2008-11-21,3470.5,7699.0,283.125
2008-11-22,3552.1666666667,7636.0,283.55
2008-11-23,3633.8333333333,7573.0,283.975
2008-11-24,3715.5,7510.0,284.4
2008-11-25,3565.5,7561.0,287.225
2008-11-26,3742.0,7590.0,286.35
2008-11-27,3665.0,7450.0,288.725
2008-11-28,3581.0,7420.0,291.65
2008-11-29,3585.8333333333,7390.0,291.5
2008-11-30,3590.6666666667,7360.0,291.35
2008-12-01,3595.5,7181.0,291.2
2008-12-02,3530.5,7309.0,293.025
2008-12-03,3423.0,7375.0,292.775
2008-12-04,3360.5,7035.0,292.975
2008-12-05,3050.5,7013.3333333333,297.3
2008-12-06,3080.6666666667,6991.6666666667,298.4416666667
2008-12-07,3110.8333333333,6970.0,299.5833333333
2008-12-08,3141.0,6878.5,300.725
2008-12-09,3120.0,6850.0,302.575
2008-12-10,3180.5,6866.0,303.6
2008-12-11,3232.5,7056.0,302.85
2008-12-12,2982.0,6977.5,306.825
2008-12-13,3013.1666666667,6899.0,309.4916666667
2008-12-14,3044.3333333333,6820.5,312.1583333333
2008-12-15,3075.5,6795.0,314.825
2008-12-16,3020.5,6886.0,318.625
2008-12-17,3000.0,6890.0,321.9
2008-12-18,2885.5,6867.0,324.175
2008-12-19,2826.0,6958.0,324.3
2008-12-20,2854.1666666667,7049.0,325.3666666667
2008-12-21,2882.3333333333,7140.0,326.4333333333
2008-12-22,2910.5,7091.0,327.5
2008-12-23,2850.5,6995.0,328.2
2008-12-24,2770.0,6866.0,331.45
2008-12-25,2784.6,6885.5,332.5
2008-12-26,2799.2,6775.3333333333,333.55
2008-12-27,2813.8,6665.1666666667,334.6
2008-12-28,2828.4,6555.0,335.65
2008-12-29,2843.0,6399.0,336.7
2008-12-30,2812.0,6361.0,337.35
2008-12-31,2902.0,6190.0,339.775
2009-01-01,2986.5,5885.0,340.1625
2009-01-02,3071.0,5793.6666666667,340.55
2009-01-03,3081.1666666667,5702.3333333333,341.05
2009-01-04,3091.3333333333,5611.0,341.55
2009-01-05,3101.5,5630.0,342.05
2009-01-06,3332.0,5440.0,343.5
2009-01-07,3390.5,5341.0,351.325
2009-01-08,3170.5,4880.0,357.7
2009-01-09,3280.0,4893.3333333333,363.575
2009-01-10,3243.8333333333,4906.6666666667,365.55
2009-01-11,3207.6666666667,4920.0,367.525
2009-01-12,3171.5,5520.0,369.5
2009-01-13,3139.0,5060.0,374.85
2009-01-14,3274.0,4819.0,382.15
2009-01-15,3210.5,4650.0,387.325
2009-01-16,3343.0,4708.6666666667,391.525
2009-01-17,3335.6666666667,4767.3333333333,392.2416666667
2009-01-18,3328.3333333333,4826.0,392.9583333333
2009-01-19,3321.0,4510.0,393.675
2009-01-20,3275.5,4285.0,409.1
2009-01-21,3211.0,3965.0,417.475
2009-01-22,3155.0,3725.0,422.45
2009-01-23,3050.5,3719.6666666667,424.625
2009-01-24,3127.3333333333,3714.3333333333,429.5583333333
2009-01-25,3204.1666666667,3709.0,434.4916666667
2009-01-26,3281.0,4090.0,439.425
2009-01-27,3330.5,4425.0,451.8
2009-01-28,3295.0,4500.0,454.925
2009-01-29,3125.5,3990.0,477.675
2009-01-30,3106.0,3981.6666666667,491.525
2009-01-31,3119.1666666667,3973.3333333333,491.4166666667
2009-02-01,3132.3333333333,3965.0,491.3083333333
2009-02-02,3145.5,4236.0,491.2
2009-02-03,3201.0,4091.0,495.3
2009-02-04,3320.0,3925.0,499.95
2009-02-05,3350.5,3815.0,502.6
2009-02-06,3440.5,3815.0,504.625
2009-02-07,3469.3333333333,3920.5,505.675
2009-02-08,3498.1666666667,4026.0,506.725
2009-02-09,3527.0,3715.0,507.775
2009-02-10,3461.0,3635.0,514.425
2009-02-11,3377.0,3660.0,516.45
2009-02-12,3350.5,3785.0,516.675
2009-02-13,3407.0,3750.0,519.55
2009-02-14,3361.8333333333,3715.0,520.8083333333
2009-02-15,3316.6666666667,3680.0,522.0666666667
2009-02-16,3271.5,3590.5,523.325
2009-02-17,3271.0,3611.0,526.425
2009-02-18,3151.5,3475.0,525.3
2009-02-19,3291.0,3510.0,528.25
2009-02-20,3150.0,3592.0,545.6
2009-02-21,3168.5,3674.0,545.2833333333
2009-02-22,3187.0,3756.0,544.9666666667
2009-02-23,3205.5,3601.0,544.65
2009-02-24,3190.5,3790.0,546.6
2009-02-25,3350.5,3695.0,548.4
2009-02-26,3443.0,3625.0,545.475
2009-02-27,3390.0,3625.0,542.3
2009-02-28,3370.0,3625.0,540.425
2009-03-01,3350.0,3625.0,538.55
2009-03-02,3330.0,3559.0,536.675
2009-03-03,3480.0,3456.0,530.875
2009-03-04,3545.0,3395.0,526.025
2009-03-05,3640.5,3077.0,525.2
2009-03-06,3693.0,3115.3333333333,522.025
2009-03-07,3651.0,3153.6666666667,520.9166666667
2009-03-08,3609.0,3192.0,519.8083333333
2009-03-09,3567.0,3137.0,518.7
2009-03-10,3667.5,3216.0,512.025
2009-03-11,3636.0,3261.0,501.875
2009-03-12,3494.0,3021.0,504.325
2009-03-13,3671.0,3057.3333333333,497.625
2009-03-14,3677.3333333333,3093.6666666667,496.7
2009-03-15,3683.6666666667,3130.0,495.775
2009-03-16,3690.0,3065.0,494.85
2009-03-17,3761.0,3041.5,494.525
2009-03-18,3740.0,2920.5,495.15
2009-03-19,3930.0,2870.5,493.45
2009-03-20,3911.0,2900.3333333333,503.95
2009-03-21,3942.8333333333,2930.1666666667,505.4083333333
2009-03-22,3974.6666666667,2960.0,506.8666666667
2009-03-23,4006.5,2875.0,508.325
2009-03-24,3911.0,2820.0,505.425
2009-03-25,3890.0,2832.4,503.675
2009-03-26,4078.0,2844.8,503.9
2009-03-27,3946.0,2857.2,500.75
2009-03-28,3921.3333333333,2869.6,500.9666666667
2009-03-29,3896.6666666667,2882.0,501.1833333333
2009-03-30,3872.0,2850.0,501.4
2009-03-31,4035.0,2935.0,499.625
2009-04-01,3963.5,3033.0,501.775
2009-04-02,4110.5,3131.0,506.975
2009-04-03,4130.0,3140.6666666667,502.15
2009-04-04,4196.8333333333,3150.3333333333,503.0416666667
2009-04-05,4263.6666666667,3160.0,503.9333333333
2009-04-06,4330.5,3370.0,504.825
2009-04-07,4309.0,3434.0,501.9
2009-04-08,4305.0,3210.0,504.2
2009-04-09,4465.0,3330.0,496.775
2009-04-10,4488.4,3290.0,495.82
2009-04-11,4511.8,3250.0,494.865
2009-04-12,4535.2,3210.0,493.91
2009-04-13,4558.6,3162.0,492.955
2009-04-14,4582.0,3315.0,492.0
2009-04-15,4750.0,3240.5,480.4
2009-04-16,4766.0,3400.0,475.2
2009-04-17,4725.0,3373.3333333333,469.625
2009-04-18,4695.3333333333,3346.6666666667,467.1916666667
2009-04-19,4665.6666666667,3320.0,464.7583333333
2009-04-20,4636.0,3301.0,462.325
2009-04-21,4402.5,3250.5,457.3
2009-04-22,4447.0,3205.0,450.1
2009-04-23,4541.0,3086.0,440.475
2009-04-24,4362.0,3164.3333333333,429.55
2009-04-25,4343.1666666667,3242.6666666667,428.125
2009-04-26,4324.3333333333,3321.0,426.7
2009-04-27,4305.5,3376.5,425.275
2009-04-28,4185.0,3339.0,420.275
2009-04-29,4300.5,3168.0,411.45
2009-04-30,4515.0,3150.0,405.775
2009-05-01,4501.0,3161.3333333333,398.7
2009-05-02,4535.75,3172.6666666667,397.75625
2009-05-03,4570.5,3184.0,396.8125
2009-05-04,4605.25,3231.0,395.86875
2009-05-05,4640.0,3390.0,394.925
2009-05-06,4591.0,3391.0,402.15
2009-05-07,4760.0,3482.0,393.9
2009-05-08,4752.0,3508.5,389.0
2009-05-09,4677.0,3535.0,387.725
2009-05-10,4602.0,3561.5,386.45
2009-05-11,4527.0,3500.0,385.175
2009-05-12,4626.0,3416.0,379.025
2009-05-13,4508.0,3395.0,373.75
2009-05-14,4309.0,3450.0,370.65
2009-05-15,4348.0,3408.3333333333,357.8
2009-05-16,4365.3333333333,3366.6666666667,356.3833333333
2009-05-17,4382.6666666667,3325.0,354.9666666667
2009-05-18,4400.0,3301.0,353.55
2009-05-19,4601.0,3196.5,348.825
2009-05-20,4539.0,3326.0,341.475
2009-05-21,4504.0,3171.5,336.075
2009-05-22,4586.0,3193.0,333.375
2009-05-23,4574.0,3214.5,331.675
2009-05-24,4562.0,3236.0,329.975
2009-05-25,4550.0,3216.0,328.275
2009-05-26,4538.0,3390.0,326.575
2009-05-27,4661.0,3466.0,319.275
2009-05-28,4637.0,3421.0,317.125
2009-05-29,4776.0,3399.1666666667,312.275
2009-05-30,4833.0,3377.3333333333,312.175
2009-05-31,4890.0,3355.5,312.075
2009-06-01,4947.0,3500.0,311.975
2009-06-02,5026.0,3570.0,309.225
2009-06-03,4951.5,3665.0,306.525
2009-06-04,4870.0,3725.0,303.2
2009-06-05,5055.0,3683.3333333333,299.975
2009-06-06,5015.3333333333,3641.6666666667,299.2666666667
2009-06-07,4975.6666666667,3600.0,298.5583333333
2009-06-08,4936.0,3708.0,297.85
2009-06-09,5047.0,3666.0,296.35
2009-06-10,5180.0,3525.5,294.275
2009-06-11,5266.0,3692.0,293.175
2009-06-12,5240.5,3713.0,290.275
2009-06-13,5185.3333333333,3734.0,289.175
2009-06-14,5130.1666666667,3755.0,288.075
2009-06-15,5075.0,3801.0,286.975
2009-06-16,5049.0,3763.0,285.05
2009-06-17,4903.0,3980.0,283.175
2009-06-18,4901.0,3960.0,281.6
2009-06-19,5020.0,3988.6666666667,280.35
2009-06-20,4953.6666666667,4017.3333333333,279.4333333333
2009-06-21,4887.3333333333,4046.0,278.5166666667
2009-06-22,4821.0,3950.0,277.6
2009-06-23,4810.0,3929.0,276.275
2009-06-24,4890.5,4115.0,275.05
2009-06-25,5023.5,3995.0,271.6
2009-06-26,5101.5,3973.3333333333,270.25
2009-06-27,5096.1666666667,3951.6666666667,269.2666666667
2009-06-28,5090.8333333333,3930.0,268.2833333333
2009-06-29,5085.5,4051.0,267.3
2009-06-30,5108.0,4005.0,265.95
2009-07-01,5042.0,4136.0,265.725
2009-07-02,5006.0,4161.0,264.225
2009-07-03,4991.0,4225.8333333333,268.275
2009-07-04,4947.0,4290.6666666667,268.575
2009-07-05,4903.0,4355.5,268.875
2009-07-06,4859.0,4335.5,269.175
2009-07-07,5012.0,4340.0,265.925
2009-07-08,4850.0,4496.0,265.35
2009-07-09,4821.0,4520.8,261.975
2009-07-10,4840.0,4545.6,258.575
2009-07-11,4854.3333333333,4570.4,258.125
2009-07-12,4868.6666666667,4595.2,257.675
2009-07-13,4883.0,4620.0,257.225
2009-07-14,5011.0,4770.0,256.9
2009-07-15,5181.5,4769.0,261.1
2009-07-16,5231.5,4721.0,260.875
2009-07-17,5230.0,4695.6666666667,264.15
2009-07-18,5286.6666666667,4670.3333333333,264.75
2009-07-19,5343.3333333333,4645.0,265.35
2009-07-20,5400.0,4405.0,265.95
2009-07-21,5345.0,4441.0,266.425
2009-07-22,5342.0,4549.0,268.5
2009-07-23,5474.0,4355.5,271.725
2009-07-24,5551.0,4339.0,273.95
2009-07-25,5572.3333333333,4322.5,275.1083333333
2009-07-26,5593.6666666667,4306.0,276.2666666667
2009-07-27,5615.0,4182.0,277.425
2009-07-28,5615.0,4296.0,278.925
2009-07-29,5410.5,4491.0,278.35
2009-07-30,5497.0,4516.0,278.05
2009-07-31,5750.0,4546.25,280.875
2009-08-01,5824.0,4576.5,281.2916666667
2009-08-02,5898.0,4606.75,281.7083333333
2009-08-03,5972.0,4637.0,282.125
2009-08-04,5917.0,4596.0,285.9
2009-08-05,6132.0,4780.0,285.1
2009-08-06,6035.0,4764.0,284.375
2009-08-07,5964.0,4689.3333333333,292.125
2009-08-08,6041.6666666667,4614.6666666667,291.8416666667
2009-08-09,6119.3333333333,4540.0,291.5583333333
2009-08-10,6197.0,4659.0,291.275
2009-08-11,6136.0,4530.0,291.175
2009-08-12,6029.0,4323.0,292.4
2009-08-13,6419.0,4351.0,291.975
2009-08-14,6386.0,4374.0,292.875
2009-08-15,6289.3333333333,4397.0,293.2666666667
2009-08-16,6192.6666666667,4420.0,293.6583333333
2009-08-17,6096.0,4632.0,294.05
2009-08-18,6116.0,4550.0,292.75
2009-08-19,5947.0,4520.0,292.0
2009-08-20,6122.0,4591.0,293.25
2009-08-21,6135.0,4583.375,293.125
2009-08-22,6210.3333333333,4575.75,292.9916666667
2009-08-23,6285.6666666667,4568.125,292.8583333333
2009-08-24,6361.0,4560.5,292.725
2009-08-25,6285.5,4655.0,296.6
2009-08-26,6305.0,4660.0,296.4
2009-08-27,6261.0,4787.0,297.55
2009-08-28,6490.5,4843.1666666667,298.925
2009-08-29,6428.0,4899.3333333333,299.18125
2009-08-30,6365.5,4955.5,299.4375
2009-08-31,6303.0,5045.0,299.69375
2009-09-01,6240.5,4969.0,299.95
2009-09-02,6080.0,4890.0,302.95
2009-09-03,6280.0,5056.0,306.35
2009-09-04,6280.0,5024.0,308.2
2009-09-05,6285.8333333333,4992.0,309.1083333333
2009-09-06,6291.6666666667,4960.0,310.0166666667
2009-09-07,6297.5,5065.0,310.925
2009-09-08,6465.5,5192.0,315.55
2009-09-09,6415.5,5290.0,316.8
2009-09-10,6305.0,5255.0,317.575
2009-09-11,6290.0,5198.3333333333,318.325
2009-09-12,6241.8333333333,5141.6666666667,318.8166666667
2009-09-13,6193.6666666667,5085.0,319.3083333333
2009-09-14,6145.5,5070.0,319.8
2009-09-15,6156.0,4925.0,322.55
2009-09-16,6315.5,4922.0,323.225
2009-09-17,6302.0,5040.0,324.375
2009-09-18,6231.0,4976.6666666667,327.7
2009-09-19,6183.6666666667,4913.3333333333,329.075
2009-09-20,6136.3333333333,4850.0,330.45
2009-09-21,6089.0,4825.0,331.825
2009-09-22,6295.5,4915.5,331.775
2009-09-23,6111.0,5035.0,331.95
2009-09-24,6089.5,5120.0,340.875
2009-09-25,5966.0,5113.6666666667,340.7
2009-09-26,5942.6666666667,5107.3333333333,341.9166666667
2009-09-27,5919.3333333333,5101.0,343.1333333333
2009-09-28,5896.0,5102.0,344.35
2009-09-29,5934.5,5052.0,344.225
2009-09-30,6136.0,5020.0,345.65
2009-10-01,6082.0,5000.0,346.05
2009-10-02,5872.0,4953.6666666667,345.425
2009-10-03,5866.6666666667,4907.3333333333,345.3583333333
2009-10-04,5861.3333333333,4861.0,345.2916666667
2009-10-05,5856.0,5030.0,345.225
2009-10-06,6042.0,4865.5,346.425
2009-10-07,6060.5,4825.0,347.15
2009-10-08,6241.5,4830.0,346.85
2009-10-09,6265.5,4847.5,346.6
2009-10-10,6255.6666666667,4865.0,346.8583333333
2009-10-11,6245.8333333333,4882.5,347.1166666667
2009-10-12,6236.0,4982.0,347.375
2009-10-13,6282.0,5175.0,347.95
2009-10-14,6192.0,5235.0,353.225
2009-10-15,6077.0,5233.0,353.325
2009-10-16,6160.5,5295.3333333333,357.85
2009-10-17,6193.6666666667,5357.6666666667,357.475
2009-10-18,6226.8333333333,5420.0,357.1
2009-10-19,6260.0,5356.0,356.725
2009-10-20,6444.0,5361.0,357.275
2009-10-21,6346.0,5485.5,362.55
2009-10-22,6565.5,5550.5,364.075
2009-10-23,6640.0,5574.0,367.075
2009-10-24,6651.8333333333,5597.5,367.6666666667
2009-10-25,6663.6666666667,5621.0,368.2583333333
2009-10-26,6675.5,5625.0,368.85
2009-10-27,6563.0,5421.0,370.65
2009-10-28,6475.0,5501.0,371.725
2009-10-29,6424.5,5710.0,371.4
2009-10-30,6575.0,5801.6666666667,372.2
2009-10-31,6541.0,5893.3333333333,372.1916666667
2009-11-01,6507.0,5985.0,372.1833333333
2009-11-02,6473.0,5923.0,372.175
2009-11-03,6395.5,6139.0,373.8
2009-11-04,6571.0,6038.0,374.05
2009-11-05,6527.5,5971.0,379.825
2009-11-06,6532.0,6047.6666666667,385.575
2009-11-07,6543.0,6124.3333333333,386.875
2009-11-08,6554.0,6201.0,388.175
2009-11-09,6565.0,6137.0,389.475
2009-11-10,6475.0,6026.5,394.15
2009-11-11,6595.5,6415.5,397.325
2009-11-12,6475.0,6400.0,402.125
2009-11-13,6500.0,6292.0,403.625
2009-11-14,6566.8333333333,6184.0,404.5666666667
2009-11-15,6633.6666666667,6076.0,405.5083333333
2009-11-16,6700.5,6121.5,406.45
2009-11-17,6761.0,5945.0,410.0
2009-11-18,6926.0,6122.0,414.1
2009-11-19,6761.0,6160.0,420.55
2009-11-20,6731.0,6227.3333333333,421.875
2009-11-21,6802.5,6294.6666666667,422.8916666667
2009-11-22,6874.0,6362.0,423.9083333333
2009-11-23,6945.5,6310.0,424.925
2009-11-24,6865.0,6310.0,429.65
2009-11-25,6914.0,6290.0,431.6
2009-11-26,6904.5,6500.0,432.075
2009-11-27,6755.0,6440.25,435.075
2009-11-28,6774.8333333333,6380.5,436.225
2009-11-29,6794.6666666667,6320.75,437.375
2009-11-30,6814.5,6261.0,438.525
2009-12-01,6990.0,6085.0,441.0
2009-12-02,7055.0,6281.0,443.0
2009-12-03,7071.0,6300.5,445.4
2009-12-04,7026.0,6305.3333333333,446.075
2009-12-05,6990.8333333333,6310.1666666667,448.2333333333
2009-12-06,6955.6666666667,6315.0,450.3916666667
2009-12-07,6920.5,6450.0,452.55
2009-12-08,6960.5,6432.0,453.3
