index,LME Nickel Cash-Settlement,LME Nickel 3-month,LME Nickel stock
2008-04-01,26250.0,26725.0,47.1222352941
2008-04-02,26214.2857142857,28400.0,47.1206218487
2008-04-03,26178.5714285714,29825.0,47.1190084034
2008-04-04,26142.8571428571,29285.0,47.117394958
2008-04-05,26107.1428571429,28745.0,47.1157815126
2008-04-06,26071.4285714286,28205.0,47.1141680672
2008-04-07,26035.7142857143,29135.0,47.1125546218
2008-04-08,26000.0,29200.0,47.1109411765
2008-04-09,25964.2857142857,28500.0,47.1093277311
2008-04-10,25928.5714285714,28050.0,47.1077142857
2008-04-11,25892.8571428571,28368.3333333333,47.1061008403
2008-04-12,25857.1428571429,28686.6666666667,47.104487395
2008-04-13,25821.4285714286,29005.0,47.1028739496
2008-04-14,25785.7142857143,28710.0,47.1012605042
2008-04-15,25750.0,28200.0,47.0996470588
2008-04-16,25714.2857142857,28005.0,47.0980336134
2008-04-17,25678.5714285714,27860.0,47.0964201681
2008-04-18,25642.8571428571,27806.6666666667,47.0948067227
2008-04-19,25607.1428571429,27753.3333333333,47.0931932773
2008-04-20,25571.4285714286,27700.0,47.0915798319
2008-04-21,25535.7142857143,26850.0,47.0899663866
2008-04-22,25500.0,27050.0,47.0883529412
2008-04-23,25464.2857142857,27200.0,47.0867394958
2008-04-24,25428.5714285714,27400.0,47.0851260504
2008-04-25,25392.8571428571,27175.0,47.083512605
2008-04-26,25357.1428571429,26950.0,47.0818991597
2008-04-27,25321.4285714286,26725.0,47.0802857143
2008-04-28,25285.7142857143,27600.0,47.0786722689
2008-04-29,25250.0,27705.0,47.0770588235
2008-04-30,25214.2857142857,27900.0,47.0754453782
2008-05-01,25178.5714285714,28050.0,47.0738319328
2008-05-02,25142.8571428571,27925.0,47.0722184874
2008-05-03,25107.1428571429,27800.0,47.070605042
2008-05-04,25071.4285714286,27675.0,47.0689915966
2008-05-05,25035.7142857143,26805.0,47.0673781513
2008-05-06,25000.0,26705.0,47.0657647059
2008-05-07,24964.2857142857,26800.0,47.0641512605
2008-05-08,24928.5714285714,27605.0,47.0625378151
2008-05-09,24892.8571428571,27806.6666666667,47.0609243697
2008-05-10,24857.1428571429,28008.3333333333,47.0593109244
2008-05-11,24821.4285714286,28210.0,47.057697479
2008-05-12,24785.7142857143,28050.0,47.0560840336
2008-05-13,24750.0,27850.0,47.0544705882
2008-05-14,24714.2857142857,27500.0,47.0528571429
2008-05-15,24678.5714285714,27825.0,47.0512436975
2008-05-16,24642.8571428571,27791.6666666667,47.0496302521
2008-05-17,24607.1428571429,27758.3333333333,47.0480168067
2008-05-18,24571.4285714286,27725.0,47.0464033613
2008-05-19,24535.7142857143,27910.0,47.044789916
2008-05-20,24500.0,27875.0420168067,47.0431764706
2008-05-21,24464.2857142857,27840.0840336134,47.0415630252
2008-05-22,24428.5714285714,27805.1260504202,47.0399495798
2008-05-23,24392.8571428571,27770.1680672269,47.0383361345
2008-05-24,24357.1428571429,27735.2100840336,47.0367226891
2008-05-25,24321.4285714286,27700.2521008403,47.0351092437
2008-05-26,24285.7142857143,27665.2941176471,47.0334957983
2008-05-27,24250.0,27630.3361344538,47.0318823529
2008-05-28,24214.2857142857,27595.3781512605,47.0302689076
2008-05-29,24178.5714285714,27560.4201680672,47.0286554622
2008-05-30,24142.8571428571,27525.4621848739,47.0270420168
2008-05-31,24107.1428571429,27490.5042016807,47.0254285714
2008-06-01,24071.4285714286,27455.5462184874,47.0238151261
2008-06-02,24035.7142857143,27420.5882352941,47.0222016807
2008-06-03,24000.0,27385.6302521008,47.0205882353
2008-06-04,23964.2857142857,27350.6722689076,47.0189747899
2008-06-05,23928.5714285714,27315.7142857143,47.0173613445
2008-06-06,23892.8571428571,27280.756302521,47.0157478992
2008-06-07,23857.1428571429,27245.7983193277,47.0141344538
2008-06-08,23821.4285714286,27210.8403361345,47.0125210084
2008-06-09,23785.7142857143,27175.8823529412,47.010907563
2008-06-10,23750.0,27140.9243697479,47.0092941176
2008-06-11,23714.2857142857,27105.9663865546,47.0076806723
2008-06-12,23678.5714285714,27071.0084033613,47.0060672269
2008-06-13,23642.8571428571,27036.0504201681,47.0044537815
2008-06-14,23607.1428571429,27001.0924369748,47.0028403361
2008-06-15,23571.4285714286,26966.1344537815,47.0012268908
2008-06-16,23535.7142857143,26931.1764705882,46.9996134454
2008-06-17,23500.0,26896.218487395,46.998
2008-06-18,23610.0,26861.2605042017,46.818
2008-06-19,22605.0,26826.3025210084,46.776
2008-06-20,22505.0,26791.3445378151,46.86
2008-06-21,22386.6666666667,26756.3865546218,46.818
2008-06-22,22268.3333333333,26721.4285714286,46.776
2008-06-23,22150.0,26686.4705882353,46.734
2008-06-24,21605.0,26651.512605042,46.296
2008-06-25,21530.0,26616.5546218487,46.218
2008-06-26,21905.0,26581.5966386555,46.128
2008-06-27,21600.0,26546.6386554622,46.482
2008-06-28,21625.0,26511.6806722689,46.5
2008-06-29,21650.0,26476.7226890756,46.518
2008-06-30,21675.0,26441.7647058824,46.536
2008-07-01,21735.0,26406.8067226891,46.692
2008-07-02,21275.0,26371.8487394958,46.86
2008-07-03,20965.0,26336.8907563025,47.058
2008-07-04,20400.0,26301.9327731092,47.016
2008-07-05,20443.3333333333,26266.974789916,47.0
2008-07-06,20486.6666666667,26232.0168067227,46.984
2008-07-07,20530.0,26197.0588235294,46.968
2008-07-08,20615.0,26162.1008403361,46.956
2008-07-09,20510.0,26127.1428571429,46.818
2008-07-10,21880.0,26092.1848739496,46.686
2008-07-11,21650.0,26057.2268907563,46.398
2008-07-12,21335.0,26022.268907563,46.25
2008-07-13,21020.0,25987.3109243697,46.102
2008-07-14,20705.0,25952.3529411765,45.954
2008-07-15,20745.0,25917.3949579832,45.756
2008-07-16,20305.0,25882.4369747899,45.498
2008-07-17,20450.0,25847.4789915966,44.526
2008-07-18,20405.0,25812.5210084034,43.788
2008-07-19,20403.3333333333,25777.5630252101,43.768
2008-07-20,20401.6666666667,25742.6050420168,43.748
2008-07-21,20400.0,25707.6470588235,43.728
2008-07-22,20380.0,25672.6890756303,43.554
2008-07-23,20235.0,25637.731092437,43.188
2008-07-24,19010.0,25602.7731092437,43.368
2008-07-25,18225.0,25567.8151260504,43.38
2008-07-26,18200.0,25532.8571428571,43.706
2008-07-27,18175.0,25497.8991596639,44.032
2008-07-28,18150.0,25462.9411764706,44.358
2008-07-29,18260.0,25427.9831932773,44.124
2008-07-30,18220.0,25393.025210084,44.622
2008-07-31,18635.0,25358.0672268908,44.526
2008-08-01,18155.0,25323.1092436975,44.442
2008-08-02,18105.0,25288.1512605042,44.524
2008-08-03,18055.0,25253.1932773109,44.606
2008-08-04,18005.0,25218.2352941176,44.688
2008-08-05,17445.0,25183.2773109244,44.91
2008-08-06,17495.0,25148.3193277311,44.886
2008-08-07,18550.0,25113.3613445378,45.264
2008-08-08,17850.0,25078.4033613445,45.27
2008-08-09,17883.3333333333,25043.4453781513,45.226
2008-08-10,17916.6666666667,25008.487394958,45.182
2008-08-11,17950.0,24973.5294117647,45.138
2008-08-12,17635.0,24938.5714285714,44.814
2008-08-13,18050.0,24903.6134453782,45.06
2008-08-14,19100.0,24868.6554621849,45.246
2008-08-15,18505.0,24833.6974789916,45.444
2008-08-16,18370.0,24798.7394957983,45.44
2008-08-17,18235.0,24763.781512605,45.436
2008-08-18,18100.0,24728.8235294118,45.432
2008-08-19,18800.0,24693.8655462185,45.636
2008-08-20,19555.0,24658.9075630252,45.774
2008-08-21,21105.0,24623.9495798319,46.332
2008-08-22,21000.0,24588.9915966387,46.83
2008-08-23,20798.75,24554.0336134454,46.896
2008-08-24,20597.5,24519.0756302521,46.962
2008-08-25,20396.25,24484.1176470588,47.028
2008-08-26,20195.0,24449.1596638655,47.094
2008-08-27,20410.0,24414.2016806723,46.89
2008-08-28,20350.0,24379.243697479,47.16
2008-08-29,20300.0,24344.2857142857,47.022
2008-08-30,20005.0,24309.3277310924,47.424
2008-08-31,19710.0,24274.3697478992,47.826
2008-09-01,19415.0,24239.4117647059,48.228
2008-09-02,19255.0,24204.4537815126,48.474
2008-09-03,19425.0,24169.4957983193,48.69
2008-09-04,19575.0,24134.5378151261,48.834
2008-09-05,18560.0,24099.5798319328,48.984
2008-09-06,18593.3333333333,24064.6218487395,49.098
2008-09-07,18626.6666666667,24029.6638655462,49.212
2008-09-08,18660.0,23994.7058823529,49.326
2008-09-09,18625.0,23959.7478991597,50.166
2008-09-10,18400.0,23924.7899159664,50.376
2008-09-11,18430.0,23889.8319327731,50.802
2008-09-12,18925.0,23854.8739495798,50.922
2008-09-13,18583.3333333333,23819.9159663866,51.072
2008-09-14,18241.6666666667,23784.9579831933,51.222
2008-09-15,17900.0,23750.0,51.372
2008-09-16,17570.0,23800.0,51.486
2008-09-17,17475.0,22650.0,51.486
2008-09-18,16850.0,22650.0,51.864
2008-09-19,16215.0,22541.6666666667,52.326
2008-09-20,16511.6666666667,22433.3333333333,52.234
2008-09-21,16808.3333333333,22325.0,52.142
2008-09-22,17105.0,21895.0,52.05
2008-09-23,16510.0,21705.0,52.752
2008-09-24,16800.0,22200.0,53.358
2008-09-25,16725.0,21850.0,53.796
2008-09-26,16950.0,21841.6666666667,54.342
2008-09-27,16751.6666666667,21833.3333333333,54.76
2008-09-28,16553.3333333333,21825.0,55.178
2008-09-29,16355.0,21950.0,55.596
2008-09-30,15755.0,21505.0,56.07
2008-10-01,16000.0,21150.0,56.034
2008-10-02,15605.0,20650.0,55.974
2008-10-03,15125.0,20638.3333333333,55.752
2008-10-04,14885.0,20626.6666666667,55.646
2008-10-05,14645.0,20615.0,55.54
2008-10-06,14405.0,20800.0,55.434
2008-10-07,14005.0,20725.0,55.26
2008-10-08,13410.0,22005.0,55.032
2008-10-09,12850.0,21850.0,54.966
2008-10-10,11950.0,21533.3333333333,54.936
2008-10-11,12100.0,21216.6666666667,55.384
2008-10-12,12250.0,20900.0,55.832
2008-10-13,12400.0,20860.0,56.28
2008-10-14,13220.0,20600.0,56.256
2008-10-15,11675.0,20595.0,56.034
2008-10-16,11430.0,20575.0,55.866
2008-10-17,10335.0,20583.3333333333,55.554
2008-10-18,10275.0,20591.6666666667,55.51
2008-10-19,10215.0,20600.0,55.466
2008-10-20,10155.0,20555.0,55.422
2008-10-21,10450.0,20405.0,55.332
2008-10-22,10410.0,19255.0,55.47
2008-10-23,9105.0,18405.0,56.304
2008-10-24,8810.0,18381.6666666667,56.586
2008-10-25,9140.0,18358.3333333333,56.676
2008-10-26,9470.0,18335.0,56.766
2008-10-27,9800.0,18455.0,56.856
2008-10-28,11640.0,18400.0,57.084
2008-10-29,12505.0,18800.0,57.81
2008-10-30,12625.0,18300.0,57.63
2008-10-31,11305.0,18251.6666666667,57.48
2008-11-01,11321.6666666667,18203.3333333333,57.606
2008-11-02,11338.3333333333,18155.0,57.732
2008-11-03,11355.0,17605.0,57.858
2008-11-04,11810.0,17650.0,58.074
2008-11-05,12035.0,18650.0,57.936
2008-11-06,11455.0,18000.0,57.876
2008-11-07,11405.0,18016.6666666667,57.81
2008-11-08,11405.0,18033.3333333333,57.81
2008-11-09,11655.0,18050.0,57.798
2008-11-10,11905.0,17705.0,57.786
2008-11-11,10960.0,18005.0,57.924
2008-11-12,10550.0,19135.0,58.176
2008-11-13,10405.0,18505.0,58.38
2008-11-14,11100.0,18403.3333333333,59.748
2008-11-15,10883.3333333333,18301.6666666667,59.886
2008-11-16,10666.6666666667,18200.0,60.024
2008-11-17,10450.0,18845.0,60.162
2008-11-18,10350.0,19600.0,60.534
2008-11-19,10205.0,21200.0,61.014
2008-11-20,9655.0,20950.0,61.404
2008-11-21,10105.0,20763.75,61.794
2008-11-22,10105.0,20577.5,61.912
2008-11-23,10105.0,20391.25,62.03
2008-11-24,10105.0,20205.0,62.148
2008-11-25,10110.0,20555.0,62.442
2008-11-26,10205.0,20430.0,62.928
2008-11-27,10160.0,20200.0,63.264
2008-11-28,9705.0,19985.0,63.606
2008-11-29,9723.3333333333,19770.0,63.674
2008-11-30,9741.6666666667,19555.0,63.742
2008-12-01,9760.0,19250.0,63.81
2008-12-02,9580.0,19455.0,63.966
2008-12-03,9260.0,19605.0,64.134
2008-12-04,9055.0,18625.0,64.944
2008-12-05,9080.0,18650.0,64.74
2008-12-06,9103.3333333333,18675.0,64.93
2008-12-07,9126.6666666667,18700.0,65.12
2008-12-08,9150.0,18700.0,65.31
2008-12-09,9200.0,18430.0,66.054
2008-12-10,9330.0,18525.0,66.216
2008-12-11,10610.0,19000.0,68.64
2008-12-12,10210.0,18668.3333333333,69.234
2008-12-13,10175.0,18336.6666666667,69.472
2008-12-14,10140.0,18005.0,69.71
2008-12-15,10105.0,17725.0,69.948
2008-12-16,9660.0,17625.0,70.056
2008-12-17,9705.0,17100.0,70.722
2008-12-18,9460.0,16800.0,72.936
2008-12-19,9655.0,17000.0,74.244
2008-12-20,9760.0,17200.0,74.618
2008-12-21,9865.0,17400.0,74.992
2008-12-22,9970.0,17100.0,75.366
2008-12-23,9700.0,17050.0,76.476
2008-12-24,9500.0,16950.0,77.64
2008-12-25,9551.0,17195.0,77.6484
2008-12-26,9602.0,17030.0,77.6568
2008-12-27,9653.0,16865.0,77.6652
2008-12-28,9704.0,16700.0,77.6736
2008-12-29,9755.0,16100.0,77.682
2008-12-30,9860.0,16200.0,77.922
2008-12-31,10810.0,15925.0,78.39
2009-01-01,11760.0,15425.0,78.606
2009-01-02,12710.0,15118.3333333333,78.822
2009-01-03,12608.3333333333,14811.6666666667,78.854
2009-01-04,12506.6666666667,14505.0,78.886
2009-01-05,12405.0,14255.0,78.918
2009-01-06,13420.0,13655.0,78.87
2009-01-07,12515.0,13070.0,78.912
2009-01-08,11475.0,12135.0,78.804
2009-01-09,11375.0,12315.0,78.594
2009-01-10,10966.6666666667,12495.0,78.61
2009-01-11,10558.3333333333,12675.0,78.626
2009-01-12,10150.0,13470.0,78.642
2009-01-13,10355.0,12100.0,78.798
2009-01-14,10475.0,11610.0,78.66
2009-01-15,10610.0,10560.0,78.768
2009-01-16,10755.0,10540.0,78.714
2009-01-17,10796.6666666667,10520.0,78.812
2009-01-18,10838.3333333333,10500.0,78.91
2009-01-19,10880.0,10660.0,79.008
2009-01-20,10815.0,10565.0,79.104
2009-01-21,11030.0,9255.0,79.932
2009-01-22,11105.0,9025.0,79.83
2009-01-23,11045.0,9251.6666666667,80.358
2009-01-24,11231.6666666667,9478.3333333333,80.728
2009-01-25,11418.3333333333,9705.0,81.098
2009-01-26,11605.0,11950.0,81.468
2009-01-27,11210.0,12700.0,81.966
2009-01-28,11655.0,12810.0,82.764
2009-01-29,10985.0,11505.0,83.718
2009-01-30,10870.0,11570.0,83.7
2009-01-31,10981.6666666667,11635.0,83.828
2009-02-01,11093.3333333333,11700.0,83.956
2009-02-02,11205.0,12050.0,84.084
2009-02-03,11285.0,12300.0,84.078
2009-02-04,11605.0,11700.0,83.964
2009-02-05,11510.0,11560.0,84.042
2009-02-06,11500.0,11560.0,85.452
2009-02-07,11501.6666666667,11855.0,85.87
2009-02-08,11503.3333333333,12150.0,86.288
2009-02-09,11505.0,11195.0,86.706
2009-02-10,10925.0,10750.0,87.288
2009-02-11,10550.0,10700.0,88.152
2009-02-12,10135.0,11300.0,88.728
2009-02-13,10400.0,11083.3333333333,89.328
2009-02-14,10240.0,10866.6666666667,89.686
2009-02-15,10080.0,10650.0,90.044
2009-02-16,9920.0,10450.0,90.402
2009-02-17,9980.0,10355.0,90.972
2009-02-18,9725.0,9875.0,91.494
2009-02-19,9860.0,10160.0,92.31
2009-02-20,9575.0,10256.6666666667,93.024
2009-02-21,9553.3333333333,10353.3333333333,93.516
2009-02-22,9531.6666666667,10450.0,94.008
2009-02-23,9510.0,10350.0,94.5
2009-02-24,9475.0,10425.0,96.096
2009-02-25,9730.0,10265.0,97.374
2009-02-26,10105.0,9805.0,97.728
2009-02-27,9675.0,9838.3333333333,98.382
2009-02-28,9651.6666666667,9871.6666666667,98.456
2009-03-01,9628.3333333333,9905.0,98.53
2009-03-02,9605.0,9705.0,98.604
2009-03-03,9675.0,9385.0,99.378
2009-03-04,9760.0,9290.0,99.294
2009-03-05,9785.0,9180.0,99.324
2009-03-06,9780.0,9211.6666666667,99.27
2009-03-07,9711.6666666667,9243.3333333333,99.392
2009-03-08,9643.3333333333,9275.0,99.514
2009-03-09,9575.0,9350.0,99.636
2009-03-10,9780.0,9475.0,99.552
2009-03-11,9755.0,10750.0,99.984
2009-03-12,9540.0,10400.0,99.84
2009-03-13,9535.0,10358.3333333333,99.756
2009-03-14,9635.0,10316.6666666667,99.838
2009-03-15,9735.0,10275.0,99.92
2009-03-16,9835.0,9900.0,100.002
2009-03-17,10005.0,9895.0,100.422
2009-03-18,9705.0,9600.0,101.298
2009-03-19,10015.0,9850.0,101.778
2009-03-20,9905.0,9935.0,101.616
2009-03-21,9875.0,10020.0,101.556
2009-03-22,9845.0,10105.0,101.496
2009-03-23,9815.0,9910.0,101.436
2009-03-24,9625.0,9650.0,102.552
2009-03-25,9485.0,9705.0,104.028
2009-03-26,9780.0,9760.0,105.138
2009-03-27,9500.0,9815.0,106.068
2009-03-28,9485.0,9870.0,106.41
2009-03-29,9470.0,9925.0,106.752
2009-03-30,9455.0,9950.0,107.094
2009-03-31,9405.0,10925.0,106.698
2009-04-01,9555.0,11887.5,107.682
2009-04-02,10210.0,12850.0,107.688
2009-04-03,10310.0,12753.3333333333,107.34
2009-04-04,10473.3333333333,12656.6666666667,107.17
2009-04-05,10636.6666666667,12560.0,107.0
2009-04-06,10800.0,13455.0,106.83
2009-04-07,10585.0,12700.0,106.878
2009-04-08,10615.0,11555.0,106.494
2009-04-09,10755.0,11450.0,106.326
2009-04-10,10885.0,11083.3333333333,106.2744
2009-04-11,11015.0,10716.6666666667,106.2228
2009-04-12,11145.0,10350.0,106.1712
2009-04-13,11275.0,10425.0,106.1196
2009-04-14,11405.0,10460.0,106.068
2009-04-15,12400.0,10750.0,105.264
2009-04-16,12270.0,10925.0,105.348
2009-04-17,12430.0,10933.3333333333,105.396
2009-04-18,12363.3333333333,10941.6666666667,105.546
2009-04-19,12296.6666666667,10950.0,105.696
2009-04-20,12230.0,10860.0,105.846
2009-04-21,11470.0,11125.0,106.518
2009-04-22,11385.0,11130.0,107.154
2009-04-23,11410.0,11200.0,107.376
2009-04-24,11050.0,11366.6666666667,106.728
2009-04-25,11036.6666666667,11533.3333333333,106.426
2009-04-26,11023.3333333333,11700.0,106.124
2009-04-27,11010.0,11305.0,105.822
2009-04-28,10825.0,11800.0,106.452
2009-04-29,11100.0,11010.0,114.426
2009-04-30,11505.0,11000.0,114.474
2009-05-01,11605.0,11108.3333333333,114.204
2009-05-02,11678.75,11216.6666666667,114.0405
2009-05-03,11752.5,11325.0,113.877
2009-05-04,11826.25,11305.0,113.7135
2009-05-05,11900.0,11610.0,113.55
2009-05-06,12005.0,11625.0,112.782
2009-05-07,13035.0,11550.0,112.068
2009-05-08,13255.0,11551.6666666667,113.04
2009-05-09,13095.0,11553.3333333333,112.796
2009-05-10,12935.0,11555.0,112.552
2009-05-11,12775.0,10855.0,112.308
2009-05-12,13335.0,10575.0,111.972
2009-05-13,12455.0,10255.0,111.648
2009-05-14,12175.0,10455.0,111.006
2009-05-15,12280.0,10328.3333333333,110.202
2009-05-16,12206.6666666667,10201.6666666667,110.198
2009-05-17,12133.3333333333,10075.0,110.194
2009-05-18,12060.0,10100.0,110.19
2009-05-19,12700.0,9715.0,109.788
2009-05-20,12435.0,10000.0,109.674
2009-05-21,12300.0,9655.0,109.704
2009-05-22,12525.0,9631.6666666667,109.776
2009-05-23,12593.75,9608.3333333333,109.731
2009-05-24,12662.5,9585.0,109.686
2009-05-25,12731.25,9600.0,109.641
2009-05-26,12800.0,9830.0,109.596
2009-05-27,13310.0,10225.0,108.642
2009-05-28,13340.0,9730.0,109.86
2009-05-29,13770.0,9720.0,110.346
2009-05-30,13938.3333333333,9710.0,110.002
2009-05-31,14106.6666666667,9700.0,109.658
2009-06-01,14275.0,9730.0,109.314
2009-06-02,14505.0,9855.0,109.194
2009-06-03,14260.0,9855.0,109.128
2009-06-04,13805.0,9860.0,108.708
2009-06-05,14605.0,9798.3333333333,108.672
2009-06-06,14511.6666666667,9736.6666666667,108.698
2009-06-07,14418.3333333333,9675.0,108.724
2009-06-08,14325.0,9820.0,108.75
2009-06-09,14650.0,9855.0,109.062
2009-06-10,15395.0,9675.0,108.888
2009-06-11,15435.0,9625.0,108.612
2009-06-12,15600.0,9733.3333333333,108.948
2009-06-13,15416.6666666667,9841.6666666667,108.9
2009-06-14,15233.3333333333,9950.0,108.852
2009-06-15,15050.0,10100.0,108.804
2009-06-16,14950.0,9805.0,108.192
2009-06-17,14650.0,10100.0,108.186
2009-06-18,14760.0,9975.0,108.162
2009-06-19,15200.0,9966.6666666667,108.108
2009-06-20,15033.3333333333,9958.3333333333,108.1
2009-06-21,14866.6666666667,9950.0,108.092
2009-06-22,14700.0,9725.0,108.084
2009-06-23,14750.0,9600.0,108.288
2009-06-24,15195.0,9900.0,108.672
2009-06-25,15355.0,9650.0,108.06
2009-06-26,15875.0,9593.3333333333,108.96
2009-06-27,15843.3333333333,9536.6666666667,109.132
2009-06-28,15811.6666666667,9480.0,109.304
2009-06-29,15780.0,9525.0,109.476
2009-06-30,16010.0,9675.0,109.242
2009-07-01,15775.0,10325.0,109.584
2009-07-02,16185.0,10450.0,109.584
2009-07-03,16255.0,10625.0,109.584
2009-07-04,15963.3333333333,10800.0,109.484
2009-07-05,15671.6666666667,10975.0,109.384
2009-07-06,15380.0,10700.0,109.284
2009-07-07,16070.0,10750.0,109.374
2009-07-08,15450.0,10895.0,109.374
2009-07-09,14975.0,11016.0,109.626
2009-07-10,14455.0,11137.0,109.716
2009-07-11,14423.3333333333,11258.0,109.678
2009-07-12,14391.6666666667,11379.0,109.64
2009-07-13,14360.0,11500.0,109.602
2009-07-14,15455.0,12400.0,109.092
2009-07-15,15880.0,12300.0,108.648
2009-07-16,15850.0,12555.0,107.988
2009-07-17,15880.0,12455.0,108.714
2009-07-18,16045.0,12355.0,108.564
2009-07-19,16210.0,12255.0,108.414
2009-07-20,16375.0,11535.0,108.264
2009-07-21,15780.0,11455.0,108.162
2009-07-22,15855.0,11505.0,107.43
2009-07-23,16300.0,11150.0,107.634
2009-07-24,16625.0,11101.6666666667,106.992
2009-07-25,16715.0,11053.3333333333,106.984
2009-07-26,16805.0,11005.0,106.976
2009-07-27,16895.0,10900.0,106.968
2009-07-28,16995.0,11100.0,106.992
2009-07-29,16350.0,11650.0,106.488
2009-07-30,16850.0,11650.0,106.188
2009-07-31,17650.0,11743.75,105.888
2009-08-01,17960.0,11837.5,105.88
2009-08-02,18270.0,11931.25,105.872
2009-08-03,18580.0,12025.0,105.864
2009-08-04,18680.0,12105.0,105.828
2009-08-05,19740.0,13150.0,105.81
2009-08-06,20075.0,13305.0,105.684
2009-08-07,19505.0,13161.6666666667,106.044
2009-08-08,19828.3333333333,13018.3333333333,106.182
2009-08-09,20151.6666666667,12875.0,106.32
2009-08-10,20475.0,13450.0,106.458
2009-08-11,20175.0,12545.0,106.902
2009-08-12,19270.0,12275.0,107.364
2009-08-13,21070.0,12350.0,107.826
2009-08-14,20755.0,12285.0,108.156
2009-08-15,20161.6666666667,12220.0,108.226
2009-08-16,19568.3333333333,12155.0,108.296
2009-08-17,18975.0,12775.0,108.366
2009-08-18,19880.0,12550.0,108.834
2009-08-19,19100.0,12275.0,109.296
2009-08-20,19250.0,12645.0,109.014
2009-08-21,19525.0,12683.75,109.608
2009-08-22,19581.6666666667,12722.5,109.748
2009-08-23,19638.3333333333,12761.25,109.888
2009-08-24,19695.0,12800.0,110.028
2009-08-25,19600.0,13450.0,109.98
2009-08-26,19500.0,13425.0,110.19
2009-08-27,19390.0,13800.0,112.026
2009-08-28,19595.0,13966.6666666667,113.442
2009-08-29,19328.75,14133.3333333333,114.1485
2009-08-30,19062.5,14300.0,114.855
2009-08-31,18796.25,14600.0,115.5615
2009-09-01,18530.0,14375.0,116.268
2009-09-02,17900.0,13945.0,115.71
2009-09-03,18300.0,14740.0,116.214
2009-09-04,17955.0,14618.3333333333,116.64
2009-09-05,17885.0,14496.6666666667,116.808
2009-09-06,17815.0,14375.0,116.976
2009-09-07,17745.0,14800.0,117.144
2009-09-08,18555.0,15425.0,117.504
2009-09-09,17980.0,15650.0,117.972
2009-09-10,17405.0,15605.0,118.026
2009-09-11,17255.0,15436.6666666667,118.296
2009-09-12,17055.0,15268.3333333333,118.388
2009-09-13,16855.0,15100.0,118.48
2009-09-14,16655.0,15000.0,118.572
2009-09-15,16725.0,14800.0,119.166
2009-09-16,17155.0,14875.0,119.04
2009-09-17,17455.0,15230.0,118.806
2009-09-18,17305.0,15078.3333333333,118.62
2009-09-19,17105.0,14926.6666666667,118.54
2009-09-20,16905.0,14775.0,118.46
2009-09-21,16705.0,14775.0,118.38
2009-09-22,17650.0,15225.0,117.528
2009-09-23,17705.0,15460.0,117.474
2009-09-24,17650.0,15905.0,117.408
2009-09-25,17025.0,15903.3333333333,117.27
2009-09-26,16858.3333333333,15901.6666666667,117.846
2009-09-27,16691.6666666667,15900.0,118.422
2009-09-28,16525.0,16055.0,118.998
2009-09-29,16895.0,15805.0,119.022
2009-09-30,17335.0,16255.0,119.49
2009-10-01,17565.0,16375.0,120.912
2009-10-02,17175.0,16066.6666666667,120.828
2009-10-03,17166.6666666667,15758.3333333333,120.956
2009-10-04,17158.3333333333,15450.0,121.084
2009-10-05,17150.0,16110.0,121.212
2009-10-06,17825.0,15525.0,121.194
2009-10-07,18135.0,15075.0,121.326
2009-10-08,19175.0,14575.0,121.416
2009-10-09,18960.0,14521.6666666667,121.608
2009-10-10,18910.0,14468.3333333333,121.596
2009-10-11,18860.0,14415.0,121.584
2009-10-12,18810.0,15475.0,121.572
2009-10-13,18560.0,15910.0,121.392
2009-10-14,18130.0,15925.0,121.956
2009-10-15,18175.0,15955.0,122.7
2009-10-16,18645.0,16120.0,123.12
2009-10-17,18706.6666666667,16285.0,123.16
2009-10-18,18768.3333333333,16450.0,123.2
2009-10-19,18830.0,15880.0,123.24
2009-10-20,19170.0,15950.0,123.498
2009-10-21,18825.0,16375.0,123.666
2009-10-22,19455.0,16650.0,123.582
2009-10-23,19495.0,16751.6666666667,123.492
2009-10-24,19380.0,16853.3333333333,123.468
2009-10-25,19265.0,16955.0,123.444
2009-10-26,19150.0,17050.0,123.42
2009-10-27,18900.0,16380.0,123.744
2009-10-28,18500.0,16950.0,124.326
2009-10-29,18460.0,17775.0,125.772
2009-10-30,18465.0,18083.3333333333,126.822
2009-10-31,18366.6666666667,18391.6666666667,127.724
2009-11-01,18268.3333333333,18700.0,128.626
2009-11-02,18170.0,18800.0,129.528
2009-11-03,17805.0,19800.0,129.384
2009-11-04,18165.0,20100.0,129.642
2009-11-05,17810.0,19505.0,129.846
2009-11-06,17805.0,19835.0,130.062
2009-11-07,17680.0,20165.0,130.476
2009-11-08,17555.0,20495.0,130.89
2009-11-09,17430.0,20300.0,131.304
2009-11-10,16850.0,19330.0,131.388
2009-11-11,17050.0,21155.0,131.64
2009-11-12,16330.0,20825.0,131.73
2009-11-13,16185.0,20220.0,131.748
2009-11-14,16276.6666666667,19615.0,131.792
2009-11-15,16368.3333333333,19010.0,131.836
2009-11-16,16460.0,19900.0,131.88
2009-11-17,16660.0,19005.0,132.912
2009-11-18,17300.0,19300.0,132.93
2009-11-19,16940.0,19500.0,132.912
2009-11-20,16660.0,19550.0,132.828
2009-11-21,16725.0,19600.0,132.728
2009-11-22,16790.0,19650.0,132.628
2009-11-23,16855.0,19550.0,132.528
2009-11-24,16610.0,19450.0,133.23
