,date,LME Copper Cash-Settlement,LME Copper 3-month,LME Copper stock
1475,2017-11-13,6768.0,6802.0,258.275
1476,2017-11-10,6797.0,6834.5,260.15
1477,2017-11-09,6777.0,6801.5,259.725
1478,2017-11-08,6812.0,6838.0,263.425
1479,2017-11-07,6863.0,6900.0,267.65
1480,2017-11-06,6902.5,6937.5,268.45
1481,2017-11-03,6914.5,6945.0,270.4
1482,2017-11-02,6855.0,6883.0,273.85
1483,2017-11-01,6918.0,6936.5,273.675
1484,2017-10-31,6802.0,6831.0,274.625
1485,2017-10-30,6823.0,6850.0,273.625
1486,2017-10-27,6831.5,6851.0,272.625
1487,2017-10-26,6965.0,6990.5,275.575
1488,2017-10-25,6970.5,6991.0,279.4
1489,2017-10-24,7073.5,7096.0,281.55
1490,2017-10-23,6959.0,6990.0,283.45
1491,2017-10-20,7008.5,7035.0,287.625
1492,2017-10-19,6920.0,6965.0,291.25
1493,2017-10-18,6971.5,7012.0,292.225
1494,2017-10-17,7046.0,7065.0,291.325
1495,2017-10-16,7063.0,7082.0,285.025
1496,2017-10-13,6858.0,6886.5,283.8
1497,2017-10-12,6813.0,6852.0,285.9
1498,2017-10-11,6685.0,6740.0,286.925
1499,2017-10-10,6641.0,6695.0,289.875
1500,2017-10-09,6607.0,6660.0,291.0
1501,2017-10-06,6639.0,6690.0,293.45
1502,2017-10-05,6511.0,6554.0,296.075
1503,2017-10-04,6453.0,6505.0,298.525
1504,2017-10-03,6447.0,6504.0,302.05
1505,2017-10-02,6455.0,6504.0,295.5
1506,2017-09-29,6485.0,6531.0,297.25
1507,2017-09-28,6405.0,6452.0,298.425
1508,2017-09-27,6426.0,6475.0,301.95
1509,2017-09-26,6423.0,6480.0,305.15
1510,2017-09-25,6416.0,6460.0,305.25
1511,2017-09-22,6405.0,6450.0,309.05
1512,2017-09-21,6407.5,6453.0,311.25
1513,2017-09-20,6520.0,6565.0,313.85
1514,2017-09-19,6492.0,6540.0,300.625
1515,2017-09-18,6487.0,6534.5,302.925
1516,2017-09-15,6457.0,6500.0,304.35
1517,2017-09-14,6418.5,6459.0,276.025
1518,2017-09-13,6527.0,6572.0,246.575
1519,2017-09-12,6601.5,6644.0,218.725
1520,2017-09-11,6737.0,6759.0,208.425
1521,2017-09-08,6780.0,6805.0,213.175
1522,2017-09-07,6842.5,6870.0,210.725
1523,2017-09-06,6864.0,6891.0,214.775
1524,2017-09-05,6904.0,6937.0,217.55
1525,2017-09-04,6873.0,6905.0,220.875
1526,2017-09-01,6776.0,6812.0,223.5
1527,2017-08-31,6792.0,6819.0,228.45
1528,2017-08-30,6755.0,6785.0,223.05
1529,2017-08-29,6797.0,6813.0,233.025
1530,2017-08-25,6714.0,6726.0,240.825
1531,2017-08-24,6577.0,6605.0,245.05
1532,2017-08-23,6555.0,6587.0,249.525
1533,2017-08-22,6584.0,6621.0,255.7
1534,2017-08-21,6514.5,6550.0,261.7
1535,2017-08-18,6453.0,6490.0,271.35
1536,2017-08-17,6460.0,6496.0,275.8
1537,2017-08-16,6433.0,6468.5,279.0
1538,2017-08-15,6382.0,6415.0,280.975
1539,2017-08-14,6351.0,6383.0,283.325
1540,2017-08-11,6353.5,6379.0,283.675
1541,2017-08-10,6416.5,6444.5,288.05
1542,2017-08-09,6465.0,6495.0,288.925
1543,2017-08-08,6364.0,6394.0,293.95
1544,2017-08-07,6333.0,6365.5,296.7
1545,2017-08-04,6330.0,6357.0,298.225
1546,2017-08-03,6290.0,6318.0,299.425
1547,2017-08-02,6300.0,6321.5,301.1
1548,2017-08-01,6300.5,6336.0,295.525
1549,2017-07-31,6347.0,6383.0,296.975
1550,2017-07-28,6283.0,6315.0,300.575
1551,2017-07-27,6325.0,6356.0,302.125
1552,2017-07-26,6238.0,6270.5,303.25
1553,2017-07-25,6150.0,6180.5,304.85
1554,2017-07-24,6000.0,6030.0,305.875
1555,2017-07-21,6001.5,6035.0,306.625
1556,2017-07-20,5930.0,5968.0,308.05
1557,2017-07-19,5956.0,5994.0,309.25
1558,2017-07-18,5940.5,5973.0,307.275
1559,2017-07-17,5965.5,5985.0,309.125
1560,2017-07-14,5858.0,5880.5,313.3
1561,2017-07-13,5902.0,5920.0,318.225
1562,2017-07-12,5882.5,5914.0,318.55
1563,2017-07-11,5795.0,5824.5,319.75
1564,2017-07-10,5780.0,5815.0,319.975
1565,2017-07-07,5809.0,5829.0,315.075
1566,2017-07-06,5828.5,5861.0,314.775
1567,2017-07-05,5818.0,5848.5,315.925
1568,2017-07-04,5847.0,5875.0,275.6
1569,2017-07-03,5894.0,5917.0,278.275
1570,2017-06-30,5907.5,5918.0,249.7
1571,2017-06-29,5905.5,5925.0,243.3
1572,2017-06-28,5822.0,5840.0,248.675
1573,2017-06-27,5789.0,5812.0,250.55
1574,2017-06-26,5771.0,5795.0,254.675
1575,2017-06-23,5774.0,5797.0,258.7
1576,2017-06-22,5736.0,5762.0,256.7
1577,2017-06-21,5650.0,5677.0,259.3
1578,2017-06-20,5673.5,5699.0,262.075
1579,2017-06-19,5687.0,5710.0,265.175
1580,2017-06-16,5655.5,5679.0,268.45
1581,2017-06-15,5637.0,5667.0,268.5
1582,2017-06-14,5684.5,5717.0,272.625
1583,2017-06-13,5659.0,5693.0,275.85
1584,2017-06-12,5752.0,5783.0,279.575
1585,2017-06-09,5739.0,5764.0,276.875
1586,2017-06-08,5647.5,5675.5,286.35
1587,2017-06-07,5575.5,5606.0,294.225
1588,2017-06-06,5540.5,5570.0,299.575
1589,2017-06-05,5586.5,5616.0,302.625
1590,2017-06-02,5559.5,5584.0,305.55
1591,2017-06-01,5636.5,5662.0,308.0
1592,2017-05-31,5615.5,5640.0,311.15
1593,2017-05-30,5608.0,5630.0,315.2
1594,2017-05-26,5671.0,5689.0,318.65
1595,2017-05-25,5665.0,5687.5,0.0
1596,2017-05-24,5662.5,5680.0,325.675
1597,2017-05-23,5660.5,5684.0,329.875
1598,2017-05-22,5677.0,5695.5,332.3
1599,2017-05-19,5596.0,5617.5,336.65
1600,2017-05-18,5490.0,5508.0,340.35
1601,2017-05-17,5575.0,5597.0,339.6
1602,2017-05-16,5584.0,5594.0,322.5
1603,2017-05-15,5586.0,5612.0,325.15
1604,2017-05-12,5520.0,5541.0,329.375
1605,2017-05-11,5580.5,5603.0,336.725
1606,2017-05-10,5512.0,5537.5,339.2
1607,2017-05-09,5496.0,5520.0,342.825
1608,2017-05-08,5466.0,5491.0,351.55
1609,2017-05-05,5530.5,5560.0,354.65
1610,2017-05-04,5543.0,5570.0,317.85
1611,2017-05-03,5636.5,5665.0,284.925
1612,2017-05-02,5746.5,5780.0,253.675
1613,2017-04-28,5688.5,5714.0,259.725
1614,2017-04-27,5686.5,5712.0,260.575
1615,2017-04-26,5677.5,5705.0,261.475
1616,2017-04-25,5652.5,5688.0,262.25
1617,2017-04-24,5612.0,5644.0,264.85
1618,2017-04-21,5601.0,5633.0,268.4
1619,2017-04-20,5611.5,5645.0,268.45
1620,2017-04-19,5600.5,5630.5,267.475
1621,2017-04-18,5620.5,5650.0,255.425
1622,2017-04-13,5655.0,5686.0,257.2
1623,2017-04-12,5685.0,5711.0,258.825
1624,2017-04-11,5746.0,5772.0,259.675
1625,2017-04-10,5731.0,5766.0,266.575
1626,2017-04-07,5770.0,5810.0,265.325
1627,2017-04-06,5870.5,5900.5,270.55
1628,2017-04-05,5808.5,5840.0,273.75
1629,2017-04-04,5724.5,5750.0,279.875
1630,2017-04-03,5817.0,5847.0,283.9
1631,2017-03-31,5849.0,5865.5,291.175
1632,2017-03-30,5860.0,5881.0,297.55
1633,2017-03-29,5847.0,5866.0,304.275
1634,2017-03-28,5774.5,5800.0,309.225
1635,2017-03-27,5673.5,5694.0,311.375
1636,2017-03-24,5782.5,5815.5,312.525
1637,2017-03-23,5790.5,5825.0,317.1
1638,2017-03-22,5712.0,5741.0,323.975
1639,2017-03-21,5765.5,5794.0,329.85
1640,2017-03-20,5891.0,5912.0,332.975
1641,2017-03-17,5889.0,5909.0,337.6
1642,2017-03-16,5911.0,5935.0,339.025
1643,2017-03-15,5850.0,5869.0,340.525
1644,2017-03-14,5747.0,5772.0,332.05
1645,2017-03-13,5794.0,5805.0,331.2
1646,2017-03-10,5714.5,5729.0,325.5
1647,2017-03-09,5655.0,5672.0,327.3
1648,2017-03-08,5782.0,5798.0,288.525
1649,2017-03-07,5807.0,5822.0,261.975
1650,2017-03-06,5856.0,5865.5,235.25
1651,2017-03-03,5910.0,5918.0,196.425
1652,2017-03-02,5994.0,6001.0,200.0
1653,2017-03-01,6040.0,6051.0,200.725
1654,2017-02-28,5936.0,5940.0,203.1
1655,2017-02-27,5927.0,5935.0,206.875
1656,2017-02-24,5881.0,5893.0,210.8
1657,2017-02-23,5991.0,6003.0,214.025
1658,2017-02-22,5976.0,5991.0,219.425
1659,2017-02-21,6034.0,6045.5,221.425
1660,2017-02-20,6002.0,6007.0,224.025
1661,2017-02-17,5939.0,5960.0,229.075
1662,2017-02-16,6015.0,6036.0,236.725
1663,2017-02-15,6016.0,6036.0,235.825
1664,2017-02-14,6145.0,6156.0,243.35
1665,2017-02-13,6111.0,6111.5,247.825
1666,2017-02-10,5872.0,5873.0,248.2
1667,2017-02-09,5863.0,5875.0,251.525
1668,2017-02-08,5865.0,5879.0,254.725
1669,2017-02-07,5802.0,5816.0,253.45
1670,2017-02-06,5786.0,5794.0,253.725
1671,2017-02-03,5836.0,5845.0,257.15
1672,2017-02-02,5903.0,5922.0,259.5
1673,2017-02-01,5931.0,5936.0,260.85
1674,2017-01-31,5921.0,5930.0,261.325
1675,2017-01-30,5857.0,5877.0,262.15
1676,2017-01-27,5847.0,5864.5,263.775
1677,2017-01-26,5890.0,5912.0,268.975
1678,2017-01-25,5867.0,5893.0,271.025
1679,2017-01-24,5879.0,5895.0,272.15
1680,2017-01-23,5775.0,5795.0,274.65
1681,2017-01-20,5706.0,5735.0,275.4
1682,2017-01-19,5710.0,5733.0,274.1
1683,2017-01-18,5721.0,5750.0,276.05
1684,2017-01-17,5771.5,5797.0,277.375
1685,2017-01-16,5857.0,5885.5,279.0
1686,2017-01-13,5797.0,5828.0,281.7
1687,2017-01-12,5752.5,5779.0,285.7
1688,2017-01-11,5709.5,5730.5,288.225
1689,2017-01-10,5642.0,5661.0,293.4
1690,2017-01-09,5551.5,5576.0,294.9
1691,2017-01-06,5546.5,5571.0,295.125
1692,2017-01-05,5611.0,5629.0,301.775
1693,2017-01-04,5500.5,5518.0,305.875
1694,2017-01-03,5574.0,5584.0,311.825
1695,2016-12-30,5501.0,5520.0,322.225
1696,2016-12-29,5514.0,5529.0,328.35
1697,2016-12-28,5486.0,5500.5,331.1
1698,2016-12-27,0.0,0.0,334.525
1699,2016-12-23,5482.0,5496.0,334.525
1700,2016-12-22,5426.0,5440.0,335.8
1701,2016-12-21,5498.5,5519.0,339.625
1702,2016-12-20,5485.5,5500.0,344.025
1703,2016-12-19,5561.0,5565.5,345.475
1704,2016-12-16,5649.0,5660.0,307.075
1705,2016-12-15,5682.5,5683.5,295.3
1706,2016-12-14,5735.0,5745.0,278.125
1707,2016-12-13,5765.5,5776.0,258.175
1708,2016-12-12,5757.0,5775.0,241.55
1709,2016-12-09,5824.0,5825.0,213.325
1710,2016-12-08,5838.0,5836.0,221.125
1711,2016-12-07,5903.5,5914.0,225.925
1712,2016-12-06,5856.0,5867.0,229.5
1713,2016-12-05,5851.5,5859.0,233.025
1714,2016-12-02,5736.0,5735.0,234.025
1715,2016-12-01,5773.0,5775.0,236.675
1716,2016-11-30,5740.0,5755.0,234.825
1717,2016-11-29,5778.0,5790.0,235.475
1718,2016-11-28,5935.5,5950.0,234.25
1719,2016-11-25,5822.5,5838.0,237.2
1720,2016-11-24,5834.5,5848.0,235.875
1721,2016-11-23,5564.0,5590.0,239.4
1722,2016-11-22,5618.0,5634.0,242.275
1723,2016-11-21,5535.5,5555.0,247.075
1724,2016-11-18,5446.0,5460.0,253.7
1725,2016-11-17,5426.0,5435.5,257.875
1726,2016-11-16,5459.0,5462.0,255.6
1727,2016-11-15,5448.0,5441.0,262.05
1728,2016-11-14,5620.0,5628.0,266.15
1729,2016-11-11,5900.0,5910.0,270.85
1730,2016-11-10,5619.0,5635.0,274.95
1731,2016-11-09,5335.0,5352.0,282.6
1732,2016-11-08,5044.0,5064.5,291.625
1733,2016-11-07,5032.0,5042.0,298.4
1734,2016-11-04,4943.0,4958.0,305.0
1735,2016-11-03,4918.0,4927.5,310.6
1736,2016-11-02,4871.0,4889.0,319.0
1737,2016-11-01,4862.5,4878.0,319.475
1738,2016-10-31,4827.5,4842.0,320.825
1739,2016-10-28,4787.0,4798.0,326.4
1740,2016-10-27,4774.0,4783.0,331.45
1741,2016-10-26,4717.5,4726.5,336.225
1742,2016-10-25,4720.0,4733.0,338.8
1743,2016-10-24,4620.5,4640.5,339.95
1744,2016-10-21,4637.0,4657.0,346.775
1745,2016-10-20,4633.5,4653.5,348.575
1746,2016-10-19,4642.5,4664.0,350.625
1747,2016-10-18,4665.5,4685.0,348.0
1748,2016-10-17,4671.5,4694.0,345.8
1749,2016-10-14,4672.5,4692.0,349.075
1750,2016-10-13,4754.5,4776.0,346.15
1751,2016-10-12,4805.0,4830.0,347.85
1752,2016-10-11,4801.5,4821.5,349.35
1753,2016-10-10,4786.0,4810.0,350.675
1754,2016-10-07,4742.0,4760.5,355.3
1755,2016-10-06,4742.0,4763.0,359.725
1756,2016-10-05,4777.5,4805.0,365.05
1757,2016-10-04,4790.5,4810.0,368.525
1758,2016-10-03,4807.0,4829.0,371.775
1759,2016-09-30,4832.0,4847.0,372.225
1760,2016-09-29,4816.5,4832.0,379.175
1761,2016-09-28,4807.5,4822.5,369.075
1762,2016-09-27,4775.0,4796.0,371.475
1763,2016-09-26,4794.0,4818.0,364.125
1764,2016-09-23,4815.0,4840.0,356.875
1765,2016-09-22,4815.5,4832.5,346.05
1766,2016-09-21,4733.0,4759.0,347.8
1767,2016-09-20,4732.5,4759.0,347.95
1768,2016-09-19,4731.5,4755.0,349.625
1769,2016-09-16,4733.5,4752.0,349.0
1770,2016-09-15,4727.0,4744.0,349.225
1771,2016-09-14,4694.5,4713.0,351.5
1772,2016-09-13,4641.5,4664.0,353.375
1773,2016-09-12,4573.0,4595.0,354.2
1774,2016-09-09,4622.5,4643.0,350.6
1775,2016-09-08,4617.5,4636.0,338.225
1776,2016-09-07,4643.0,4661.0,339.6
1777,2016-09-06,4623.0,4639.5,334.975
1778,2016-09-05,4603.0,4615.0,328.525
1779,2016-09-02,4607.0,4615.5,318.5
1780,2016-09-01,4620.0,4635.0,304.775
1781,2016-08-31,4602.5,4620.0,293.525
1782,2016-08-30,4609.0,4625.5,283.225
1783,2016-08-26,4622.0,4640.0,271.575
1784,2016-08-25,4639.5,4649.0,263.875
1785,2016-08-24,4658.5,4674.0,254.7
1786,2016-08-23,4719.0,4738.0,240.075
1787,2016-08-22,4732.0,4747.5,229.375
1788,2016-08-19,4774.0,4788.0,210.625
1789,2016-08-18,4802.5,4818.5,213.425
1790,2016-08-17,4755.5,4772.0,213.3
1791,2016-08-16,4798.0,4808.5,205.375
1792,2016-08-15,4746.0,4761.5,207.15
1793,2016-08-12,4746.0,4761.0,202.375
1794,2016-08-11,4810.0,4816.0,203.925
1795,2016-08-10,4874.5,4879.0,204.825
1796,2016-08-09,4779.0,4786.5,205.35
1797,2016-08-08,4796.0,4810.0,205.025
1798,2016-08-05,4792.5,4810.5,206.65
1799,2016-08-04,4787.0,4808.0,209.3
1800,2016-08-03,4844.5,4858.0,207.35
1801,2016-08-02,4885.5,4898.5,209.65
1802,2016-08-01,4907.0,4924.0,210.075
1803,2016-07-29,4853.0,4865.0,209.45
1804,2016-07-28,4862.0,4876.0,208.725
1805,2016-07-27,4869.5,4882.0,214.425
1806,2016-07-26,4862.0,4875.0,213.725
1807,2016-07-25,4920.0,4932.0,221.35
1808,2016-07-22,4956.0,4966.0,222.725
1809,2016-07-21,4953.5,4967.0,228.4
1810,2016-07-20,4900.5,4917.0,228.0
1811,2016-07-19,4938.0,4959.0,226.3
1812,2016-07-18,4839.0,4855.0,229.425
1813,2016-07-15,4945.5,4966.5,231.275
1814,2016-07-14,4911.5,4933.5,234.925
1815,2016-07-13,4918.5,4940.0,233.05
1816,2016-07-12,4811.5,4835.0,234.75
1817,2016-07-11,4746.0,4762.0,222.6
1818,2016-07-08,4710.0,4720.0,223.225
1819,2016-07-07,4725.0,4742.0,220.725
1820,2016-07-06,4706.0,4728.0,222.55
1821,2016-07-05,4840.5,4862.0,198.925
1822,2016-07-04,4920.0,4928.0,188.4
1823,2016-07-01,4783.5,4800.0,189.125
1824,2016-06-30,4827.0,4835.0,191.525
1825,2016-06-29,4780.0,4785.5,194.2
1826,2016-06-28,4777.5,4785.0,192.95
1827,2016-06-27,4692.0,4705.0,191.7
1828,2016-06-24,4663.0,4670.5,192.375
1829,2016-06-23,4747.0,4752.0,194.375
1830,2016-06-22,4687.5,4700.0,190.7
1831,2016-06-21,4587.0,4597.0,192.175
1832,2016-06-20,4585.0,4595.0,194.025
1833,2016-06-17,4521.5,4535.0,195.925
1834,2016-06-16,4524.5,4537.0,199.025
1835,2016-06-15,4632.0,4644.0,202.15
1836,2016-06-14,4510.5,4530.0,203.275
1837,2016-06-13,4515.0,4528.0,207.625
1838,2016-06-10,4504.0,4519.0,210.675
1839,2016-06-09,4546.0,4563.0,213.225
1840,2016-06-08,4590.5,4605.0,207.3
1841,2016-06-07,4589.0,4595.0,196.225
1842,2016-06-06,4706.0,4705.5,174.4
1843,2016-06-03,4688.0,4680.0,153.675
1844,2016-06-02,4600.0,4585.5,153.525
1845,2016-06-01,4601.0,4586.0,154.35
1846,2016-05-31,4700.0,4675.0,151.725
1847,2016-05-27,4725.5,4705.0,153.75
1848,2016-05-26,4705.5,4687.0,155.975
1849,2016-05-25,4636.0,4620.0,155.25
1850,2016-05-24,4637.0,4610.0,157.25
1851,2016-05-23,4572.0,4562.0,155.0
1852,2016-05-20,4630.5,4623.0,155.725
1853,2016-05-19,4596.0,4583.0,158.6
1854,2016-05-18,4600.5,4590.0,156.85
1855,2016-05-17,4634.0,4629.0,156.75
1856,2016-05-16,4640.5,4634.0,159.025
1857,2016-05-13,4660.0,4654.5,156.675
1858,2016-05-12,4744.0,4735.0,160.0
1859,2016-05-11,4748.0,4735.5,161.625
1860,2016-05-10,4710.0,4700.0,160.9
1861,2016-05-09,4739.5,4727.0,159.6
1862,2016-05-06,4810.0,4794.0,159.025
1863,2016-05-05,4826.0,4797.0,156.725
1864,2016-05-04,4892.0,4885.0,156.5
1865,2016-05-03,4960.0,4954.0,154.675
1866,2016-04-29,5045.0,5034.0,149.5
1867,2016-04-28,4912.5,4892.5,150.725
1868,2016-04-27,4932.0,4922.0,152.2
1869,2016-04-26,4935.5,4927.0,152.475
1870,2016-04-25,5000.5,4991.0,152.4
1871,2016-04-22,5015.5,5005.5,147.8
1872,2016-04-21,5025.5,5015.0,146.275
1873,2016-04-20,4938.5,4930.0,146.2
1874,2016-04-19,4812.0,4803.0,144.7
1875,2016-04-18,4798.0,4778.0,147.275
1876,2016-04-15,4813.5,4787.0,147.975
1877,2016-04-14,4830.5,4815.0,146.5
1878,2016-04-13,4838.0,4820.0,146.475
1879,2016-04-12,4715.5,4700.0,146.45
1880,2016-04-11,4645.0,4641.0,147.35
1881,2016-04-08,4654.0,4635.5,145.675
1882,2016-04-07,4715.0,4700.0,145.0
1883,2016-04-06,4775.0,4755.5,141.075
1884,2016-04-05,4776.0,4763.0,141.425
1885,2016-04-04,4816.0,4805.0,143.475
1886,2016-04-01,4880.0,4857.0,143.4
1887,2016-03-31,4855.5,4820.5,144.75
1888,2016-03-30,4940.0,4909.0,145.45
1889,2016-03-29,4939.5,4915.0,149.125
1890,2016-03-24,4931.0,4915.0,151.375
1891,2016-03-23,5060.5,5043.0,150.675
1892,2016-03-22,5070.0,5042.0,151.975
1893,2016-03-21,5079.5,5058.0,155.275
1894,2016-03-18,5103.0,5070.5,158.275
1895,2016-03-17,5029.0,5015.5,160.925
1896,2016-03-16,4945.0,4935.5,167.025
1897,2016-03-15,4920.0,4903.0,170.075
1898,2016-03-14,4994.0,4975.0,174.175
1899,2016-03-11,4941.0,4932.0,175.975
1900,2016-03-10,4920.5,4911.0,178.575
1901,2016-03-09,4935.5,4921.0,181.975
1902,2016-03-08,4980.5,4975.0,184.85
1903,2016-03-07,5000.0,4989.5,185.225
1904,2016-03-04,4918.0,4910.0,186.7
1905,2016-03-03,4830.0,4825.0,187.725
1906,2016-03-02,4780.0,4768.0,190.75
1907,2016-03-01,4726.0,4716.5,193.475
1908,2016-02-29,4705.0,4691.0,195.625
1909,2016-02-26,4681.0,4681.0,197.225
1910,2016-02-25,4655.0,4647.0,199.25
1911,2016-02-24,4585.5,4590.0,202.45
1912,2016-02-23,4663.5,4669.0,203.7
1913,2016-02-22,4696.0,4690.0,205.5
1914,2016-02-19,4590.0,4590.5,208.525
1915,2016-02-18,4577.0,4575.0,209.95
1916,2016-02-17,4562.0,4564.0,209.875
1917,2016-02-16,4583.5,4580.5,214.3
1918,2016-02-15,4562.0,4557.5,218.3
1919,2016-02-12,4488.5,4487.0,220.225
1920,2016-02-11,4474.0,4466.0,224.75
1921,2016-02-10,4507.0,4504.0,227.3
1922,2016-02-09,4530.5,4526.0,228.125
1923,2016-02-08,4572.5,4577.0,227.1
1924,2016-02-05,4669.0,4668.0,228.65
1925,2016-02-04,4685.0,4681.0,232.7
1926,2016-02-03,4578.5,4580.5,235.4
1927,2016-02-02,4605.5,4601.0,239.025
1928,2016-02-01,4534.0,4525.0,239.4
1929,2016-01-29,4541.5,4535.5,242.375
1930,2016-01-28,4553.5,4545.0,241.25
1931,2016-01-27,4507.5,4510.0,240.325
1932,2016-01-26,4501.0,4501.0,237.375
1933,2016-01-25,4454.0,4455.0,238.825
1934,2016-01-22,4468.0,4456.5,237.35
1935,2016-01-21,4376.0,4379.0,238.125
1936,2016-01-20,4347.0,4352.0,235.3
1937,2016-01-19,4440.5,4436.0,236.125
1938,2016-01-18,4360.0,4360.0,233.55
1939,2016-01-15,4310.5,4320.5,234.175
1940,2016-01-14,4365.5,4368.0,233.4
1941,2016-01-13,4380.0,4377.0,235.525
1942,2016-01-12,4355.0,4368.0,236.725
1943,2016-01-11,4402.5,4406.0,238.625
1944,2016-01-08,4486.5,4489.0,236.65
1945,2016-01-07,4514.0,4508.0,238.0
1946,2016-01-06,4600.0,4601.0,235.85
1947,2016-01-05,4647.0,4647.5,235.225
1948,2016-01-04,4645.0,4640.0,235.8
1949,2015-12-31,4702.0,4701.0,236.225
1950,2015-12-30,4715.0,4720.0,236.975
1951,2015-12-29,4685.0,4687.0,237.075
1952,2015-12-24,4665.5,4676.0,235.2
1953,2015-12-23,4680.0,4685.0,233.675
1954,2015-12-22,4672.5,4690.5,232.35
1955,2015-12-21,4691.0,4702.0,232.175
1956,2015-12-18,4650.0,4654.0,231.825
1957,2015-12-17,4550.0,4555.0,231.475
1958,2015-12-16,4583.0,4588.0,231.775
1959,2015-12-15,4586.0,4600.5,232.65
1960,2015-12-14,4640.0,4640.0,232.2
1961,2015-12-11,4667.0,4669.0,232.675
1962,2015-12-10,4572.0,4570.0,231.925
1963,2015-12-09,4620.0,4613.0,232.7
1964,2015-12-08,4567.5,4567.0,235.725
1965,2015-12-07,4592.5,4598.0,235.75
1966,2015-12-04,4637.0,4637.0,237.625
1967,2015-12-03,4525.0,4517.0,239.25
1968,2015-12-02,4589.0,4582.0,239.2
1969,2015-12-01,4619.0,4608.5,243.025
1970,2015-11-30,4595.5,4589.0,244.375
1971,2015-11-27,4636.0,4620.5,243.35
1972,2015-11-26,4667.0,4650.0,244.8
1973,2015-11-25,4541.0,4529.0,247.925
1974,2015-11-24,4527.0,4512.0,250.675
1975,2015-11-23,4515.5,4500.0,251.125
1976,2015-11-20,4690.0,4655.0,252.325
1977,2015-11-19,4610.0,4600.0,255.05
1978,2015-11-18,4669.0,4660.0,255.275
1979,2015-11-17,4700.0,4687.0,258.5
1980,2015-11-16,4765.0,4765.0,262.25
1981,2015-11-13,4825.0,4810.0,258.7
1982,2015-11-12,4872.5,4860.0,261.025
1983,2015-11-11,4931.0,4912.0,256.275
1984,2015-11-10,4933.5,4925.0,258.625
1985,2015-11-09,4990.0,4980.0,261.125
1986,2015-11-06,5000.0,4995.0,266.1
1987,2015-11-05,5053.0,5040.0,269.525
1988,2015-11-04,5165.5,5157.0,263.125
1989,2015-11-03,5149.0,5127.5,266.225
1990,2015-11-02,5137.5,5115.0,267.85
1991,2015-10-30,5135.5,5116.0,267.775
1992,2015-10-29,5161.0,5155.0,270.2
1993,2015-10-28,5179.0,5167.0,273.35
1994,2015-10-27,5219.5,5216.0,274.075
1995,2015-10-26,5233.0,5221.0,277.95
1996,2015-10-23,5295.0,5285.5,277.6
1997,2015-10-22,5274.0,5268.0,280.275
1998,2015-10-21,5185.5,5182.0,284.05
1999,2015-10-20,5189.0,5182.0,289.075
2000,2015-10-19,5240.0,5231.0,293.575
2001,2015-10-16,5270.0,5260.0,292.95
2002,2015-10-15,5344.0,5326.0,293.65
2003,2015-10-14,5278.0,5252.0,297.175
2004,2015-10-13,5260.5,5252.5,300.6
2005,2015-10-12,5335.0,5324.0,303.2
2006,2015-10-09,5319.0,5305.0,305.225
2007,2015-10-08,5160.0,5149.0,305.475
2008,2015-10-07,5241.0,5240.0,308.1
2009,2015-10-06,5175.0,5160.0,312.225
2010,2015-10-05,5144.5,5134.5,317.6
2011,2015-10-02,5081.0,5075.5,319.425
2012,2015-10-01,5178.0,5168.0,320.4
2013,2015-09-30,5093.0,5071.0,323.8
2014,2015-09-29,5010.0,4994.5,323.975
2015,2015-09-28,4965.0,4944.0,324.6
2016,2015-09-25,5098.0,5071.0,325.275
2017,2015-09-24,5046.0,5040.0,322.9
2018,2015-09-23,5112.0,5108.0,327.175
2019,2015-09-22,5131.0,5126.0,330.1
2020,2015-09-21,5267.0,5255.0,335.85
2021,2015-09-18,5358.0,5349.0,335.2
2022,2015-09-17,5369.0,5362.0,333.05
2023,2015-09-16,5350.0,5349.0,334.85
2024,2015-09-15,5290.0,5278.0,337.525
2025,2015-09-14,5324.0,5305.0,340.875
2026,2015-09-11,5352.0,5336.0,342.0
2027,2015-09-10,5400.0,5382.0,344.3
2028,2015-09-09,5366.0,5354.0,346.85
2029,2015-09-08,5280.0,5256.0,346.2
2030,2015-09-07,5176.0,5171.0,352.325
2031,2015-09-04,5155.5,5150.0,355.85
2032,2015-09-03,5250.0,5223.5,360.825
2033,2015-09-02,5090.5,5070.0,362.675
2034,2015-09-01,5095.0,5084.0,367.65
2035,2015-08-28,5095.0,5076.0,371.25
2036,2015-08-27,5029.0,4999.0,370.425
2037,2015-08-26,4959.0,4931.5,369.025
2038,2015-08-25,5032.0,5011.0,355.55
2039,2015-08-24,4888.0,4887.0,356.2
2040,2015-08-21,5046.0,5040.5,353.825
2041,2015-08-20,5060.5,5065.0,353.625
2042,2015-08-19,5006.5,5007.0,354.2
2043,2015-08-18,5000.5,5005.0,353.6
2044,2015-08-17,5101.0,5107.0,350.65
2045,2015-08-14,5156.0,5165.0,350.325
2046,2015-08-13,5148.0,5156.0,350.075
2047,2015-08-12,5103.0,5118.5,350.0
2048,2015-08-11,5140.0,5160.5,354.95
2049,2015-08-10,5150.0,5165.0,354.125
2050,2015-08-07,5135.5,5145.5,352.325
2051,2015-08-06,5165.0,5176.0,351.6
2052,2015-08-05,5171.5,5179.5,350.825
2053,2015-08-04,5215.5,5227.0,347.5
2054,2015-08-03,5176.5,5187.0,346.525
2055,2015-07-31,5220.0,5221.0,345.475
