date,AutoReg,AutoReg_min,AutoReg_max,Decision_tree,Decision_tree_min,Decision_tree_max,Final,Final_min,Final_max
2023-09-30 00:00:00,19629.0,19324.0,19934.0,19629.0,19324.0,19934.0,19629.0,19324.0,19934.0
2023-10-31 00:00:00,18425.0,18402.0,18449.0,23680.0,23198.0,24163.0,21053.0,20815.0,21290.0
2023-11-30 00:00:00,18243.0,18221.0,18264.0,23927.0,23927.0,23927.0,21085.0,21074.0,21095.0
2023-12-31 00:00:00,18077.0,18058.0,18097.0,23927.0,23927.0,23927.0,21002.0,20992.0,21012.0
Quarter,18251.0,18214.0,18288.0,23843.0,23680.0,24007.0,21047.0,20967.0,21127.0
